// user:DESKTOP-0HM15HR_628165; date:2020-10-14 12:06:00.623; sample:8192; 
time[ms]; amplitude[g]; 
68.298; 0.46295; 
68.359; 0.46234; 
68.42; 0.38439; 
68.481; 0.21123; 
68.542; 0.16291; 
68.604; 0.18303; 
68.665; 0.22354; 
68.726; 0.32895; 
68.787; 0.3851; 
68.848; 0.54078; 
68.909; 0.73934; 
68.97; 0.71431; 
69.031; 0.58914; 
69.092; 0.38048; 
69.153; 0.17633; 
69.214; 0.09789; 
69.275; -0.04533; 
69.336; -0.05397; 
69.397; 0.18143; 
69.458; 0.37132; 
69.519; 0.4911; 
69.58; 0.46593; 
69.641; 0.33453; 
69.702; 0.25902; 
69.763; 0.08927; 
69.824; -0.07872; 
69.885; -0.04509; 
69.946; 0.11681; 
70.007; 0.32086; 
70.068; 0.42574; 
70.129; 0.4088; 
70.19; 0.3571; 
70.251; 0.27379; 
70.313; 0.17901; 
70.374; 0.08048; 
70.435; 0.03678; 
70.496; 0.0729; 
70.557; 0.14303; 
70.618; 0.22267; 
70.679; 0.21253; 
70.74; 0.1341; 
70.801; 0.04921; 
70.862; -0.04289; 
70.923; -0.07014; 
70.984; -0.1229; 
71.045; -0.19902; 
71.106; -0.15377; 
71.167; -0.05923; 
71.228; 0.04608; 
71.289; 0.08698; 
71.35; 0.02231; 
71.411; 0.00748; 
71.472; -0.01453; 
71.533; -0.10998; 
71.594; -0.22396; 
71.655; -0.31402; 
71.716; -0.27374; 
71.777; -0.2326; 
71.838; -0.27808; 
71.899; -0.23839; 
71.96; -0.15753; 
72.021; -0.14143; 
72.083; -0.21616; 
72.144; -0.34798; 
72.205; -0.39404; 
72.266; -0.39288; 
72.327; -0.41895; 
72.388; -0.42811; 
72.449; -0.40547; 
72.51; -0.31419; 
72.571; -0.20766; 
72.632; -0.15763; 
72.693; -0.13903; 
72.754; -0.19608; 
72.815; -0.32826; 
72.876; -0.45662; 
72.937; -0.57517; 
72.998; -0.66213; 
73.059; -0.64298; 
73.12; -0.52601; 
73.181; -0.41296; 
73.242; -0.34759; 
73.303; -0.31957; 
73.364; -0.34913; 
73.425; -0.42169; 
73.486; -0.50597; 
73.547; -0.5854; 
73.608; -0.60249; 
73.669; -0.52247; 
73.73; -0.37277; 
73.792; -0.20065; 
73.853; -0.0662; 
73.914; -0.01426; 
73.975; -0.06635; 
74.036; -0.22; 
74.097; -0.41561; 
74.158; -0.57457; 
74.219; -0.65658; 
74.28; -0.64716; 
74.341; -0.55615; 
74.402; -0.42487; 
74.463; -0.30946; 
74.524; -0.25634; 
74.585; -0.24948; 
74.646; -0.27403; 
74.707; -0.37118; 
74.768; -0.48237; 
74.829; -0.50131; 
74.89; -0.45001; 
74.951; -0.3919; 
75.012; -0.33577; 
75.073; -0.24948; 
75.134; -0.16368; 
75.195; -0.14584; 
75.256; -0.16967; 
75.317; -0.20935; 
75.378; -0.2308; 
75.439; -0.22059; 
75.5; -0.26035; 
75.562; -0.31183; 
75.623; -0.32535; 
75.684; -0.36993; 
75.745; -0.43969; 
75.806; -0.50207; 
75.867; -0.5329; 
75.928; -0.50747; 
75.989; -0.44198; 
76.05; -0.31763; 
76.111; -0.14866; 
76.172; -0.04313; 
76.233; -0.07629; 
76.294; -0.2273; 
76.355; -0.42152; 
76.416; -0.57508; 
76.477; -0.65309; 
76.538; -0.67592; 
76.599; -0.6522; 
76.66; -0.56881; 
76.721; -0.39628; 
76.782; -0.20274; 
76.843; -0.14189; 
76.904; -0.19494; 
76.965; -0.30088; 
77.026; -0.45473; 
77.087; -0.59193; 
77.148; -0.72813; 
77.209; -0.81095; 
77.271; -0.70907; 
77.332; -0.47948; 
77.393; -0.23488; 
77.454; -0.08596; 
77.515; -0.06725; 
77.576; -0.12769; 
77.637; -0.29305; 
77.698; -0.49348; 
77.759; -0.6253; 
77.82; -0.6703; 
77.881; -0.6052; 
77.942; -0.49012; 
78.003; -0.38656; 
78.064; -0.30992; 
78.125; -0.27114; 
78.186; -0.24687; 
78.247; -0.24916; 
78.308; -0.28982; 
78.369; -0.35308; 
78.43; -0.40681; 
78.491; -0.43526; 
78.552; -0.4602; 
78.613; -0.42639; 
78.674; -0.29567; 
78.735; -0.14664; 
78.796; -0.05994; 
78.857; -0.0554; 
78.918; -0.07995; 
78.979; -0.08178; 
79.041; -0.07472; 
79.102; -0.0977; 
79.163; -0.12181; 
79.224; -0.07981; 
79.285; -0.02708; 
79.346; -0.03169; 
79.407; -0.09524; 
79.468; -0.20012; 
79.529; -0.23308; 
79.59; -0.18528; 
79.651; -0.15041; 
79.712; -0.10026; 
79.773; -0.02548; 
79.834; 0.07623; 
79.895; 0.16312; 
79.956; 0.11337; 
80.017; -0.01514; 
80.078; -0.11162; 
80.139; -0.14695; 
80.2; -0.13033; 
80.261; -0.13194; 
80.322; -0.12368; 
80.383; -0.04414; 
80.444; 0.07275; 
80.505; 0.16807; 
80.566; 0.19083; 
80.627; 0.18089; 
80.688; 0.16299; 
80.75; 0.07212; 
80.811; -0.07485; 
80.872; -0.21664; 
80.933; -0.29855; 
80.994; -0.26293; 
81.055; -0.14342; 
81.116; 0.01673; 
81.177; 0.21529; 
81.238; 0.39681; 
81.299; 0.51011; 
81.36; 0.51841; 
81.421; 0.40721; 
81.482; 0.26152; 
81.543; 0.12692; 
81.604; 0.00112; 
81.665; -0.05087; 
81.726; 0.01568; 
81.787; 0.1983; 
81.848; 0.42238; 
81.909; 0.55532; 
81.97; 0.54934; 
82.031; 0.44729; 
82.092; 0.31597; 
82.153; 0.19281; 
82.214; 0.09769; 
82.275; 0.04251; 
82.336; 0.01489; 
82.397; 0.05527; 
82.458; 0.19302; 
82.52; 0.37166; 
82.581; 0.49554; 
82.642; 0.48755; 
82.703; 0.41531; 
82.764; 0.35673; 
82.825; 0.26534; 
82.886; 0.13204; 
82.947; -0.01616; 
83.008; -0.11691; 
83.069; -0.10994; 
83.13; -0.05135; 
83.191; 0.02476; 
83.252; 0.09193; 
83.313; 0.10919; 
83.374; 0.1211; 
83.435; 0.1334; 
83.496; 0.12635; 
83.557; 0.11036; 
83.618; 0.12017; 
83.679; 0.19554; 
83.74; 0.2373; 
83.801; 0.19377; 
83.862; 0.14592; 
83.923; 0.09903; 
83.984; 0.07063; 
84.045; 0.09703; 
84.106; 0.16679; 
84.167; 0.24989; 
84.229; 0.29722; 
84.29; 0.2863; 
84.351; 0.20416; 
84.412; 0.09452; 
84.473; -0.00691; 
84.534; -0.11051; 
84.595; -0.14792; 
84.656; -0.09506; 
84.717; 0.03584; 
84.778; 0.1966; 
84.839; 0.31036; 
84.9; 0.39442; 
84.961; 0.35563; 
85.022; 0.19805; 
85.083; 0.07173; 
85.144; -0.04333; 
85.205; -0.07719; 
85.266; -0.03199; 
85.327; 0.01681; 
85.388; 0.16651; 
85.449; 0.26719; 
85.51; 0.23432; 
85.571; 0.19479; 
85.632; 0.10029; 
85.693; 0.05145; 
85.754; 0.05965; 
85.815; 0.00327; 
85.876; 0.0418; 
85.938; 0.07636; 
85.999; -0.04566; 
86.06; -0.1194; 
86.121; -0.12533; 
86.182; -0.0682; 
86.243; 0.03937; 
86.304; 0.04082; 
86.365; 0.05524; 
86.426; 0.06131; 
86.487; -0.07828; 
86.548; -0.16934; 
86.609; -0.209; 
86.67; -0.24836; 
86.731; -0.2017; 
86.792; -0.18163; 
86.853; -0.16869; 
86.914; -0.0957; 
86.975; -0.06804; 
87.036; -0.03991; 
87.097; 0.03401; 
87.158; 0.063; 
87.219; 0.00856; 
87.28; -0.12233; 
87.341; -0.2139; 
87.402; -0.10143; 
87.463; 0.09462; 
87.524; 0.14957; 
87.585; 0.114; 
87.646; 0.08069; 
87.708; 0.0679; 
87.769; 0.08872; 
87.83; 0.07246; 
87.891; 0.05121; 
87.952; 0.10852; 
88.013; 0.21744; 
88.074; 0.32261; 
88.135; 0.31472; 
88.196; 0.23466; 
88.257; 0.20903; 
88.318; 0.15872; 
88.379; 0.07459; 
88.44; 0.04066; 
88.501; 0.07155; 
88.562; 0.1865; 
88.623; 0.3077; 
88.684; 0.356; 
88.745; 0.36371; 
88.806; 0.33295; 
88.867; 0.25004; 
88.928; 0.16258; 
88.989; 0.1283; 
89.05; 0.12952; 
89.111; 0.16372; 
89.172; 0.27261; 
89.233; 0.38927; 
89.294; 0.4205; 
89.355; 0.37218; 
89.417; 0.28549; 
89.478; 0.16804; 
89.539; 0.05349; 
89.6; 0.02104; 
89.661; 0.04974; 
89.722; 0.09602; 
89.783; 0.17025; 
89.844; 0.24036; 
89.905; 0.28571; 
89.966; 0.28339; 
90.027; 0.22009; 
90.088; 0.1399; 
90.149; 0.07391; 
90.21; 0.03705; 
90.271; 0.03757; 
90.332; 0.10378; 
90.393; 0.21017; 
90.454; 0.28618; 
90.515; 0.35774; 
90.576; 0.40291; 
90.637; 0.38748; 
90.698; 0.36038; 
90.759; 0.30859; 
90.82; 0.26794; 
90.881; 0.27127; 
90.942; 0.25985; 
91.003; 0.26068; 
91.064; 0.2815; 
91.125; 0.31217; 
91.187; 0.38081; 
91.248; 0.3989; 
91.309; 0.34041; 
91.37; 0.29778; 
91.431; 0.27576; 
91.492; 0.26673; 
91.553; 0.26935; 
91.614; 0.23906; 
91.675; 0.17333; 
91.736; 0.11933; 
91.797; 0.1261; 
91.858; 0.17154; 
91.919; 0.2021; 
91.98; 0.2155; 
92.041; 0.19821; 
92.102; 0.19396; 
92.163; 0.24532; 
92.224; 0.23402; 
92.285; 0.13005; 
92.346; 0.03825; 
92.407; -0.00336; 
92.468; 0.01587; 
92.529; 0.05643; 
92.59; 0.09631; 
92.651; 0.18452; 
92.712; 0.29547; 
92.773; 0.39958; 
92.834; 0.48671; 
92.896; 0.53571; 
92.957; 0.5692; 
93.018; 0.54246; 
93.079; 0.46065; 
93.14; 0.4363; 
93.201; 0.40102; 
93.262; 0.27384; 
93.323; 0.15348; 
93.384; 0.09142; 
93.445; 0.10718; 
93.506; 0.19818; 
93.567; 0.28023; 
93.628; 0.34037; 
93.689; 0.38651; 
93.75; 0.3776; 
93.811; 0.32461; 
93.872; 0.23569; 
93.933; 0.10327; 
93.994; -0.0195; 
94.055; -0.07442; 
94.116; -0.01493; 
94.177; 0.17065; 
94.238; 0.38815; 
94.299; 0.57617; 
94.36; 0.70364; 
94.421; 0.64564; 
94.482; 0.43741; 
94.543; 0.2382; 
94.604; 0.04582; 
94.666; -0.08857; 
94.727; -0.08621; 
94.788; -0.01433; 
94.849; 0.12692; 
94.91; 0.29123; 
94.971; 0.36743; 
95.032; 0.38545; 
95.093; 0.31553; 
95.154; 0.15487; 
95.215; 0.0227; 
95.276; -0.06473; 
95.337; -0.08038; 
95.398; -0.01992; 
95.459; 0.08499; 
95.52; 0.27663; 
95.581; 0.41039; 
95.642; 0.35477; 
95.703; 0.24611; 
95.764; 0.175; 
95.825; 0.1408; 
95.886; 0.11137; 
95.947; 0.04794; 
96.008; -0.00083; 
96.069; 0.00738; 
96.13; 0.05506; 
96.191; 0.08239; 
96.252; 0.06471; 
96.313; 0.02708; 
96.375; -0.00603; 
96.436; 0.01828; 
96.497; 0.05632; 
96.558; 0.07108; 
96.619; 0.11592; 
96.68; 0.11254; 
96.741; 0.0293; 
96.802; -0.06821; 
96.863; -0.16872; 
96.924; -0.21355; 
96.985; -0.20285; 
97.046; -0.19163; 
97.107; -0.1656; 
97.168; -0.12008; 
97.229; -0.07701; 
97.29; -0.09214; 
97.351; -0.18622; 
97.412; -0.28752; 
97.473; -0.34181; 
97.534; -0.35984; 
97.595; -0.34605; 
97.656; -0.26311; 
97.717; -0.15556; 
97.778; -0.09694; 
97.839; -0.06571; 
97.9; -0.07066; 
97.961; -0.10369; 
98.022; -0.14001; 
98.083; -0.19701; 
98.145; -0.21725; 
98.206; -0.22486; 
98.267; -0.30905; 
98.328; -0.42218; 
98.389; -0.47945; 
98.45; -0.44176; 
98.511; -0.36373; 
98.572; -0.28768; 
98.633; -0.19235; 
98.694; -0.12716; 
98.755; -0.11369; 
98.816; -0.15316; 
98.877; -0.23043; 
98.938; -0.30261; 
98.999; -0.42399; 
99.06; -0.54023; 
99.121; -0.55535; 
99.182; -0.48842; 
99.243; -0.33311; 
99.304; -0.2235; 
99.365; -0.2117; 
99.426; -0.19293; 
99.487; -0.25288; 
99.548; -0.33779; 
99.609; -0.37529; 
99.67; -0.44169; 
99.731; -0.46356; 
99.792; -0.51446; 
99.854; -0.57843; 
99.915; -0.49813; 
99.976; -0.42718; 
100.04; -0.41209; 
100.1; -0.42925; 
100.16; -0.45875; 
100.22; -0.38016; 
100.28; -0.38032; 
100.34; -0.52139; 
100.4; -0.66717; 
100.46; -0.82745; 
100.52; -0.85597; 
100.59; -0.76672; 
100.65; -0.70278; 
100.71; -0.62328; 
100.77; -0.55512; 
100.83; -0.45457; 
100.89; -0.35271; 
100.95; -0.36688; 
101.01; -0.42779; 
101.07; -0.55979; 
101.14; -0.71077; 
101.2; -0.7904; 
101.26; -0.89236; 
101.32; -0.90179; 
101.38; -0.76258; 
101.44; -0.60616; 
101.5; -0.42552; 
101.56; -0.29426; 
101.62; -0.28331; 
101.68; -0.3664; 
101.75; -0.53274; 
101.81; -0.66749; 
101.87; -0.7259; 
101.93; -0.74687; 
101.99; -0.68279; 
102.05; -0.54071; 
102.11; -0.38904; 
102.17; -0.29965; 
102.23; -0.33567; 
102.29; -0.45511; 
102.36; -0.57266; 
102.42; -0.67697; 
102.48; -0.75556; 
102.54; -0.76921; 
102.6; -0.74347; 
102.66; -0.68769; 
102.72; -0.58136; 
102.78; -0.47769; 
102.84; -0.416; 
102.91; -0.39605; 
102.97; -0.40853; 
103.03; -0.43018; 
103.09; -0.47126; 
103.15; -0.49931; 
103.21; -0.48511; 
103.27; -0.46928; 
103.33; -0.43149; 
103.39; -0.38959; 
103.45; -0.37665; 
103.52; -0.33676; 
103.58; -0.32912; 
103.64; -0.38; 
103.7; -0.4102; 
103.76; -0.43955; 
103.82; -0.42537; 
103.88; -0.35753; 
103.94; -0.31407; 
104; -0.25095; 
104.06; -0.18637; 
104.13; -0.15544; 
104.19; -0.13027; 
104.25; -0.15144; 
104.31; -0.16122; 
104.37; -0.10302; 
104.43; -0.0333; 
104.49; 0.04705; 
104.55; 0.10433; 
104.61; 0.10532; 
104.68; 0.11491; 
104.74; 0.11874; 
104.8; 0.041; 
104.86; -0.06925; 
104.92; -0.11481; 
104.98; -0.12435; 
105.04; -0.1477; 
105.1; -0.11395; 
105.16; 0.04847; 
105.22; 0.28649; 
105.29; 0.45663; 
105.35; 0.49624; 
105.41; 0.46557; 
105.47; 0.3959; 
105.53; 0.32284; 
105.59; 0.25061; 
105.65; 0.13482; 
105.71; 0.0705; 
105.77; 0.10356; 
105.83; 0.14547; 
105.9; 0.17211; 
105.96; 0.16552; 
106.02; 0.1356; 
106.08; 0.12622; 
106.14; 0.14625; 
106.2; 0.18548; 
106.26; 0.20037; 
106.32; 0.22669; 
106.38; 0.30305; 
106.45; 0.33826; 
106.51; 0.3066; 
106.57; 0.27382; 
106.63; 0.28708; 
106.69; 0.35382; 
106.75; 0.40647; 
106.81; 0.39772; 
106.87; 0.36644; 
106.93; 0.33425; 
106.99; 0.25705; 
107.06; 0.11208; 
107.12; -0.02109; 
107.18; -0.07464; 
107.24; -0.07408; 
107.3; -0.01516; 
107.36; 0.11278; 
107.42; 0.25768; 
107.48; 0.38347; 
107.54; 0.46821; 
107.6; 0.46385; 
107.67; 0.36055; 
107.73; 0.26264; 
107.79; 0.23984; 
107.85; 0.23725; 
107.91; 0.26884; 
107.97; 0.35143; 
108.03; 0.46206; 
108.09; 0.61401; 
108.15; 0.66001; 
108.22; 0.53506; 
108.28; 0.42716; 
108.34; 0.36228; 
108.4; 0.31184; 
108.46; 0.32248; 
108.52; 0.33554; 
108.58; 0.38834; 
108.64; 0.51779; 
108.7; 0.58432; 
108.76; 0.54071; 
108.83; 0.41899; 
108.89; 0.31968; 
108.95; 0.37175; 
109.01; 0.43423; 
109.07; 0.41092; 
109.13; 0.38904; 
109.19; 0.3238; 
109.25; 0.27665; 
109.31; 0.2797; 
109.38; 0.19647; 
109.44; 0.1913; 
109.5; 0.38236; 
109.56; 0.5739; 
109.62; 0.68157; 
109.68; 0.66566; 
109.74; 0.53537; 
109.8; 0.41451; 
109.86; 0.28968; 
109.92; 0.12747; 
109.99; 0.03128; 
110.05; 0.10151; 
110.11; 0.28198; 
110.17; 0.40554; 
110.23; 0.43691; 
110.29; 0.42685; 
110.35; 0.36694; 
110.41; 0.26397; 
110.47; 0.14706; 
110.53; 0.07098; 
110.6; 0.08241; 
110.66; 0.16241; 
110.72; 0.27253; 
110.78; 0.34523; 
110.84; 0.32867; 
110.9; 0.25522; 
110.96; 0.19975; 
111.02; 0.20878; 
111.08; 0.24068; 
111.15; 0.25548; 
111.21; 0.2944; 
111.27; 0.34948; 
111.33; 0.33769; 
111.39; 0.25518; 
111.45; 0.15296; 
111.51; 0.05141; 
111.57; -0.00552; 
111.63; -0.01324; 
111.69; 0.02342; 
111.76; 0.15636; 
111.82; 0.32588; 
111.88; 0.44989; 
111.94; 0.51107; 
112; 0.45645; 
112.06; 0.30208; 
112.12; 0.0939; 
112.18; -0.11071; 
112.24; -0.18262; 
112.3; -0.09879; 
112.37; 0.07342; 
112.43; 0.2472; 
112.49; 0.33494; 
112.55; 0.36917; 
112.61; 0.34171; 
112.67; 0.18835; 
112.73; 0.00751; 
112.79; -0.10064; 
112.85; -0.12404; 
112.92; -0.07588; 
112.98; -0.02111; 
113.04; 0.03786; 
113.1; 0.10934; 
113.16; 0.1539; 
113.22; 0.16883; 
113.28; 0.14697; 
113.34; 0.16095; 
113.4; 0.222; 
113.46; 0.18141; 
113.53; 0.08164; 
113.59; 0.00797; 
113.65; -0.06342; 
113.71; -0.09453; 
113.77; -0.12664; 
113.83; -0.12784; 
113.89; -0.01049; 
113.95; 0.11871; 
114.01; 0.21666; 
114.07; 0.2428; 
114.14; 0.16053; 
114.2; 0.10027; 
114.26; 0.0324; 
114.32; -0.05389; 
114.38; -0.02494; 
114.44; 0.05698; 
114.5; 0.13394; 
114.56; 0.2186; 
114.62; 0.27281; 
114.69; 0.30689; 
114.75; 0.2852; 
114.81; 0.18861; 
114.87; 0.09884; 
114.93; 0.02356; 
114.99; -0.06718; 
115.05; -0.11693; 
115.11; -0.09032; 
115.17; -0.05007; 
115.23; -0.00997; 
115.3; 0.05276; 
115.36; 0.07316; 
115.42; 0.03402; 
115.48; -0.02447; 
115.54; -0.07502; 
115.6; -0.06344; 
115.66; -0.00982; 
115.72; 0.02236; 
115.78; 0.02421; 
115.84; 0.05052; 
115.91; 0.12412; 
115.97; 0.12995; 
116.03; 0.09296; 
116.09; 0.0721; 
116.15; -0.00852; 
116.21; -0.01969; 
116.27; 0.02624; 
116.33; -0.014; 
116.39; -0.04243; 
116.46; -0.13492; 
116.52; -0.24188; 
116.58; -0.16235; 
116.64; -0.06852; 
116.7; -0.01179; 
116.76; 0.06316; 
116.82; 0.07434; 
116.88; 0.02471; 
116.94; -0.09012; 
117; -0.16862; 
117.07; -0.18372; 
117.13; -0.2479; 
117.19; -0.2662; 
117.25; -0.21905; 
117.31; -0.1429; 
117.37; -0.03947; 
117.43; -0.03555; 
117.49; -0.06808; 
117.55; -0.07518; 
117.61; -0.14457; 
117.68; -0.20974; 
117.74; -0.25668; 
117.8; -0.29748; 
117.86; -0.27916; 
117.92; -0.26581; 
117.98; -0.27793; 
118.04; -0.32256; 
118.1; -0.40829; 
118.16; -0.38582; 
118.23; -0.25757; 
118.29; -0.17853; 
118.35; -0.12068; 
118.41; -0.05791; 
118.47; -0.0437; 
118.53; -0.06295; 
118.59; -0.10565; 
118.65; -0.15392; 
118.71; -0.19019; 
118.77; -0.21382; 
118.84; -0.19621; 
118.9; -0.14595; 
118.96; -0.0849; 
119.02; -0.08032; 
119.08; -0.11153; 
119.14; -0.02011; 
119.2; 0.10171; 
119.26; 0.14907; 
119.32; 0.17367; 
119.38; 0.16116; 
119.45; 0.23528; 
119.51; 0.32771; 
119.57; 0.26213; 
119.63; 0.22631; 
119.69; 0.23029; 
119.75; 0.21155; 
119.81; 0.25402; 
119.87; 0.23676; 
119.93; 0.17649; 
120; 0.17522; 
120.06; 0.14903; 
120.12; 0.07489; 
120.18; -0.00374; 
120.24; -0.0402; 
120.3; -0.04049; 
120.36; -0.01146; 
120.42; 0.08931; 
120.48; 0.18736; 
120.54; 0.21598; 
120.61; 0.22751; 
120.67; 0.25471; 
120.73; 0.24669; 
120.79; 0.1447; 
120.85; 0.02995; 
120.91; -0.00381; 
120.97; 0.00761; 
121.03; 0.07666; 
121.09; 0.23737; 
121.15; 0.39451; 
121.22; 0.50315; 
121.28; 0.5583; 
121.34; 0.47096; 
121.4; 0.31923; 
121.46; 0.1825; 
121.52; -0.00039; 
121.58; -0.10828; 
121.64; -0.11722; 
121.7; -0.09346; 
121.77; 0.04018; 
121.83; 0.16309; 
121.89; 0.23027; 
121.95; 0.33041; 
122.01; 0.35627; 
122.07; 0.33084; 
122.13; 0.28844; 
122.19; 0.15435; 
122.25; 0.03865; 
122.31; -0.01117; 
122.38; -0.0499; 
122.44; -0.02666; 
122.5; 0.01993; 
122.56; 0.03516; 
122.62; 0.08515; 
122.68; 0.12749; 
122.74; 0.16465; 
122.8; 0.23962; 
122.86; 0.15717; 
122.92; -0.04653; 
122.99; -0.16581; 
123.05; -0.26516; 
123.11; -0.29865; 
123.17; -0.26097; 
123.23; -0.24228; 
123.29; -0.12822; 
123.35; -0.01641; 
123.41; -0.0086; 
123.47; -0.01517; 
123.54; -0.08806; 
123.6; -0.17495; 
123.66; -0.24808; 
123.72; -0.38498; 
123.78; -0.51877; 
123.84; -0.58962; 
123.9; -0.54337; 
123.96; -0.45618; 
124.02; -0.4073; 
124.08; -0.29426; 
124.15; -0.19411; 
124.21; -0.15828; 
124.27; -0.15197; 
124.33; -0.23997; 
124.39; -0.32318; 
124.45; -0.35487; 
124.51; -0.38685; 
124.57; -0.38593; 
124.63; -0.38891; 
124.69; -0.32865; 
124.76; -0.14455; 
124.82; 0.00204; 
124.88; 0.05422; 
124.94; 0.02058; 
125; -0.10375; 
125.06; -0.20067; 
125.12; -0.2764; 
125.18; -0.39776; 
125.24; -0.46825; 
125.31; -0.43906; 
125.37; -0.33076; 
125.43; -0.18436; 
125.49; -0.10304; 
125.55; -0.11936; 
125.61; -0.19713; 
125.67; -0.31648; 
125.73; -0.42504; 
125.79; -0.45092; 
125.85; -0.40822; 
125.92; -0.33887; 
125.98; -0.26093; 
126.04; -0.25314; 
126.1; -0.31384; 
126.16; -0.35688; 
126.22; -0.42719; 
126.28; -0.53245; 
126.34; -0.55469; 
126.4; -0.50591; 
126.46; -0.45922; 
126.53; -0.41315; 
126.59; -0.4218; 
126.65; -0.45488; 
126.71; -0.43805; 
126.77; -0.4916; 
126.83; -0.60871; 
126.89; -0.67959; 
126.95; -0.6884; 
127.01; -0.55011; 
127.08; -0.38135; 
127.14; -0.31966; 
127.2; -0.24123; 
127.26; -0.19686; 
127.32; -0.25101; 
127.38; -0.37755; 
127.44; -0.61039; 
127.5; -0.76809; 
127.56; -0.75332; 
127.62; -0.678; 
127.69; -0.57818; 
127.75; -0.47945; 
127.81; -0.31647; 
127.87; -0.16248; 
127.93; -0.18415; 
127.99; -0.26982; 
128.05; -0.3881; 
128.11; -0.50756; 
128.17; -0.5248; 
128.23; -0.52084; 
128.3; -0.45684; 
128.36; -0.33812; 
128.42; -0.24749; 
128.48; -0.14748; 
128.54; -0.14137; 
128.6; -0.23356; 
128.66; -0.32001; 
128.72; -0.38318; 
128.78; -0.39368; 
128.85; -0.46388; 
128.91; -0.57105; 
128.97; -0.54291; 
129.03; -0.45105; 
129.09; -0.36429; 
129.15; -0.29626; 
129.21; -0.28922; 
129.27; -0.32421; 
129.33; -0.40778; 
129.39; -0.50366; 
129.46; -0.52551; 
129.52; -0.44722; 
129.58; -0.32217; 
129.64; -0.21019; 
129.7; -0.12602; 
129.76; -0.11986; 
129.82; -0.16618; 
129.88; -0.23237; 
129.94; -0.34426; 
130; -0.38591; 
130.07; -0.35855; 
130.13; -0.31658; 
130.19; -0.18396; 
130.25; -0.05866; 
130.31; 0.01723; 
130.37; 0.06251; 
130.43; -0.02163; 
130.49; -0.15729; 
130.55; -0.25904; 
130.62; -0.29608; 
130.68; -0.21537; 
130.74; -0.10736; 
130.8; 0.0171; 
130.86; 0.18518; 
130.92; 0.26482; 
130.98; 0.21144; 
131.04; 0.10752; 
131.1; -0.00189; 
131.16; -0.09056; 
131.23; -0.08568; 
131.29; 0.04037; 
131.35; 0.21975; 
131.41; 0.38052; 
131.47; 0.46451; 
131.53; 0.48679; 
131.59; 0.456; 
131.65; 0.31644; 
131.71; 0.15216; 
131.77; 0.0405; 
131.84; -0.01091; 
131.9; 0.08217; 
131.96; 0.2642; 
132.02; 0.43842; 
132.08; 0.6104; 
132.14; 0.69898; 
132.2; 0.6631; 
132.26; 0.56307; 
132.32; 0.44128; 
132.39; 0.32663; 
132.45; 0.2297; 
132.51; 0.19791; 
132.57; 0.2613; 
132.63; 0.36077; 
132.69; 0.47054; 
132.75; 0.58397; 
132.81; 0.65218; 
132.87; 0.67084; 
132.93; 0.66164; 
133; 0.59425; 
133.06; 0.47042; 
133.12; 0.37882; 
133.18; 0.35603; 
133.24; 0.35805; 
133.3; 0.39112; 
133.36; 0.46785; 
133.42; 0.55589; 
133.48; 0.65546; 
133.54; 0.74957; 
133.61; 0.79638; 
133.67; 0.79601; 
133.73; 0.74522; 
133.79; 0.6525; 
133.85; 0.54921; 
133.91; 0.47467; 
133.97; 0.48194; 
134.03; 0.53063; 
134.09; 0.53453; 
134.16; 0.50668; 
134.22; 0.48413; 
134.28; 0.48524; 
134.34; 0.53265; 
134.4; 0.5998; 
134.46; 0.62741; 
134.52; 0.60209; 
134.58; 0.5737; 
134.64; 0.55924; 
134.7; 0.50141; 
134.77; 0.40976; 
134.83; 0.36497; 
134.89; 0.39999; 
134.95; 0.50062; 
135.01; 0.60599; 
135.07; 0.69028; 
135.13; 0.78309; 
135.19; 0.82816; 
135.25; 0.77129; 
135.31; 0.61788; 
135.38; 0.37254; 
135.44; 0.1675; 
135.5; 0.13547; 
135.56; 0.20966; 
135.62; 0.35684; 
135.68; 0.58143; 
135.74; 0.74077; 
135.8; 0.79126; 
135.86; 0.79072; 
135.93; 0.68412; 
135.99; 0.51529; 
136.05; 0.39928; 
136.11; 0.34007; 
136.17; 0.34635; 
136.23; 0.39199; 
136.29; 0.445; 
136.35; 0.49881; 
136.41; 0.4912; 
136.47; 0.4706; 
136.54; 0.46348; 
136.6; 0.398; 
136.66; 0.34795; 
136.72; 0.32676; 
136.78; 0.30383; 
136.84; 0.3207; 
136.9; 0.2932; 
136.96; 0.23193; 
137.02; 0.21771; 
137.08; 0.24126; 
137.15; 0.34182; 
137.21; 0.43971; 
137.27; 0.45044; 
137.33; 0.43178; 
137.39; 0.39666; 
137.45; 0.33554; 
137.51; 0.21414; 
137.57; 0.08714; 
137.63; 0.03983; 
137.7; 0.01931; 
137.76; 0.03233; 
137.82; 0.04467; 
137.88; 0.02001; 
137.94; 0.04377; 
138; 0.07792; 
138.06; 0.09203; 
138.12; 0.08094; 
138.18; 0.00689; 
138.24; -0.05968; 
138.31; -0.10594; 
138.37; -0.12356; 
138.43; -0.08136; 
138.49; -0.03552; 
138.55; 0.01396; 
138.61; 0.04159; 
138.67; 0.0317; 
138.73; 0.05925; 
138.79; 0.07448; 
138.85; 0.01176; 
138.92; -0.0732; 
138.98; -0.1341; 
139.04; -0.17743; 
139.1; -0.22208; 
139.16; -0.23847; 
139.22; -0.22126; 
139.28; -0.21171; 
