,Nombre,diagnostico,Id_Estado_Activo,time,machine
793,S1-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S1-M08
342,S2-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S2-M02
360,S1-Ventilador M23," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S1-M23
300,S1-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detectan indicios de una posible degradación de rodamientos.",1.0,2018-07-16,S1-M42
51,S2-Ventilador M20," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S2-M20
554,S3-Ventilador M30," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S3-M30
163,S2-Ventilador M39," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-07-16,S2-M39
272,S1-Ventilador M38," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-07-16,S1-M38
212,S1-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de pasadas inspecciones.",1.0,2018-07-16,S1-M29
99,S2-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S2-M29
15,S2-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S2-M12
84,S2-Ventilador M26," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S2-M26
125,S2-Ventilador M33," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S2-M33
263,S1-Ventilador M36, Ventilador: Si el ventilador presenta rodamientos de tipo cónico y se ha efectuado una reparación a corto plazo es posible que existan holguras derivadas de la instalación del rodamiento.,2.0,2018-07-16,S1-M36
150,S2-Ventilador M38," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S2-M38
832,S1-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S1-M12
253,S1-Ventilador M35," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de una posible degradación de rodamientos.",1.0,2018-07-16,S1-M35
107,S2-Ventilador M30," Motor: Activo en buen estado. 
  Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones particulares de operación no descartándose que una desalineación dinámica esté influyendo en el comportamiento.",2.0,2018-07-16,S2-M30
8,S2-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S2-M11
157,S2-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S2-M09
244,S1-Ventilador M33," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de la pasada inspección.",1.0,2018-07-16,S1-M33
222,S1-Ventilador M30," Motor: Activo en buen estado. 
 Ventilador: Se mantienen los indicios de una degradación mecánica de rodamientos.",2.0,2018-07-16,S1-M30
474,S3-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S3-M01
1,S1-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S1-M02
233,S1-Ventilador M32,"  Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",2.0,2018-07-16,S1-M32
116,S2-Ventilador M32," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S2-M32
466,S3-Ventilador Extracción M19," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S3-M19
449,S3-Ventilador Extracción M40," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S3-M40
457,S3-Ventilador Extracción M37," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detectan indicios de una posible degradación incipiente de rodamientos.",1.0,2018-07-16,S3-M37
92,S2-Ventilador M27," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de la pasada inspección.",1.0,2018-07-16,S2-M27
537,S3-Ventilador M32," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S3-M32
283,S1-Ventilador M39, Ventilador: Se detecta síntomas de un avance en la degradación de los rodamientos del ventilador.,3.0,2018-07-16,S1-M39
816,S1-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S1-M11
22,S2-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S2-M14
545,S2-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S2-M42
824,S1-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S1-M14
440,S3-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S3-M42
808,S1-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S1-M15
800,S1-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S1-M09
292,S1-Ventilador M41," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16,S1-M41
489,S4-Ventilador Extracción 62 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Dada la estabilidad de las medidas se establece el estado como BUENO.",2.0,2018-09-03,S4-62-M1
234,S1-Ventilador M32,"  Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",2.0,2018-09-03,S1-M32
719,S3-Ventilador M29," Motor: Activo en buen estado. 
 Ventilador: Se detectan indicios de un proceso incipiente de degradación de rodamientos. ",2.0,2018-09-03,S3-M29
264,S1-Ventilador M36," Ventilador: Las holguras presentadas en la anterior inspección se mantienen, existiendo indicios de una progresión en las mismas.",2.0,2018-09-03,S1-M36
203,S1-Ventilador M27," Motor: Activo en buen estado. 
 Ventilador: Se mantienen los indicios de una posible degradación de rodamientos. ",2.0,2018-09-03,S1-M27
955,S5-Ventilador 72 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detecta un descenso en las medidas en mm/s. Las medidas en aceleración presentan componentes que podrían estar asociadas a los rodamientos.",1.0,2018-09-03,S5-72-M1
134,S2-Ventilador M35, Ventilador: Se detectan síntomas de una degradación de los rodamiento del ventilador. Existe un leve aumento de las tendencias.,2.0,2018-09-03,S2-M35
284,S1-Ventilador M39, Ventilador: Se detecta síntomas de un avance en la degradación de los rodamientos del ventilador.,3.0,2018-09-03,S1-M39
319,S1-Ventilador Extracción M37, Ventilador:Existen indicios de una posible degradación de los rodamientos del ventilador.,2.0,2018-09-03,S1-M37
532,S5-Ventilador Extracción 60 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22,S5-60-M1
1323,S6-Ventilador 72 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una degradación incipiente de rodamientos.",2.0,2018-10-22,S6-72-M1
1056,S4-Ventilador 76 M2," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos. ",3.0,2018-10-22,S4-76-M2
1011,S4-Ventilador 78 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-78-M1
1286,S6-Ventilador 73 M1, Conjunto: Se detecta un aumento generalizado de los niveles de vibración pudiendo estar asociado a las condiciones de operación.,2.0,2018-10-22,S6-73-M1
490,S4-Ventilador Extracción 62 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.  Se detectan indicios de una degradación mecánica incipiente de rodamientos.",2.0,2018-10-22,S4-62-M1
1006,S4-Ventilador 73 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-73-M2
1259,S6-Ventilador 67 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-67-M2
1032,S4-Ventilador 75 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-75-M1
1330,S6-Ventilador 72 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-72-M2
1078,S4-Ventilador 69 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-69-M2
1025,S4-Ventilador 74 M2," Motor: Activo en buen estado. 
  Ventilador: Se detectan síntomas de una posible degradación mecánica de rodamientos.",2.0,2018-10-22,S4-74-M2
1264,S6-Ventilador 75 M2," Conjunto: Se detecta un aumento de la amplitud de la componente 1XRPM, pudiendo estar asociada a las condiciones de operación.",2.0,2018-10-22,S6-75-M2
1073,S4-Ventilador 70 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-70-M2
482,S4-Ventilador Extracción 63 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación mecánica de rodamientos.",2.0,2018-10-22,S4-63-M1
1281,S6-Ventilador Extracción 62 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detectan síntomas de unas posibles condiciones desfavorables de engrase.",1.0,2018-10-22,S6-62-M1
1292,S6-Ventilador 79 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-79-M1
1243,S6-Ventilador Extracción 60 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-60-M1
1248,S6-Ventilador 68 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-68-M1
498,S4-Ventilador Extracción 61 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-61-M1
1302,S6-Ventilador Extracción 63 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-63-M1
1063,S4-Ventilador 79 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-79-M1
516,S5-Ventilador Extracción 62 M1," Motor: Activo en buen estado. 
 Ventilador: Se detectan síntomas de una degradación mecánica incipiente de rodamientos.",2.0,2018-10-22,S5-62-M1
1037,S4-Ventilador 75 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-75-M2
1253,S6-Ventilador 78 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación mecánica de rodamientos.",3.0,2018-10-22,S6-78-M1
1307,S6-Ventilador 71 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-71-M2
510,S5-Ventilador Extracción 63 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22,S5-63-M1
1019,S4-Ventilador 74 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones particulares de operación no descartándose que una desalineación dinámica esté influyendo en el comportamiento.",1.0,2018-10-22,S4-74-M1
1068,S5-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S5-66-M1
1271,S6-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-66-M2
1043,S4-Ventilador 77 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones particulares de operación no descartándose que una desalineación dinámica esté influyendo en el comportamiento.",1.0,2018-10-22,S4-77-M2
1276,S6-Ventilador 69 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-69-M1
524,S5-Ventilador Extracción 61 M1," Motor: Activo en buen estado. 
 Ventilador: Seguimiento. Se detecta indicios de una posible degradación incipiente del rodamiento lado polea. Existe una mejoría en el comportamiento.",2.0,2018-10-22,S5-61-M1
504,S4-Ventilador Extracción 60 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-60-M1
1297,S6-Ventilador 78 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-78-M2
1318,S6-Ventilador 76 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-76-M1
1312,S6-Ventilador 69 M2," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación mecánica de rodamientos.",2.0,2018-10-22,S6-69-M2
917,S5-Ventilador 70 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detectan síntomas de una degradación mecánica de rodamientos en estado inicial.",3.0,2018-10-22,S5-70-M2
1049,S4-Ventilador 76 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-76-M1
972,S4-Ventilador 71 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-71-M1
867,S5-Ventilador 67 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S5-67-M2
1200,S6-Ventilador Extracción 61 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-61-M1
1143,S4-Ventilador 70 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-70-M1
862,S5-Ventilador 67 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S5-67-M1
1093,S5-Ventilador 78 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22,S5-78-M2
1148,S5-Ventilador 77 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22,S5-77-M2
945,S5-Ventilador 74 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S5-74-M1
1195,S6-Ventilador 67 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-67-M1
856,S5-Ventilador 76 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones particulares de operación no descartándose que una desalineación dinámica esté influyendo en el comportamiento.",1.0,2018-10-22,S5-76-M2
950,S5-Ventilador 72 M2," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una degradación avanzada de rodamientos.",3.0,2018-10-22,S5-72-M2
1190,S6-Ventilador 75 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-75-M1
850,S5-Ventilador 77 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22,S5-77-M1
964,S5-Ventilador 71 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una degradación mecánica avanzada de rodamientos.",3.0,2018-10-22,S5-71-M1
1153,S4-Ventilador 77 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-77-M1
1185,S6-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-66-M1
1238,S6-Ventilador 76 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-76-M2
845,S5-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S5-66-M2
1098,S4-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-66-M1
1158,S5-Ventilador 78 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22,S5-78-M1
840,S5-Ventilador 73 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S5-73-M2
1180,S6-Ventilador 77 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-77-M2
956,S5-Ventilador 72 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2018-10-22,S5-72-M1
1164,S6-Ventilador 73 M2, Conjunto: Se detecta un aumento generalizado de las vibraciones pudiendo estar asociado a las condiciones de RPM.,2.0,2018-10-22,S6-73-M2
1104,S4-Ventilador 66 M2," Motor: Se detectan síntomas de una posible degradación del rodamiento lado polea, no descartándose una pérdida de la grasa de por vida.
 Ventilador: Activo en buen estado.",2.0,2018-10-22,S4-66-M2
1175,S6-Ventilador 71 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-71-M1
977,S4-Ventilador 71 M2," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una degradación avanzada de rodamientos.",3.0,2018-10-22,S4-71-M2
1205,S6-Ventilador 79 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-79-M2
1170,S6-Ventilador 70 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación mecánica de rodamientos.",2.0,2018-10-22,S6-70-M1
984,S4-Ventilador 78 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-78-M2
1000,S4-Ventilador 73 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos, aunque la cañonera sea de reciente instalación.",2.0,2018-10-22,S4-73-M1
926,S5-Ventilador 74 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones particulares de operación no descartándose que una desalineación dinámica esté influyendo en el comportamiento.",1.0,2018-10-22,S5-74-M2
1232,S6-Ventilador 74 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación mecánica de rodamientos.",2.0,2018-10-22,S6-74-M1
912,S5-Ventilador 70 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación en el rodamiento lado polea del ventilador. Se detecta un ascenso de las tendencias.",2.0,2018-10-22,S5-70-M1
1121,S4-Ventilador 68 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-68-M1
1083,S5-Ventilador 79 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22,S5-79-M2
906,S5-Ventilador 75 M1," Motor: Activo en buen estado. 
 Ventilador: Aunque se haya realizado una sustitución de la cañonera se detectan síntomas de una posible degradación incipiente de rodamientos.",2.0,2018-10-22,S5-75-M1
1227,S6-Ventilador 74 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-74-M2
995,S4-Ventilador 72 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-72-M2
900,S5-Ventilador 69 M2," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una degradación incipiente de rodamientos.",2.0,2018-10-22,S5-69-M2
1126,S4-Ventilador 68 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-68-M2
893,S5-Ventilador 69 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una degradación significativa de rodamientos.",3.0,2018-10-22,S5-69-M1
932,S5-Ventilador 73 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones particulares de operación no descartándose que una desalineación dinámica esté influyendo en el comportamiento.",1.0,2018-10-22,S5-73-M1
872,S5-Ventilador 68 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S5-68-M1
1131,S4-Ventilador 79 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-79-M2
989,S4-Ventilador 72 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-72-M1
939,S5-Ventilador 71 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S5-71-M2
1111,S4-Ventilador 67 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-67-M1
877,S5-Ventilador 76 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22,S5-76-M1
1222,S6-Ventilador 68 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-68-M2
1210,S6-Ventilador 77 M1, Conjunto: Se detecta un aumento de los niveles de vibración generalizado pudiendo estar asociado a las condiciones de operación.,2.0,2018-10-22,S6-77-M1
1138,S4-Ventilador 69 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-69-M1
1217,S6-Ventilador 70 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S6-70-M2
1116,S4-Ventilador 67 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S4-67-M2
1088,S5-Ventilador 79 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22,S5-79-M1
888,S5-Ventilador 68 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22,S5-68-M2
882,S5-Ventilador 75 M2, Conjunto: Se detecta un ascenso generalizado de las vibraciones. Este comportamiento puede estar asociado a las condiciones de operación o a una posible desalineación de carácter dinámico.,2.0,2018-10-22,S5-75-M2
965,S5-Ventilador 71 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-12-03,S5-71-M1
940,S5-Ventilador 71 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-12-03,S5-71-M2
833,S1-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S1-M12
825,S1-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S1-M14
951,S5-Ventilador 72 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S5-72-M2
652,S3-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S3-M14
786,S1-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S1-M17
817,S1-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S1-M11
601,S3-Ventilador M3," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S3-M03
1254,S6-Ventilador 78 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación mecánica de rodamientos.",3.0,2019-02-18,S6-78-M1
607,S3-Ventilador M5," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detectan indicios de una posible degradación incipiente de rodamientos.",1.0,2019-02-18,S3-M05
712,S3-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones particulares de operación no descartándose que una desalineación dinámica esté influyendo en el comportamiento.",2.0,2019-02-18,S3-M24
614,S3-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S3-M06
621,S3-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S3-M08
720,S3-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos. Se pasa el estado a BUENO.",1.0,2019-02-18,S3-M29
694,S3-Ventilador M21," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S3-M21
628,S3-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S3-M09
990,S4-Ventilador 72 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan indicios de una degradación significativa de rodamientos.",3.0,2019-02-18,S4-72-M1
669,S3-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S3-M17
635,S3-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S3-M11
661,S3-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S3-M15
644,S3-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S3-M12
685,S3-Ventilador M20," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S3-M20
538,S3-Ventilador M32," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S3-M32
729,S1-Ventilador M21," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-02-18,S1-M21
738,S3-Ventilador M26," Motor: Activo en buen estado. 
 Ventilador: Se detectan indicios de un proceso incipiente de degradación de rodamientos. Existe una mejoría en el comportamiento.",2.0,2019-02-18,S3-M26
546,S2-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",2.0,2019-02-18,S2-M42
809,S1-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S1-M15
801,S1-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S1-M09
555,S3-Ventilador M30," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S3-M30
794,S1-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S1-M08
563,S3-Ventilador M27," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S3-M27
593,S3-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S3-M02
779,S1-Ventilador M3," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S1-M03
770,S1-Ventilador M20," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S1-M20
579,S2-Ventilador Extracción M19," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-02-18,S2-M19
762,S1-Ventilador M5," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S1-M05
754,S1-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S1-M18
747,S1-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S1-M06
587,S2-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S2-M01
572,S2-Ventilador Extracción M37," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S2-M37
703,S3-Ventilador M23," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de pasadas inspecciones. Se detectan síntomas de una posible degradación de rodamientos.",1.0,2019-02-18,S3-M23
677,S3-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18,S3-M18
377,S2-Ventilador Extracción M40," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-02-18,S2-M40
108,S2-Ventilador M30," Motor: Activo en buen estado. 
  Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones particulares de operación no descartándose que una desalineación dinámica esté influyendo en el comportamiento.",2.0,2019-02-18,S2-M30
