,Nombre,diagnostico,Id_Estado_Activo,time,machine
0,S1-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M02
299,S1-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M42
83,S2-Ventilador M26," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M26
792,S1-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M08
784,S1-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M17
308,S1-Ventilador Extracción M40," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M40
777,S1-Ventilador M3," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M03
767,S1-Ventilador M20," Motor: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alineación. No se descarta que una tensión no apropiada de las correas esté afectando en la medida.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M20
316,S1-Ventilador Extracción M37, Conjunto: Se detectan indicios de unas condiciones desfavorables de alineación de poleas.,2.0,2018-01-23,S1-M37
156,S2-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M09
752,S1-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M18
74,S2-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alineación y/o equilibrado. No se descarta que una amplificación estructural esté influyendo en la medida.",1.0,2018-01-23,S2-M24
326,S1-Ventilador Extracción M19," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M19
745,S1-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M06
334,S1-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M01
735,S3-Ventilador M26," Motor: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alineación.
 Ventilador: Activo en buen estado. Se detectan indicios de un proceso incipiente de degradación de rodamientos.",1.0,2018-01-23,S3-M26
726,S1-Ventilador M21," Motor: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alineación.
 Ventilador: Activo en buen estado. ",1.0,2018-01-23,S1-M21
341,S2-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M02
717,S3-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M29
65,S2-Ventilador M23," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alineación, equilibrado o incorrecta tensión de correas. No se descarta que una amplificación estructural esté influyendo en la medida. Existen indicios de una degradación mecánica de rodamientos.",2.0,2018-01-23,S2-M23
347,S2-Ventilador M3," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M03
709,S3-Ventilador M24," Motor: Activo en buen estad, aunque se detectan indicios de unas condiciones desfavorables de alineación.
 Ventilador: Activo en buen estado.",2.0,2018-01-23,S3-M24
353,S2-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M06
700,S3-Ventilador M23," Motor: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alineación.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M23
359,S1-Ventilador M23," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M23
692,S3-Ventilador M21," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M21
799,S1-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M09
683,S3-Ventilador M20," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M20
807,S1-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M15
815,S1-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M11
149,S2-Ventilador M38," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M38
162,S2-Ventilador M39," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-01-23,S2-M39
169,S2-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M08
175,S2-Ventilador M5," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M05
141,S2-Ventilador M36," Motor: Activo en buen estado.
  Ventilador: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alineación, equilibrado o una incorrecta tensión de las correas. No se descarta que una amplificación estructural esté influyendo en la medida",1.0,2018-01-23,S2-M36
181,S1-Ventilador M24," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M24
190,S1-Ventilador M26," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alineación, de tensiones de correas o equilibrado. No se descarta que una amplificación estructural esté influyendo en la medida.",1.0,2018-01-23,S1-M26
132,S2-Ventilador M35," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M35
200,S1-Ventilador M27," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado, aunque se detectan indicios de unas condiciones desfavorables de alineación y/o equilibrado. No se descarta que una amplificación estructural esté influyendo en la medida. Asimismo hay indicios de una degradación mecánica de rodamientos.",2.0,2018-01-23,S1-M27
210,S1-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de desequilibrio, desalineación de poleas o incorrecta tensión de correas. No se descarta que una amplificación estructural esté influyendo en la medida.",1.0,2018-01-23,S1-M29
122,S2-Ventilador M33," Conjunto: Se detectan indicios de unas posible amplificación estructural, sin descartarse una incorrecta tensión de las correas. Se detectan asimismo indicios de una degradación mecánica incipiente de rodamientos de ventilador.",1.0,2018-01-23,S2-M33
220,S1-Ventilador M30," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alineación y/o equilibrado. No se descarta que una amplificación estructural esté influyendo en la medida.",1.0,2018-01-23,S1-M30
231,S1-Ventilador M32," Motor: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alineación.
 Ventilador: Activo en buen estado. ",1.0,2018-01-23,S1-M32
115,S2-Ventilador M32," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M32
480,S4-Ventilador Extracción 63 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-01-23,S4-63-M1
242,S1-Ventilador M33," Motor: Activo en buen estado, aunque detectan indicios de unas condiciones desfavorables de alineación.
 Ventilador: Activo en buen estado.",2.0,2018-01-23,S1-M33
251,S1-Ventilador M35," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alineación y/o equilibrado. No se descarta que una amplificación estructural esté influyendo en la medida.",1.0,2018-01-23,S1-M35
105,S2-Ventilador M30," Conjunto: Se detectan indicios de una posible amplificación estructural, pudiendo estar excitada por un desequilibrio del ventilador. No se descarta una incorrecta tensión de las coreas.",2.0,2018-01-23,S2-M30
260,S1-Ventilador M36," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado, aunque se detectan indicios de unas condiciones desfavorables de alineación y/o equilibrado. No se descarta que una amplificación estructural esté influyendo en la medida. Existen indicios de una degradación mecánica de rodamientos.",2.0,2018-01-23,S1-M36
98,S2-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M29
271,S1-Ventilador M38," Motor: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alineación e incluso una tensión inadecuada en las correas.
 Ventilador: Activo en buen estado. ",1.0,2018-01-23,S1-M38
831,S1-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M12
280,S1-Ventilador M39," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado, aunque se detectan indicios de una degradación incipiente de rodamientos.",2.0,2018-01-23,S1-M39
91,S2-Ventilador M27, Conjunto: Se detectan indicios de unas posible amplificación estructural,1.0,2018-01-23,S2-M27
823,S1-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M14
291,S1-Ventilador M41," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M41
57,S2-Ventilador M21," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detectan indicios de un posible desequilibrio, no descartándose que unas condiciones desfavorables de alienación o una amplificación estructural estén influyendo en la medida.",1.0,2018-01-23,S2-M21
760,S1-Ventilador M5," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S1-M05
675,S3-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M18
28,S2-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M15
431,S3-Ventilador M41," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M41
561,S3-Ventilador M27," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M27
553,S3-Ventilador M30," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M30
439,S3-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M42
544,S2-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M42
536,S3-Ventilador M32," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M32
21,S2-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M14
447,S3-Ventilador Extracción M40," Motor: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alineación.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M40
367,S2-Ventilador M41," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M41
522,S5-Ventilador Extracción 61 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-01-23,S5-61-M1
456,S3-Ventilador Extracción M37," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M37
14,S2-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M12
514,S5-Ventilador Extracción 62 M1," Motor: Activo en buen estado. Se detectan síntomas de unas condiciones desfavorables de alineación.
 Ventilador: Activo en buen estado.  ",1.0,2018-01-23,S5-62-M1
508,S5-Ventilador Extracción 63 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-01-23,S5-63-M1
464,S3-Ventilador Extracción M19," Motor: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alienación.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M19
7,S2-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M11
502,S4-Ventilador Extracción 60 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S4-60-M1
496,S4-Ventilador Extracción 61 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S4-61-M1
473,S3-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M01
487,S4-Ventilador Extracción 62 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.  Se detectan indicios de una degradación mecánica incipiente de rodamientos.",1.0,2018-01-23,S4-62-M1
570,S2-Ventilador Extracción M37," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M37
577,S2-Ventilador Extracción M19," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-01-23,S2-M19
530,S5-Ventilador Extracción 60 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-01-23,S5-60-M1
619,S3-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M08
650,S3-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M14
375,S2-Ventilador Extracción M40," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-01-23,S2-M40
626,S3-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M09
391,S3-Ventilador M35," Motor: Activo en buen estado. Se detectan indicios de unas condiciones desfavorables de alineación.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M35
633,S3-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M11
43,S2-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M18
422,S3-Ventilador M39," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado, aunque se detectan indicios de una posible degradación en los rodamientos.",2.0,2018-01-23,S3-M39
401,S3-Ventilador M36," Motor: Activo en buen estado. En la inspección visual se detectó un ajuste no correcto de las correas.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M36
667,S3-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M17
659,S3-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M15
50,S2-Ventilador M20," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M20
606,S3-Ventilador M5," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M05
599,S3-Ventilador M3," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M03
411,S3-Ventilador M38," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detectan indicios de una posible degradación incipiente de los rodamientos del ventilador.",2.0,2018-01-23,S3-M38
36,S2-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S2-M17
591,S3-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M02
382,S3-Ventilador M33," Motor: Activo en buen estado. En la inspección visual se detectó un ajuste no correcto de las correas.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M33
584,S2-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una degradación mecánica de los rodamientos del ventilador.",1.0,2018-01-23,S2-M01
612,S3-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M06
642,S3-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-01-23,S3-M12
66,S2-Ventilador M23, Ventilador: Se mantienen los síntomas de una degradación de rodamientos del ventilador.,2.0,2018-03-12,S2-M23
123,S2-Ventilador M33," Conjunto: Se detectan indicios de unas posible amplificación estructural, sin descartarse una incorrecta tensión de las correas. Se detectan asimismo indicios de una degradación mecánica incipiente de rodamientos de ventilador.",2.0,2018-03-12,S2-M33
423,S3-Ventilador M39," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado, aunque se detectan indicios de una posible degradación en los rodamientos. No se detectan cambios significativos.",2.0,2018-03-12,S3-M39
585,S2-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-03-12,S2-M01
412,S3-Ventilador M38," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detectan indicios de una posible degradación incipiente de los rodamientos del ventilador.",2.0,2018-03-12,S3-M38
261,S1-Ventilador M36, Ventilador: Se detecta un posible avance en la degradación de rodamientos detectada en la anterior inspección.,2.0,2018-03-12,S1-M36
281,S1-Ventilador M39, Ventilador: Se detecta síntomas de un avance en la degradación de los rodamientos del ventilador.,2.0,2018-03-12,S1-M39
497,S4-Ventilador Extracción 61 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-61-M1
971,S4-Ventilador 71 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-71-M1
976,S4-Ventilador 71 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-71-M2
503,S4-Ventilador Extracción 60 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-60-M1
983,S4-Ventilador 78 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-78-M2
1041,S4-Ventilador 77 M2, Conjunto:  Se detectan indicios de unas posibles condiciones desfavorables de alienación de poleas. No se descarta la existencia de una amplificación estructural debido a una resonancia.,2.0,2018-04-03,S4-77-M2
488,S4-Ventilador Extracción 62 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.  Se detectan indicios de una degradación mecánica incipiente de rodamientos. Existe una mejoría en el comportamiento.",2.0,2018-04-03,S4-62-M1
988,S4-Ventilador 72 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-72-M1
1036,S4-Ventilador 75 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-75-M2
994,S4-Ventilador 72 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-72-M2
999,S4-Ventilador 73 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-73-M1
1031,S4-Ventilador 75 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-75-M1
1023,S4-Ventilador 74 M2, Conjunto:  Se detectan indicios de unas posibles condiciones desfavorables de alienación de poleas. No se descarta la existencia de una amplificación estructural debido a una resonancia.,2.0,2018-04-03,S4-74-M2
1005,S4-Ventilador 73 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-73-M2
1010,S4-Ventilador 78 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-78-M1
1017,S4-Ventilador 74 M1, Conjunto:  Se detectan indicios de unas posibles condiciones desfavorables de alienación de poleas. No se descarta la existencia de una amplificación estructural debido a una resonancia.,2.0,2018-04-03,S4-74-M1
963,S5-Ventilador 71 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S5-71-M1
916,S5-Ventilador 70 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S5-70-M2
949,S5-Ventilador 72 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S5-72-M2
839,S5-Ventilador 73 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S5-73-M2
844,S5-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S5-66-M2
849,S5-Ventilador 77 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-04-03,S5-77-M1
854,S5-Ventilador 76 M2, Conjunto:  Se detectan indicios de unas posibles condiciones desfavorables de alienación de poleas. No se descarta la existencia de una amplificación estructural debido a una resonancia.,2.0,2018-04-03,S5-76-M2
861,S5-Ventilador 67 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S5-67-M1
531,S5-Ventilador Extracción 60 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-04-03,S5-60-M1
866,S5-Ventilador 67 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S5-67-M2
871,S5-Ventilador 68 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S5-68-M1
876,S5-Ventilador 76 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-04-03,S5-76-M1
523,S5-Ventilador Extracción 61 M1," Motor: Activo en buen estado. 
 Ventilador: Seguimiento. Se detecta indicios de una posible degradación incipiente del rodamiento lado polea.",1.0,2018-04-03,S5-61-M1
881,S5-Ventilador 75 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-04-03,S5-75-M2
887,S5-Ventilador 68 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S5-68-M2
892,S5-Ventilador 69 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S5-69-M1
905,S5-Ventilador 75 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-04-03,S5-75-M1
911,S5-Ventilador 70 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación en el rodamiento lado polea del ventilador.",2.0,2018-04-03,S5-70-M1
515,S5-Ventilador Extracción 62 M1,"  Motor: Activo en buen estado. Se detecta una mejoría en el comportamiento.
 Ventilador: Activo en buen estado.  ",1.0,2018-04-03,S5-62-M1
924,S5-Ventilador 74 M2, Conjunto:  Se detectan indicios de unas posibles condiciones desfavorables de alienación de poleas. No se descarta la existencia de una amplificación estructural debido a una resonancia.,2.0,2018-04-03,S5-74-M2
930,S5-Ventilador 73 M1, Conjunto:  Se detectan indicios de unas posibles condiciones desfavorables de alienación de poleas. No se descarta la existencia de una amplificación estructural debido a una resonancia,2.0,2018-04-03,S5-73-M1
938,S5-Ventilador 71 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S5-71-M2
509,S5-Ventilador Extracción 63 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-04-03,S5-63-M1
944,S5-Ventilador 74 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S5-74-M1
954,S5-Ventilador 72 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S5-72-M1
1048,S4-Ventilador 76 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-76-M1
899,S5-Ventilador 69 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S5-69-M2
481,S4-Ventilador Extracción 63 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-63-M1
1087,S5-Ventilador 79 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-04-03,S5-79-M1
1092,S5-Ventilador 78 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-04-03,S5-78-M2
1097,S4-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-66-M1
1055,S4-Ventilador 76 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-76-M2
1103,S4-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-66-M2
1157,S5-Ventilador 78 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-04-03,S5-78-M1
1082,S5-Ventilador 79 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-04-03,S5-79-M2
1152,S4-Ventilador 77 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-77-M1
1142,S4-Ventilador 70 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-70-M1
1110,S4-Ventilador 67 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-67-M1
1137,S4-Ventilador 69 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-69-M1
1130,S4-Ventilador 79 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-79-M2
1125,S4-Ventilador 68 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-68-M2
1115,S4-Ventilador 67 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-67-M2
1147,S5-Ventilador 77 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-04-03,S5-77-M2
1077,S4-Ventilador 69 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-69-M2
1120,S4-Ventilador 68 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-68-M1
1062,S4-Ventilador 79 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-79-M1
1067,S5-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S5-66-M1
1072,S4-Ventilador 70 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-04-03,S4-70-M2
1263,S6-Ventilador 75 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-06-11,S6-75-M2
1194,S6-Ventilador 67 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-06-11,S6-67-M1
768,S1-Ventilador M20," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2018-06-11,S1-M20
1189,S6-Ventilador 75 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-06-11,S6-75-M1
1184,S6-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-06-11,S6-66-M1
1179,S6-Ventilador 77 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-06-11,S6-77-M2
1174,S6-Ventilador 71 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-06-11,S6-71-M1
282,S1-Ventilador M39, Ventilador: Se detecta síntomas de un avance en la degradación de los rodamientos del ventilador.,2.0,2018-06-11,S1-M39
1169,S6-Ventilador 70 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-06-11,S6-70-M1
1163,S6-Ventilador 73 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-06-11,S6-73-M2
1296,S6-Ventilador 78 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-06-11,S6-78-M2
1301,S6-Ventilador Extracción 63 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-06-11,S6-63-M1
