machine,point,time,num_peaks,a_range,b_range,c_range,d_range,e_range,f_range,g_range,h_range,i_range,j_range
S1-M01,M-LA-A,2020-10-14 12:06:18.684,2.0,0.23937,0.08237,0,0,0,0,0,0,0,0
S1-M01,M-LA-A,2020-02-11 10:03:50.983,3.0,0.34797,0.22611,0,0,0,0,0,0,0,0
S1-M01,M-LA-A,2020-02-11 10:04:03.947,1.0,0.10298,0.0,0,0,0,0,0,0,0,0
S1-M01,M-LA-A,2020-04-28 10:45:38.925,2.0,0.24237,0.14827,0,0,0,0,0,0,0,0
S1-M01,M-LA-A,2020-07-09 09:05:29.533,3.0,0.38997,0.27292,0,0,0,0,0,0,0,0
S1-M01,M-LA-A,2021-04-06 16:52:33.142,1.0,0.25757,0.0,0,0,0,0,0,0,0,0
S2-M11,M-LA-A,2019-07-16 09:59:59.874,3.0,0,0,0.37229,0.08449,0,0,0,0,0,0
S2-M11,M-LA-A,2020-10-14 16:48:47.014,0.0,0,0,0.0,0.0,0,0,0,0,0,0
S2-M11,M-LA-A,2020-02-11 10:19:32.855,0.0,0,0,0.0,0.0,0,0,0,0,0,0
S2-M11,M-LA-A,2020-04-28 15:33:33.704,0.0,0,0,0.0,0.0,0,0,0,0,0,0
S2-M11,M-LA-A,2021-04-06 12:11:08.044,0.0,0,0,0.0,0.0,0,0,0,0,0,0
S1-M01,M-LA-H,2019-07-16 11:07:48.866,1.0,0.12799,0.0,0,0,0,0,0,0,0,0
S1-M01,M-LA-H,2020-10-14 12:06:00.623,1.0,0.20856,0.0,0,0,0,0,0,0,0,0
S1-M01,M-LA-H,2020-02-11 10:02:56.433,3.0,0.28089,0.0,0.09047,0,0,0,0,0,0,0
S1-M01,M-LA-H,2020-04-28 10:45:17.614,2.0,0.17537,0.0,0.08225,0,0,0,0,0,0,0
S1-M01,M-LA-H,2020-07-09 09:05:12.684,2.0,0.0,0.17704,0,0,0,0,0,0,0,0
S1-M01,M-LA-H,2021-04-06 16:52:17.042,1.0,0.18275,0.0,0,0,0,0,0,0,0,0
S2-M11,M-LA-H,2019-07-16 09:59:33.865,1.0,0,0,0.58102,0.0,0,0,0,0,0,0
S2-M11,M-LA-H,2020-10-14 16:48:26.594,0.0,0,0,0.0,0.0,0,0,0,0,0,0
S2-M11,M-LA-H,2020-02-11 10:19:10.493,0.0,0,0,0.0,0.0,0,0,0,0,0,0
S2-M11,M-LA-H,2020-04-28 15:33:16.704,0.0,0,0,0.0,0.0,0,0,0,0,0,0
S2-M11,M-LA-H,2021-04-06 12:10:49.014,0.0,0,0,0.0,0.0,0,0,0,0,0,0
S3-M20,M-LA-A,2019-11-26 17:22:45.546,1.0,0.26683,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-A,2019-07-16 12:15:10.454,0.0,0.0,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-A,2020-10-14 08:31:30.764,1.0,0.17998,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-A,2020-02-11 12:31:55.763,1.0,0.14825,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-A,2020-04-28 16:52:01.974,1.0,0.18435,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-A,2020-07-09 10:53:29.754,1.0,0.24339,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-A,2021-04-06 11:07:13.663,1.0,0.13706,0,0,0,0,0,0,0,0,0
S4-74-M1,M-LA-A,2019-10-15 17:04:44.125,1.0,0.61068,0,0,0,0,0,0,0,0,0
S4-74-M1,M-LA-A,2020-10-13 16:06:11.111,1.0,0.56923,0,0,0,0,0,0,0,0,0
S4-74-M1,M-LA-A,2021-04-07 10:04:33.038,1.0,0.61876,0,0,0,0,0,0,0,0,0
S1-M01,M-LA-V,2019-07-16 11:08:01.086,2.0,0.19963,0.0,0.08218,0,0,0,0,0,0,0
S1-M01,M-LA-V,2020-10-14 12:06:08.758,1.0,0.19281,0.0,0.0,0,0,0,0,0,0,0
S1-M01,M-LA-V,2020-02-11 10:03:06.084,2.0,0.21626,0.0,0.10541,0,0,0,0,0,0,0
S1-M01,M-LA-V,2020-04-28 10:45:29.195,2.0,0.23739,0.0,0.10813,0,0,0,0,0,0,0
S1-M01,M-LA-V,2020-07-09 09:05:20.485,2.0,0.25411,0.0,0.09075,0,0,0,0,0,0,0
S1-M01,M-LA-V,2021-04-06 16:52:24.800,1.0,0.1889,0.0,0.0,0,0,0,0,0,0,0
S5-77-M1,M-LA-A,2019-10-15 17:12:40.932,0.0,0,0,0,0,0,0,0,0,0,0
S5-77-M1,M-LA-A,2020-10-15 10:16:52.174,0.0,0,0,0,0,0,0,0,0,0,0
S5-77-M1,M-LA-A,2021-04-07 11:57:24.884,0.0,0,0,0,0,0,0,0,0,0,0
S2-M11,M-LA-V,2019-07-16 09:59:46.155,4.0,0,0,0.45889,0.24165,0.10888,0,0,0,0,0
S2-M11,M-LA-V,2020-10-14 16:48:36.374,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0
S2-M11,M-LA-V,2020-02-11 10:19:22.293,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0
S2-M11,M-LA-V,2020-04-28 15:33:25.564,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0
S2-M11,M-LA-V,2021-04-06 12:10:59.364,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0
S4-74-M1,M-LA-H,2019-10-15 17:04:22.085,1.0,0.26079,0,0,0,0,0,0,0,0,0
S4-74-M1,M-LA-H,2020-10-13 16:05:50.912,1.0,0.25159,0,0,0,0,0,0,0,0,0
S4-74-M1,M-LA-H,2021-04-07 10:04:16.324,1.0,0.25728,0,0,0,0,0,0,0,0,0
S5-77-M1,M-LA-H,2019-10-15 17:12:20.192,0.0,0,0,0,0,0,0,0,0,0,0
S5-77-M1,M-LA-H,2020-10-15 10:16:33.585,0.0,0,0,0,0,0,0,0,0,0,0
S5-77-M1,M-LA-H,2021-04-07 11:57:05.395,0.0,0,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-H,2019-11-26 17:22:20.840,1.0,0.11761,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-H,2019-07-16 12:14:47.264,1.0,0.15923,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-H,2020-10-14 08:31:09.175,2.0,0.18778,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-H,2020-02-11 12:31:36.116,2.0,0.25029,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-H,2020-04-28 16:51:41.275,1.0,0.12267,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-H,2020-07-09 10:53:09.023,1.0,0.1311,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-H,2021-04-06 11:06:54.294,2.0,0.20740999999999998,0,0,0,0,0,0,0,0,0
S4-74-M1,M-LA-V,2019-10-15 17:04:31.885,1.0,0.34528,0,0,0,0,0,0,0,0,0
S4-74-M1,M-LA-V,2020-10-13 16:06:00.030,1.0,0.32054,0,0,0,0,0,0,0,0,0
S4-74-M1,M-LA-V,2021-04-07 10:04:25.474,1.0,0.33301,0,0,0,0,0,0,0,0,0
S1-M01,M-LOA-H,2019-07-16 11:07:25.984,5.0,0.12705,0.22266,0.19746,0,0,0,0,0,0,0
S1-M01,M-LOA-H,2020-10-14 12:05:36.453,5.0,0.21846,0.17136,0.16651,0,0,0,0,0,0,0
S1-M01,M-LOA-H,2020-02-11 10:02:35.194,3.0,0.18639,0.19799,0.0,0,0,0,0,0,0,0
S1-M01,M-LOA-H,2020-04-28 10:44:53.804,2.0,0.11027,0.32184,0.0,0,0,0,0,0,0,0
S1-M01,M-LOA-H,2020-07-09 09:04:53.554,2.0,0.19402,0.08142,0.0,0,0,0,0,0,0,0
S1-M01,M-LOA-H,2021-04-06 16:52:00.005,4.0,0.165,0.0833,0.30306,0,0,0,0,0,0,0
S2-M11,M-LOA-H,2019-07-16 09:59:08.986,1.0,0,0,0.17591,0.0,0.0,0,0,0,0,0
S2-M11,M-LOA-H,2020-10-14 16:48:04.955,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0
S2-M11,M-LOA-H,2020-02-11 10:18:49.905,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0
S2-M11,M-LOA-H,2020-04-28 15:32:56.060,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0
S2-M11,M-LOA-H,2021-04-06 12:10:27.994,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0
S5-77-M1,M-LA-V,2019-10-15 17:12:29.932,0.0,0,0,0,0,0,0,0,0,0,0
S5-77-M1,M-LA-V,2020-10-15 10:16:41.994,0.0,0,0,0,0,0,0,0,0,0,0
S5-77-M1,M-LA-V,2021-04-07 11:57:16.124,0.0,0,0,0,0,0,0,0,0,0,0
S4-74-M1,M-LOA-H,2019-10-15 17:03:59.935,1.0,0.40329,0,0,0,0,0,0,0,0,0
S4-74-M1,M-LOA-H,2020-10-13 16:05:30.041,1.0,0.39942,0,0,0,0,0,0,0,0,0
S4-74-M1,M-LOA-H,2021-04-07 10:03:57.284,1.0,0.41886,0,0,0,0,0,0,0,0,0
S5-77-M1,M-LOA-H,2019-10-15 17:11:55.601,0.0,0,0,0,0,0,0,0,0,0,0
S5-77-M1,M-LOA-H,2020-10-15 10:16:16.463,0.0,0,0,0,0,0,0,0,0,0,0
S5-77-M1,M-LOA-H,2021-04-07 11:56:45.574,0.0,0,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-V,2019-11-26 17:22:33.413,1.0,0.11456,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-V,2019-07-16 12:14:58.745,1.0,0.12981,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-V,2020-10-14 08:31:19.543,0.0,0.0,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-V,2020-02-11 12:31:46.554,1.0,0.12821,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-V,2020-04-28 16:51:52.091,1.0,0.09811,0,0,0,0,0,0,0,0,0
S3-M20,M-LA-V,2020-07-09 10:53:21.244,1.0,0.0,0.13806,0,0,0,0,0,0,0,0
S3-M20,M-LA-V,2021-04-06 11:07:05.083,1.0,0.0,0.13109,0,0,0,0,0,0,0,0
S4-74-M1,M-LOA-V,2019-10-15 17:04:10.835,1.0,0.14391,0,0,0,0,0,0,0,0,0
S4-74-M1,M-LOA-V,2020-10-13 16:05:40.551,1.0,0.13486,0,0,0,0,0,0,0,0,0
S4-74-M1,M-LOA-V,2021-04-07 10:04:06.534,1.0,0.16176,0,0,0,0,0,0,0,0,0
S1-M01,M-LOA-V,2019-07-16 11:07:37.456,3.0,0.0,0.23799,0.13587,0,0,0,0,0,0,0
S1-M01,M-LOA-V,2020-10-14 12:05:47.794,4.0,0.12426,0.31437,0.0,0,0,0,0,0,0,0
S1-M01,M-LOA-V,2020-02-11 10:02:44.413,3.0,0.11587,0.32708000000000004,0.0,0,0,0,0,0,0,0
S1-M01,M-LOA-V,2020-04-28 10:45:05.474,5.0,0.13228,0.33248,0.09483,0,0,0,0,0,0,0
S1-M01,M-LOA-V,2020-07-09 09:05:01.674,3.0,0.11279,0.48207999999999995,0.0,0,0,0,0,0,0,0
S1-M01,M-LOA-V,2021-04-06 16:52:08.641,2.0,0.10811,0.27063,0.0,0,0,0,0,0,0,0
S2-M11,M-LOA-V,2019-07-16 09:59:20.505,3.0,0,0,0.48237,0.25446,0.0,0,0,0,0,0
S2-M11,M-LOA-V,2020-10-14 16:48:14.073,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0
S2-M11,M-LOA-V,2020-02-11 10:18:59.764,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0
S2-M11,M-LOA-V,2020-04-28 15:33:05.225,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0
S2-M11,M-LOA-V,2021-04-06 12:10:36.643,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0
S5-77-M1,M-LOA-V,2019-10-15 17:12:06.792,0.0,0,0,0,0,0,0,0,0,0,0
S5-77-M1,M-LOA-V,2020-10-15 10:16:24.375,0.0,0,0,0,0,0,0,0,0,0,0
S5-77-M1,M-LOA-V,2021-04-07 11:56:54.834,0.0,0,0,0,0,0,0,0,0,0,0
S4-74-M1,V-LA-H,2019-10-15 17:04:55.759,5.0,0.23123,0,0,0,0.11712,0.32784,0,0,0,0
S4-74-M1,V-LA-H,2020-10-13 16:06:20.001,3.0,0.08569,0,0,0.10922,0.08933,0.0,0,0,0,0
S4-74-M1,V-LA-H,2021-04-07 10:04:42.154,2.0,0.10622,0,0,0.14101,0.0,0.0,0,0,0,0
S5-77-M1,V-LA-H,2019-10-15 17:12:53.852,3.0,0,0,0,0.14143,0,0,0,0.09197,0,0.1396
S5-77-M1,V-LA-H,2020-10-15 10:17:01.671,3.0,0.08627,0,0,0.0,0,0.29874,0,0.0,0,0.0
S5-77-M1,V-LA-H,2021-04-07 11:57:35.833,2.0,0,0,0,0.0,0,0.21527,0,0.0,0,0.0
S2-M11,V-LA-H,2019-07-16 10:00:11.735,2.0,0,0,0.0,0.0,0.0,0.25757,0,0,0,0
S2-M11,V-LA-H,2020-10-14 16:48:58.135,1.0,0,0,0.0,0.0,0.0,0.12593,0,0,0,0
S2-M11,V-LA-H,2020-02-11 10:19:42.953,3.0,0,0,0.0,0.32985,0.0,0.0,0,0,0,0
S2-M11,V-LA-H,2020-04-28 15:33:42.905,5.0,0.08098,0.09947,0.0,0.0,0.0,0.28008,0,0,0,0
S2-M11,V-LA-H,2021-04-06 12:11:17.923,2.0,0,0,0.0,0.0,0.0,0.22169,0,0,0,0
S3-M20,M-LOA-H,2019-11-26 17:21:53.729,1.0,0.21985,0,0,0,0,0,0,0,0,0
S3-M20,M-LOA-H,2019-07-16 12:14:26.404,1.0,0.21697,0,0,0,0,0,0,0,0,0
S3-M20,M-LOA-H,2020-10-14 08:30:47.025,1.0,0.16425,0,0,0,0,0,0,0,0,0
S3-M20,M-LOA-H,2020-02-11 12:31:14.855,1.0,0.18463,0,0,0,0,0,0,0,0,0
S3-M20,M-LOA-H,2020-04-28 16:51:18.084,1.0,0.20673,0,0,0,0,0,0,0,0,0
S3-M20,M-LOA-H,2020-07-09 10:52:50.424,1.0,0.15782,0,0,0,0,0,0,0,0,0
S3-M20,M-LOA-H,2021-04-06 11:06:33.483,1.0,0.13121,0,0,0,0,0,0,0,0,0
S1-M01,V-LA-H,2019-07-16 11:08:50.426,2.0,0.16529,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LA-H,2020-10-14 12:06:34.225,5.0,0.20032,0.0,0.0,0,0.29259,0,0,0,0,0
S1-M01,V-LA-H,2020-02-11 10:04:14.773,1.0,0.09632,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LA-H,2020-04-28 10:45:53.125,1.0,0.08237,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LA-H,2020-07-09 09:05:39.544,1.0,0.0949,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LA-H,2021-04-06 16:52:45.671,1.0,0.14747,0.0,0.0,0,0,0,0,0,0,0
S4-74-M1,V-LA-V,2019-10-15 17:05:12.296,3.0,0.30037,0,0,0,0.0,0.08147,0,0,0,0
S4-74-M1,V-LA-V,2020-10-13 16:06:28.982,2.0,0.10176,0,0,0.19295,0.0,0.0,0,0,0,0
S4-74-M1,V-LA-V,2021-04-07 10:04:51.976,3.0,0.10627,0,0,0.13802,0.0,0.0,0,0,0.08402,0
S5-77-M1,V-LA-V,2019-10-15 17:13:05.182,4.0,0.38859999999999995,0,0,0.16821,0,0,0,0.08982,0,0.0
S5-77-M1,V-LA-V,2020-10-15 10:17:10.153,5.0,0.26023,0,0,0.08474,0,0,0.26839999999999997,0.0,0,0.09547
S5-77-M1,V-LA-V,2021-04-07 11:57:44.924,5.0,0.37032,0,0,0.0,0.09472,0.08235,0.09585,0.0,0,0.0
S4-74-M1,V-LOA-A,2019-10-15 17:05:50.505,3.0,0.39995,0,0,0,0.09665,0.13533,0,0,0,0
S4-74-M1,V-LOA-A,2020-10-13 16:07:00.342,1.0,0.32854,0,0,0,0.0,0.0,0,0,0,0
S4-74-M1,V-LOA-A,2021-04-07 10:05:23.944,1.0,0.36921,0,0,0,0.0,0.0,0,0,0,0
S2-M11,V-LA-V,2019-07-16 10:00:23.415,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
S2-M11,V-LA-V,2020-10-14 16:49:06.904,1.0,0.09135,0,0.0,0.0,0.0,0.0,0,0,0,0
S2-M11,V-LA-V,2020-02-11 10:19:53.144,3.0,0,0.08191,0.0,0.22543000000000002,0.0,0.0,0,0,0,0
S2-M11,V-LA-V,2020-04-28 15:33:56.224,3.0,0,0.19362,0.0,0.20656,0.0,0.0,0,0,0,0
S2-M11,V-LA-V,2021-04-06 12:11:28.063,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
S5-77-M1,V-LOA-A,2019-10-15 17:13:38.761,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0
S5-77-M1,V-LOA-A,2020-10-15 10:17:40.474,1.0,0.0,0,0,0.0,0,0,0,0.08665,0,0.0
S5-77-M1,V-LOA-A,2021-04-07 11:58:13.564,1.0,0.0,0,0,0.0,0,0,0.09056,0.0,0,0.0
S3-M20,M-LOA-V,2019-11-26 17:22:05.816,0.0,0.0,0,0,0,0,0,0,0,0,0
S3-M20,M-LOA-V,2019-07-16 12:14:37.205,0.0,0.0,0,0,0,0,0,0,0,0,0
S3-M20,M-LOA-V,2020-10-14 08:30:58.145,0.0,0.0,0,0,0,0,0,0,0,0,0
S3-M20,M-LOA-V,2020-02-11 12:31:25.834,0.0,0.0,0,0,0,0,0,0,0,0,0
S3-M20,M-LOA-V,2020-04-28 16:51:28.934,0.0,0.0,0,0,0,0,0,0,0,0,0
S3-M20,M-LOA-V,2020-07-09 10:53:00.664,0.0,0.0,0,0,0,0,0,0,0,0,0
S3-M20,M-LOA-V,2021-04-06 11:06:42.414,0.0,0.0,0,0,0,0,0,0,0,0,0
S1-M01,V-LA-V,2019-07-16 11:09:06.776,1.0,0.12475,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LA-V,2020-10-14 12:06:45.054,2.0,0.08868,0.0,0.0,0,0.16208,0,0,0,0,0
S1-M01,V-LA-V,2020-02-11 10:04:25.007,1.0,0.08958,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LA-V,2020-04-28 10:46:03.495,1.0,0.15263,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LA-V,2020-07-09 09:05:51.254,1.0,0.13191,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LA-V,2021-04-06 16:52:56.481,1.0,0.0,0.0,0.0,0,0.08345,0,0,0,0,0
S4-74-M1,V-LOA-H,2019-10-15 17:05:24.445,4.0,0.29341,0,0,0,0.0,0.28649,0,0,0,0
S4-74-M1,V-LOA-H,2020-10-13 16:06:39.572,2.0,0.22232,0,0,0,0.0,0.0,0,0,0,0
S4-74-M1,V-LOA-H,2021-04-07 10:05:03.454,2.0,0.19463999999999998,0,0,0,0.0,0.0,0,0,0,0
S5-77-M1,V-LOA-H,2019-10-15 17:13:17.183,2.0,0.0,0,0,0.09506,0,0,0.08089,0.0,0,0.0
S5-77-M1,V-LOA-H,2020-10-15 10:17:20.554,1.0,0.0,0,0,0.0,0,0.08746,0.0,0.0,0,0.0
S5-77-M1,V-LOA-H,2021-04-07 11:57:55.194,2.0,0.0,0,0,0.0,0,0.22937000000000002,0.0,0.0,0,0.0
S2-M11,V-LOA-A,2019-07-16 10:01:00.325,1.0,0,0,0.0,0.0,0.0,0.10447,0,0,0,0
S2-M11,V-LOA-A,2020-10-14 16:49:41.234,1.0,0,0,0.0,0.08578,0.0,0.0,0,0,0,0
S2-M11,V-LOA-A,2020-02-11 10:20:25.524,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
S2-M11,V-LOA-A,2020-04-28 15:34:29.634,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
S2-M11,V-LOA-A,2021-04-06 12:11:58.144,3.0,0,0,0.0,0.0,0.08207,0.09051,0.08315,0,0,0
S4-74-M1,V-LOA-V,2019-10-15 17:05:35.615,3.0,0.5112399999999999,0,0,0,0.09338,0.0,0,0,0,0
S4-74-M1,V-LOA-V,2020-10-13 16:06:49.451,3.0,0.55805,0,0,0,0.0,0.0,0,0,0,0
S4-74-M1,V-LOA-V,2021-04-07 10:05:13.904,5.0,0.47209999999999996,0,0,0.1137,0.0,0.09269,0,0,0,0.08531
S5-77-M1,V-LOA-V,2019-10-15 17:13:27.741,4.0,0.12947,0,0,0.08815,0,0,0.0,0.10987,0,0.09813
S5-77-M1,V-LOA-V,2020-10-15 10:17:29.502,4.0,0.0,0,0,0.0,0,0.24289,0.10996,0.0,0,0.083
S5-77-M1,V-LOA-V,2021-04-07 11:58:04.424,5.0,0.10181,0,0,0.0,0.09037,0.16675,0.09223,0.0,0,0.0
S1-M01,V-LOA-A,2019-07-16 11:09:45.906,1.0,0.1097,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LOA-A,2020-10-14 12:07:19.414,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LOA-A,2020-02-11 10:05:00.007,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LOA-A,2020-04-28 10:46:41.885,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LOA-A,2020-07-09 09:06:24.203,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LOA-A,2021-04-06 16:53:25.291,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
S3-M20,V-LA-H,2019-11-26 17:22:58.814,3.0,0.12077,0,0,0,0,0.22127,0,0,0,0
S3-M20,V-LA-H,2019-07-16 12:15:23.425,5.0,0.09645,0,0,0.11061,0,0.15319,0.08463,0,0.08544,0
S3-M20,V-LA-H,2020-10-14 08:31:43.474,3.0,0.19895,0,0,0,0,0.0,0,0,0.10302,0
S3-M20,V-LA-H,2020-02-11 12:32:06.053,1.0,0.10656,0,0,0,0,0.0,0,0,0,0
S3-M20,V-LA-H,2020-04-28 16:52:14.082,2.0,0.08163,0,0,0.08778,0,0.0,0,0,0,0
S3-M20,V-LA-H,2020-07-09 10:53:38.694,6.0,0.3088,0,0,0,0,0.30965,0,0,0,0
S3-M20,V-LA-H,2021-04-06 11:07:26.783,3.0,0.212,0,0,0,0,0.11311,0,0,0,0
S2-M11,V-LOA-H,2019-07-16 10:00:37.465,4.0,0,0,0.0,0.28675,0.0,0.08362,0,0,0,0
S2-M11,V-LOA-H,2020-10-14 16:49:20.254,3.0,0,0,0.0,0.08642,0.0,0.09174,0.0809,0,0,0
S2-M11,V-LOA-H,2020-02-11 10:20:04.615,2.0,0,0,0.0,0.23434,0.0,0.0,0,0,0,0
S2-M11,V-LOA-H,2020-04-28 15:34:08.185,6.0,0,0,0.32525,0.34970999999999997,0.08427,0.0,0,0,0,0
S2-M11,V-LOA-H,2021-04-06 12:11:39.343,4.0,0,0,0.0,0.18072,0.20928000000000002,0.0,0,0,0,0
S4-74-M2,M-LA-A,2019-10-15 17:07:00.115,1.0,0.73844,0,0,0,0.0,0.0,0,0,0,0
S4-74-M2,M-LA-A,2019-06-18 16:01:14.426,1.0,0.6603,0,0,0,0.0,0.0,0,0,0,0
S4-74-M2,M-LA-A,2020-10-13 16:07:58.122,1.0,0.45687,0,0,0,0.0,0.0,0,0,0,0
S4-74-M2,M-LA-A,2021-04-07 10:08:59.293,1.0,0.4732,0,0,0,0.0,0.0,0,0,0,0
S5-77-M2,M-LA-A,2019-10-15 17:14:33.661,2.0,0.32492,0,0,0.0,0,0,0.0,0.0,0,0.0
S5-77-M2,M-LA-A,2020-10-15 10:18:31.068,1.0,0.15651,0,0,0.0,0,0,0.0,0.0,0,0.0
S5-77-M2,M-LA-A,2021-04-07 11:59:06.050,2.0,0.26547,0,0,0.0,0,0,0.0,0.0,0,0.0
S5-77-M2,M-LA-H,2019-10-15 17:14:14.942,2.0,0.27247,0,0,0.0,0,0,0.0,0.0,0,0.0
S5-77-M2,M-LA-H,2020-10-15 10:18:14.443,1.0,0.1033,0,0,0.0,0,0,0.0,0.0,0,0.0
S5-77-M2,M-LA-H,2021-04-07 11:58:47.425,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0
S1-M01,V-LOA-H,2019-07-16 11:09:21.007,2.0,0.27413,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LOA-H,2020-10-14 12:06:56.017,2.0,0.2879,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LOA-H,2020-02-11 10:04:37.204,1.0,0.19102,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LOA-H,2020-04-28 10:46:19.057,1.0,0.13362,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LOA-H,2020-07-09 09:06:04.028,1.0,0.13513,0.0,0.0,0,0,0,0,0,0,0
S1-M01,V-LOA-H,2021-04-06 16:53:06.071,2.0,0.29843,0.0,0.0,0,0,0,0,0,0,0
S2-M11,V-LOA-V,2019-07-16 10:00:48.215,4.0,0,0,0.0897,0.19317,0.0,0.12881,0,0,0,0
S2-M11,V-LOA-V,2020-10-14 16:49:30.927,4.0,0,0,0.1204,0.31601,0.0,0.0,0,0,0,0
S2-M11,V-LOA-V,2020-02-11 10:20:14.833,1.0,0,0,0.0,0.08241,0.0,0.0,0,0,0,0
S2-M11,V-LOA-V,2020-04-28 15:34:17.653,1.0,0,0,0.20874,0.0,0.0,0.0,0,0,0,0
S2-M11,V-LOA-V,2021-04-06 12:11:47.904,3.0,0,0,0.0,0.09715,0.0,0.17393999999999998,0,0,0,0
S3-M20,V-LA-V,2019-11-26 17:23:10.418,3.0,0.17967,0,0,0,0,0.22322999999999998,0,0,0,0
S3-M20,V-LA-V,2019-07-16 12:15:33.975,5.0,0.19665,0,0,0.19005,0,0.25046,0,0,0,0
S3-M20,V-LA-V,2020-10-14 08:31:55.234,5.0,0.43459000000000003,0,0,0.24107,0,0.09416,0,0,0,0
S3-M20,V-LA-V,2020-02-11 12:32:17.696,4.0,0.22482,0,0,0.22238000000000002,0,0.10711,0,0,0,0
S3-M20,V-LA-V,2020-04-28 16:52:24.514,5.0,0.24284,0,0,0.21050000000000002,0,0.22816999999999998,0,0,0,0
S3-M20,V-LA-V,2020-07-09 10:53:51.174,8.0,0.51743,0,0,0.34539,0,0.46911,0,0,0,0
S3-M20,V-LA-V,2021-04-06 11:07:39.332,6.0,0.43662999999999996,0,0,0.26673,0,0.24751,0,0,0,0
S4-74-M2,M-LA-H,2019-10-15 17:06:34.365,2.0,0.26719,0,0.08315,0,0.0,0.0,0,0,0,0
S4-74-M2,M-LA-H,2019-06-18 16:00:42.265,1.0,0.16936,0,0.0,0,0.0,0.0,0,0,0,0
S4-74-M2,M-LA-H,2019-06-18 16:00:52.306,1.0,0.13973,0,0.0,0,0.0,0.0,0,0,0,0
S4-74-M2,M-LA-H,2020-10-13 16:07:38.761,1.0,0.17102,0,0.0,0,0.0,0.0,0,0,0,0
S4-74-M2,M-LA-H,2021-04-07 10:08:41.104,1.0,0.21838,0,0.0,0,0.0,0.0,0,0,0,0
S5-77-M2,M-LA-V,2019-10-15 17:14:24.132,1.0,0.20567,0,0,0.0,0,0,0.0,0.0,0,0.0
S5-77-M2,M-LA-V,2020-10-15 10:18:22.774,1.0,0.0,0,0.1533,0.0,0,0,0.0,0.0,0,0.0
S5-77-M2,M-LA-V,2021-04-07 11:58:57.693,1.0,0.09691,0,0,0.0,0,0,0.0,0.0,0,0.0
S4-74-M2,M-LA-V,2019-10-15 17:06:46.795,1.0,0.12372,0,0.0,0,0.0,0.0,0,0,0,0
