machine,point,time,num_peaks,a_range,b_range,c_range,d_range,e_range,f_range,g_range,h_range,i_range,j_range
S4-79-M2,V-LOA-A,2021-04-07 10:28:34.904,7.0,0.0,0.0,0.0,0.0,0.0,0.36819999999999997,0.46595,0.10954,0.0,0
S6-68-M1,V-LOA-A,2019-10-16 08:36:42.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M1,V-LOA-A,2020-10-15 11:31:29.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M1,V-LOA-A,2021-04-06 17:13:30.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LA-A,2019-07-16 11:59:29.466,1.0,0.08003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LA-A,2020-10-14 08:45:48.634,1.0,0.10585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LA-A,2020-02-11 12:47:40.115,1.0,0.1152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LA-A,2020-04-28 17:12:08.304,1.0,0.1005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LA-A,2020-07-09 11:07:14.423,1.0,0.11621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LA-A,2021-04-06 11:23:38.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M23,V-LOA-A,2019-07-16 10:22:17.095,1.0,0.2086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M23,V-LOA-A,2020-10-14 17:06:06.764,1.0,0.24682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M23,V-LOA-A,2020-02-11 10:36:22.355,1.0,0.21904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M23,V-LOA-A,2020-04-28 15:49:34.823,1.0,0.21646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M23,V-LOA-A,2021-04-06 12:27:00.843,1.0,0.24103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M1,V-LOA-H,2019-10-16 08:36:19.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M1,V-LOA-H,2020-10-15 11:31:07.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M1,V-LOA-H,2021-04-06 17:12:54.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-M12,M-LOA-H,2019-07-16 09:57:48.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1-M12,M-LOA-H,2020-10-14 11:19:55.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1-M12,M-LOA-H,2020-02-11 08:50:02.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1-M12,M-LOA-H,2020-04-28 09:45:42.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1-M12,M-LOA-H,2020-07-09 08:18:27.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1-M12,M-LOA-H,2021-04-06 16:00:04.620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S4-79-M2,V-LOA-H,2019-10-15 17:29:19.995,15.0,0.10923,0.0,0.0,0.7533099999999999,0.82136,0.46717,0.22976000000000002,0.0,0.0,0
S4-79-M2,V-LOA-H,2019-12-03 16:43:25.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S4-79-M2,V-LOA-H,2020-10-13 16:27:20.381,11.0,0.0,0.0,0.0,0.16327,0.08983,1.36434,0.32238999999999995,0.0,0.0,0
S4-79-M2,V-LOA-H,2020-02-11 13:31:53.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S4-79-M2,V-LOA-H,2021-04-07 10:28:10.254,6.0,0.0,0.0,0.0,0.12915,0.1689,0.36689,0.0,0.0,0.0,0
S6-68-M1,V-LOA-V,2019-10-16 08:36:30.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M1,V-LOA-V,2020-10-15 11:31:16.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M1,V-LOA-V,2021-04-06 17:13:21.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LA-H,2019-07-16 11:59:07.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LA-H,2020-10-14 08:45:30.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LA-H,2020-02-11 12:47:21.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LA-H,2020-04-28 17:11:45.394,1.0,0.08848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LA-H,2020-07-09 11:06:53.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LA-H,2021-04-06 11:23:17.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M23,V-LOA-H,2019-07-16 10:21:54.215,3.0,0.11153,0.0,0.0,0.0,0.0,0.09935,0.09009,0.0,0.0,0.0
S2-M23,V-LOA-H,2020-10-14 17:05:46.435,3.0,0.13161,0.0,0.0,0.2056,0.0,0.0,0.0,0.0,0.0,0.0
S2-M23,V-LOA-H,2020-02-11 10:35:58.204,1.0,0.12865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M23,V-LOA-H,2020-04-28 15:49:12.654,4.0,0.10813,0.0,0.0,0.17092,0.10242,0.0,0.0,0.0,0.0,0.0
S2-M23,V-LOA-H,2021-04-06 12:26:42.353,1.0,0.12692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S4-79-M2,V-LOA-V,2019-10-15 17:29:32.435,14.0,0.17449,0.0,0.0,0.64063,0.64145,1.01464,0.25693,0.0,0.0,0
S4-79-M2,V-LOA-V,2019-12-03 16:43:42.265,1.0,0.0,0.0,0.0,0.0,0.0,0.13333,0.0,0.0,0.0,0
S4-79-M2,V-LOA-V,2020-10-13 16:27:29.552,9.0,0.08072,0.0,0.0,0.19084,0.0,0.7181,0.24303,0.0,0.0,0
S4-79-M2,V-LOA-V,2020-02-11 13:32:03.495,1.0,0.0,0.0,0.0,0.0,0.0,0.11092,0.0,0.0,0.0,0
S4-79-M2,V-LOA-V,2021-04-07 10:28:24.704,10.0,0.0,0.0,0.0,0.20814,0.09566,0.93788,0.38115,0.0,0.0,0
S6-68-M2,M-LA-A,2019-10-16 08:37:42.294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,M-LA-A,2020-10-15 11:32:22.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,M-LA-A,2021-04-06 17:14:27.840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-M12,M-LOA-V,2019-07-16 09:58:00.685,1.0,0.0,0.0,0.08119,0.0,0.0,0.0,0.0,0,0,0
S1-M12,M-LOA-V,2020-10-14 11:20:03.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1-M12,M-LOA-V,2020-02-11 08:50:12.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1-M12,M-LOA-V,2020-04-28 09:45:53.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1-M12,M-LOA-V,2020-07-09 08:18:35.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1-M12,M-LOA-V,2021-04-06 16:00:14.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S2-M23,V-LOA-V,2019-07-16 10:22:04.835,3.0,0.09739,0.0,0.0,0.0,0.0,0.23553999999999997,0.0,0.0,0.0,0.0
S2-M23,V-LOA-V,2020-10-14 17:05:55.565,4.0,0.20684,0.0,0.0,0.0,0.0,0.31581000000000004,0.0,0.0,0.0,0.0
S2-M23,V-LOA-V,2020-02-11 10:36:09.943,4.0,0.26255,0.0,0.0,0.0,0.32752000000000003,0.0,0.0,0.0,0.0,0.0
S2-M23,V-LOA-V,2020-04-28 15:49:22.607,4.0,0.10493,0.0,0.0,0.08291,0.19462000000000002,0.0,0.0,0.0,0.0,0.0
S2-M23,V-LOA-V,2021-04-06 12:26:51.394,4.0,0.25258,0.0,0.0,0.09602,0.0,0.19053,0.0,0.0,0.0,0.0
S3-M32,M-LA-V,2019-07-16 11:59:18.135,1.0,0.0,0.0,0.12602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LA-V,2020-10-14 08:45:38.514,2.0,0.09515,0.0,0.09391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LA-V,2020-02-11 12:47:30.984,3.0,0.09261,0.0,0.19289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LA-V,2020-04-28 17:11:56.713,1.0,0.09925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LA-V,2020-07-09 11:07:02.118,3.0,0.17331000000000002,0.0,0.15022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LA-V,2021-04-06 11:23:27.164,2.0,0.0,0.1101,0.10202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-60-M1,M-LA-A,2019-10-15 17:31:14.892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S5-60-M1,M-LA-A,2020-10-15 10:33:52.313,1.0,0.0,0.19683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S5-60-M1,M-LA-A,2021-04-07 12:14:54.314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S6-68-M2,M-LA-H,2019-10-16 08:37:21.525,1.0,0.0,0.0,0.98099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,M-LA-H,2020-10-15 11:32:02.833,2.0,0.0,0.0,0.88413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,M-LA-H,2021-04-06 17:14:11.091,3.0,0.0,0.0,0.5256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-M12,V-LA-H,2019-07-16 09:58:49.206,1.0,0.0,0.0,0.0,0.08752,0.0,0.0,0.0,0,0,0
S1-M12,V-LA-H,2020-10-14 11:20:41.403,2.0,0.0,0.0,0.0,0.0,0.0,0.29135,0.0,0,0,0
S1-M12,V-LA-H,2020-02-11 08:50:56.773,2.0,0.0,0.0,0.0,0.0,0.0,0.30886,0.0,0,0,0
S1-M12,V-LA-H,2020-04-28 09:47:21.514,2.0,0.0,0.0,0.0,0.08358,0.0,0.08831,0.0,0,0,0
S1-M12,V-LA-H,2020-07-09 08:19:18.933,2.0,0.0,0.0,0.0,0.0,0.0,0.22161000000000003,0.0,0,0,0
S1-M12,V-LA-H,2021-04-06 16:00:56.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S5-60-M1,M-LA-H,2019-10-15 17:30:52.722,2.0,0.08006,0.15628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S5-60-M1,M-LA-H,2020-10-15 10:33:31.633,1.0,0.0,0.29761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S5-60-M1,M-LA-H,2021-04-07 12:14:33.774,1.0,0.0,0.14074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S6-68-M2,M-LA-V,2019-10-16 08:37:31.110,1.0,0.0,0.0,0.27649,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,M-LA-V,2020-10-15 11:32:13.162,1.0,0.0,0.0,0.17563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,M-LA-V,2021-04-06 17:14:19.721,2.0,0.0,0.0,0.41711000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LOA-H,2019-07-16 11:58:46.528,1.0,0.10282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LOA-H,2020-10-14 08:45:12.645,1.0,0.09621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LOA-H,2020-02-11 12:46:58.685,1.0,0.11841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LOA-H,2020-04-28 17:11:22.425,1.0,0.10776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LOA-H,2020-07-09 11:06:36.444,1.0,0.08012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LOA-H,2021-04-06 11:22:56.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LA-A,2019-11-26 17:13:47.233,1.0,0.18871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LA-A,2019-07-16 10:23:26.897,1.0,0.35196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LA-A,2020-10-14 17:07:08.085,1.0,0.29092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LA-A,2020-02-11 10:37:21.624,1.0,0.24133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LA-A,2020-04-28 15:50:37.364,1.0,0.26532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LA-A,2021-04-06 12:27:59.784,1.0,0.33504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-60-M1,M-LA-V,2019-10-15 17:31:03.532,1.0,0.0,0.09044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S5-60-M1,M-LA-V,2020-10-15 10:33:42.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S5-60-M1,M-LA-V,2021-04-07 12:14:44.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S6-68-M2,M-LOA-H,2019-10-16 08:36:59.545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,M-LOA-H,2020-10-15 11:31:45.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,M-LOA-H,2021-04-06 17:13:47.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-M12,V-LA-V,2019-07-16 09:59:00.426,3.0,0.0,0.0,0.0,0.09539,0.0,0.21093,0.0,0,0,0
S1-M12,V-LA-V,2020-10-14 11:20:50.554,1.0,0.0,0.0,0.0,0.0,0.0,0.08505,0.0,0,0,0
S1-M12,V-LA-V,2020-02-11 08:51:09.464,1.0,0.0,0.0,0.0,0.08404,0.0,0.0,0.0,0,0,0
S1-M12,V-LA-V,2020-04-28 09:47:32.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1-M12,V-LA-V,2020-07-09 08:19:27.885,2.0,0.0,0.0,0.0,0.09709,0.0,0.08411,0.0,0,0,0
S1-M12,V-LA-V,2021-04-06 16:01:07.051,3.0,0.0,0.0,0.0,0.11661,0.0,0.17781,0.0,0,0,0
S5-60-M1,M-LOA-H,2019-10-15 17:30:30.691,1.0,0.09921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S5-60-M1,M-LOA-H,2020-10-15 10:33:12.413,1.0,0.0,0.21409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S5-60-M1,M-LOA-H,2021-04-07 12:14:11.104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S6-68-M2,M-LOA-V,2019-10-16 08:37:10.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,M-LOA-V,2020-10-15 11:31:53.423,1.0,0.0,0.0,0.15722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,M-LOA-V,2021-04-06 17:13:59.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LOA-V,2019-07-16 11:58:57.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LOA-V,2020-10-14 08:45:21.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LOA-V,2020-02-11 12:47:11.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LOA-V,2020-04-28 17:11:32.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LOA-V,2020-07-09 11:06:44.443,1.0,0.0,0.0,0.08716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,M-LOA-V,2021-04-06 11:23:08.204,1.0,0.11652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LA-H,2019-11-26 17:13:22.380,1.0,0.11422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LA-H,2019-07-16 10:23:04.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LA-H,2020-10-14 17:06:48.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LA-H,2020-02-11 10:36:59.583,1.0,0.12823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LA-H,2020-04-28 15:50:18.718,1.0,0.09345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LA-H,2021-04-06 12:27:39.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-60-M1,M-LOA-V,2019-10-15 17:30:39.662,2.0,0.08261,0.10674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S5-60-M1,M-LOA-V,2020-10-15 10:33:21.514,1.0,0.0,0.16346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S5-60-M1,M-LOA-V,2021-04-07 12:14:19.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S6-68-M2,V-LA-H,2019-10-16 08:37:53.564,1.0,0.10165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,V-LA-H,2020-10-15 11:32:31.565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,V-LA-H,2021-04-06 17:14:39.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-M12,V-LOA-A,2019-07-16 09:59:39.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1-M12,V-LOA-A,2020-10-14 11:21:21.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1-M12,V-LOA-A,2020-02-11 08:51:46.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1-M12,V-LOA-A,2020-04-28 09:48:09.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1-M12,V-LOA-A,2020-07-09 08:20:00.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S1-M12,V-LOA-A,2021-04-06 16:01:39.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
S3-M32,V-LA-H,2019-07-16 11:59:42.285,2.0,0.11105,0.0,0.0,0.0,0.0,0.0,0.0,0.10823,0.0,0.0
S3-M32,V-LA-H,2020-10-14 08:46:00.013,5.0,0.12278,0.0,0.0,0.22779,0.1801,0.0,0.0,0.0,0.0,0.0
S3-M32,V-LA-H,2020-02-11 12:47:50.405,9.0,0.16331,0.0,0.0,0.63922,0.46069000000000004,0.0,0.0,0.0,0.0,0.0
S3-M32,V-LA-H,2020-04-28 17:12:20.383,3.0,0.14771,0.0,0.0,0.0,0.0,0.20132,0.0,0.0,0.0,0.0
S3-M32,V-LA-H,2020-07-09 11:07:24.294,4.0,0.17947000000000002,0.0,0.0,0.08866,0.0,0.08385,0.0,0.0,0.0,0.0
S3-M32,V-LA-H,2021-04-06 11:24:02.766,5.0,0.1334,0.0,0.0,0.0,0.0,0.15852,0.08439,0.18663,0.0,0.0
S5-60-M1,V-LA-H,2019-10-15 17:31:30.742,9.0,0.1037,0.0,0.0,0.0,0.0,0.08997,0.09464,0.28561,0.19378,0
S5-60-M1,V-LA-H,2020-10-15 10:34:05.733,5.0,0.0,0.0,0.0,0.0,0.0,0.21051999999999998,0.32452000000000003,0.0,0.0,0
S5-60-M1,V-LA-H,2021-04-07 12:15:06.604,4.0,0.0,0.0,0.0,0.0,0.0,0.32248,0.1473,0.0,0.0,0
S2-M24,M-LA-V,2019-11-26 17:13:34.516,1.0,0.15826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LA-V,2019-07-16 10:23:16.036,1.0,0.15334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LA-V,2020-10-14 17:06:57.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LA-V,2020-02-11 10:37:09.834,1.0,0.24431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LA-V,2020-04-28 15:50:26.404,1.0,0.10169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LA-V,2021-04-06 12:27:49.373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,V-LA-V,2019-10-16 08:38:05.655,1.0,0.14475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,V-LA-V,2020-10-15 11:32:41.233,1.0,0.08911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,V-LA-V,2021-04-06 17:14:50.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-60-M1,V-LA-V,2019-10-15 17:31:42.262,5.0,0.32373,0.0,0.0,0.0,0.0,0.0,0.0,0.09424,0.08139,0
S5-60-M1,V-LA-V,2020-10-15 10:34:19.095,2.0,0.15113,0.0,0.0,0.0,0.0,0.0,0.16107,0.0,0.0,0
S5-60-M1,V-LA-V,2021-04-07 12:15:16.954,4.0,0.17112,0.0,0.0,0.0,0.0,0.12103,0.0,0.1107,0.10888,0
S6-68-M2,V-LOA-A,2019-10-16 08:38:37.403,1.0,0.14357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,V-LOA-A,2020-10-15 11:33:10.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,V-LOA-A,2021-04-06 17:15:23.611,1.0,0.11148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-M12,V-LOA-H,2019-07-16 09:59:12.266,1.0,0.0,0.0,0.0,0.1207,0.0,0.0,0.0,0,0,0
S1-M12,V-LOA-H,2020-10-14 11:21:02.053,1.0,0.0,0.0,0.0,0.0,0.0,0.08316,0.0,0,0,0
S1-M12,V-LOA-H,2020-02-11 08:51:22.582,3.0,0.0,0.0,0.0,0.1032,0.0,0.28078,0.0,0,0,0
S1-M12,V-LOA-H,2020-04-28 09:47:45.573,1.0,0.0,0.0,0.0,0.0,0.0,0.0843,0.0,0,0,0
S1-M12,V-LOA-H,2020-07-09 08:19:41.253,1.0,0.0,0.0,0.0,0.0,0.08775,0.0,0.0,0,0,0
S1-M12,V-LOA-H,2021-04-06 16:01:18.240,3.0,0.0,0.0,0.0,0.0,0.0,0.27064,0.0,0,0,0
S3-M32,V-LA-V,2019-07-16 11:59:53.786,6.0,0.09103,0.0,0.0,0.08157,0.0,0.0,0.27723,0.1279,0.0,0.0
S3-M32,V-LA-V,2020-10-14 08:46:09.274,6.0,0.09596,0.1007,0.0,0.21333000000000002,0.16285,0.09528,0.0,0.0,0.0,0.0
S3-M32,V-LA-V,2020-02-11 12:48:01.835,3.0,0.10974,0.0,0.0,0.0,0.17984,0.0,0.0,0.0,0.0,0.0
S3-M32,V-LA-V,2020-04-28 17:12:51.194,7.0,0.09505,0.0,0.0,0.32958,0.45056,0.08589,0.0,0.0,0.0,0.0
S3-M32,V-LA-V,2020-07-09 11:07:33.754,3.0,0.21778,0.0,0.0,0.24934,0.0,0.0,0.0,0.0,0.0,0.0
S3-M32,V-LA-V,2021-04-06 11:24:13.873,9.0,0.12113,0.0,0.0,0.15899,0.0,0.74307,0.09577,0.08175,0.0,0.0
S2-M24,M-LOA-H,2019-11-26 17:12:58.420,1.0,0.47331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LOA-H,2019-07-16 10:22:40.405,1.0,0.48943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LOA-H,2020-10-14 17:06:25.345,1.0,0.4811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LOA-H,2020-02-11 10:36:38.413,1.0,0.39229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LOA-H,2020-04-28 15:49:56.704,1.0,0.43011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2-M24,M-LOA-H,2021-04-06 12:27:18.384,1.0,0.40841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S5-60-M1,V-LOA-A,2019-10-15 17:32:16.781,2.0,0.0,0.0,0.0,0.0,0.0,0.25371,0.0,0.0,0.0,0
S5-60-M1,V-LOA-A,2020-10-15 10:34:50.753,2.0,0.0,0.0,0.0,0.0,0.15081,0.08261,0.0,0.0,0.0,0
S5-60-M1,V-LOA-A,2021-04-07 12:15:51.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
S6-68-M2,V-LOA-H,2019-10-16 08:38:18.544,1.0,0.08137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,V-LOA-H,2020-10-15 11:32:51.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S6-68-M2,V-LOA-H,2021-04-06 17:15:01.921,1.0,0.0,0.0,0.0,0.0,0.0,0.0836,0.0,0.0,0.0,0.0
S1-M12,V-LOA-V,2019-07-16 09:59:26.846,2.0,0.0,0.0,0.0,0.19576,0.0,0.0,0.0,0,0,0
S1-M12,V-LOA-V,2020-10-14 11:21:12.232,1.0,0.0,0.0,0.0,0.0,0.0,0.11326,0.0,0,0,0
