,machine,point,time,max_mms,rms_mms,max_acc,med_acc,rms_acc,kur_acc,cf_acc,num_peaks,a_range,b_range,c_range,d_range,e_range,f_range,g_range,h_range,i_range,j_range,max_dem,rms_dem,Nombre,diagnostico,Id_Estado_Activo,Id_Estado_Activo_fixed
1136,S3-M21,V-LOA-A,2019-07-16 12:18:41.755,7.9491,3.880615157300195,1.5244,0.5508519164551438,0.3805470846640175,0.0060091877018195,4.0058117942117,4.0,0.10035,0.0,0.0,0.0,0.2006899999999999,0.0,0.11886,0.0,0.0,0.0,1.3112,0.647306280693482,S3-Ventilador M21," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1137,S3-M26,V-LOA-H,2019-07-16 12:18:48.156,4.0514,1.6501293857068946,1.8284,0.5787500970234799,0.42179258556247,0.0693980870517889,4.334832006498613,1.0,0.09346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0456,0.8827586950807927,S3-Ventilador M26," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,1.0
1138,S3-M26,V-LOA-V,2019-07-16 12:18:59.480,12.754,5.8388785247661215,2.9896,0.6986376260055731,0.6156791698338092,0.217563275489403,4.855775778165412,3.0,0.3688099999999999,0.0,0.0,0.0,0.0,0.0,0.08003,0.0,0.0,0.0,2.9174,1.1675953882042076,S3-Ventilador M26," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2.0
1139,S3-M23,M-LOA-H,2019-07-16 12:19:05.154,16.708,8.224132725284298,0.67936,0.4519795732861926,0.2375065511521687,0.982671745057579,2.8603842576314404,1.0,0.2137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18868,0.078772148546819,S3-Ventilador M23," Motor: Se detectan síntomas de una posible degradación del rodamiento lado libre.
 Ventilador: Activo en buen estado. ",3.0,2.0
1140,S3-M26,V-LOA-A,2019-07-16 12:19:11.785,7.4404,3.871865103359732,1.7505,0.5330402704595972,0.3631136508371278,0.497290846865547,4.820804714899509,1.0,0.0996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8174,0.673181004047873,S3-Ventilador M26," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,1.0
1141,S3-M23,M-LOA-V,2019-07-16 12:19:16.095,7.8716,2.6017537649326488,1.6184,0.4270045292991541,0.2561928594134166,3.386243895971456,6.317115955946296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1748,0.3234829112677989,S3-Ventilador M23," Motor: Se detectan síntomas de una posible degradación del rodamiento lado libre.
 Ventilador: Activo en buen estado. ",3.0,3.0
1142,S3-M24,M-LOA-H,2019-07-16 12:19:28.911,22.065,13.201719298827522,1.1693,0.5731455729379058,0.3744246010095274,1.17472239155815,3.1229251412629444,1.0,0.35289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7756,0.1580939103494012,S3-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Se mantiene el comportamiento de pasadas inspecciones.",1.0,2.0
1143,S3-M24,M-LOA-V,2019-07-16 12:19:39.385,8.9339,3.4869236349109456,0.86431,0.3796552704620975,0.1812369339290455,0.2348709770016941,4.768950683851109,2.0,0.1726599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39338,0.1612862150711736,S3-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Se mantiene el comportamiento de pasadas inspecciones.",1.0,1.0
1144,S3-M23,M-LA-H,2019-07-16 12:19:42.783,8.6726,3.1802384863812065,1.0121,0.339874889916714,0.1491696969585047,1.3384186434216483,6.784890099237386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0388,0.1617775027966044,S3-Ventilador M23," Motor: Se detectan síntomas de una posible degradación del rodamiento lado libre.
 Ventilador: Activo en buen estado. ",3.0,3.0
1145,S3-M24,M-LA-H,2019-07-16 12:19:50.082,11.837,6.095490148316228,0.84724,0.4283897184276161,0.2259226677844198,0.3025431250906307,3.750132770247093,1.0,0.15942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48287,0.1881064521658098,S3-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Se mantiene el comportamiento de pasadas inspecciones.",1.0,2.0
1146,S3-M24,M-LA-V,2019-07-16 12:20:00.026,15.175,8.161664213092763,1.0557,0.4745941085507633,0.2695301126255894,0.6145431949568256,3.916816528275999,1.0,0.21357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80046,0.2210833586819945,S3-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Se mantiene el comportamiento de pasadas inspecciones.",1.0,2.0
1147,S3-M23,M-LA-V,2019-07-16 12:20:06.558,6.4659,2.6544471915267818,1.1219,0.3643672225933483,0.1714214031811766,1.7156832757079172,6.544690331429938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0859,0.2328447596459038,S3-Ventilador M23," Motor: Se detectan síntomas de una posible degradación del rodamiento lado libre.
 Ventilador: Activo en buen estado. ",3.0,3.0
1149,S3-M23,M-LA-A,2019-07-16 12:20:19.554,10.428,3.752226602505596,0.66144,0.3729145503206066,0.1723601508419875,0.2051760830674531,3.8375459569328174,1.0,0.11273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30549,0.1148992761616163,S3-Ventilador M23," Motor: Se detectan síntomas de una posible degradación del rodamiento lado libre.
 Ventilador: Activo en buen estado. ",3.0,2.0
1150,S3-M24,V-LA-H,2019-07-16 12:20:21.156,7.9366,2.7501160001577403,2.5642,0.7145751702586617,0.6396204429720641,0.0175408321913956,4.008940033381631,5.0,0.26726,0.0,0.0,0.0,0.0,0.32745,0.18791,0.0,0.0,0.0,2.8767,1.0997424378857037,S3-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Se mantiene el comportamiento de pasadas inspecciones.",1.0,1.0
1151,S3-M24,V-LA-V,2019-07-16 12:20:32.540,10.572,4.183625723712549,3.7992,0.7639302144558715,0.7418092398668481,0.4427355215035531,5.121532323703519,9.0,0.19699,0.09182,0.0,0.08519,0.0,0.11588,0.19233,0.0,0.0,0.13069,3.5098,1.4019850791516026,S3-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Se mantiene el comportamiento de pasadas inspecciones.",1.0,2.0
1152,S3-M23,V-LA-H,2019-07-16 12:20:32.615,17.64,9.00627419448191,2.1659,0.6660596241881299,0.5509281351845237,0.2162925234903552,3.9313657475027486,5.0,0.23407,0.0,0.0,0.0,0.13245,0.29232,0.13112,0.0,0.0,0.0,1.7919,0.8987525448511207,S3-Ventilador M23," Motor: Se detectan síntomas de una posible degradación del rodamiento lado libre.
 Ventilador: Activo en buen estado. ",3.0,2.0
1153,S3-M23,V-LA-V,2019-07-16 12:20:45.050,16.547,6.297938607102605,3.0248,0.7684245925073697,0.7364242282282184,0.0837888105674422,4.107415106748243,8.0,0.48473,0.0,0.0,0.13996,0.32127,0.2323,0.11901,0.0,0.0,0.0,2.4723,1.1231996475054014,S3-Ventilador M23," Motor: Se detectan síntomas de una posible degradación del rodamiento lado libre.
 Ventilador: Activo en buen estado. ",3.0,2.0
1154,S3-M24,V-LOA-H,2019-07-16 12:20:45.545,8.5496,3.6654977130409416,3.1614,0.7569192669851907,0.7173504547316414,0.0322712520785164,4.407050945806774,8.0,0.41446,0.0,0.0,0.0,0.0,0.49246,0.31916,0.0,0.0,0.0,2.683,1.1812314558210706,S3-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Se mantiene el comportamiento de pasadas inspecciones.",1.0,1.0
1155,S3-M24,V-LOA-V,2019-07-16 12:20:57.440,13.17,6.597163877569104,5.115,0.8596473666397769,0.9705624847342634,1.3985660097784187,5.270139821446395,13.0,0.3086,0.0,0.0,0.0,0.0,0.0,0.08354,0.0,0.42821,0.4219,5.526,1.8335485052217757,S3-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Se mantiene el comportamiento de pasadas inspecciones.",1.0,2.0
1156,S3-M23,V-LOA-H,2019-07-16 12:20:58.888,5.4286,1.8983613158177337,2.0739,0.6641397165584599,0.5501395025678947,0.107589603518718,3.769771104092008,4.0,0.0,0.0,0.0,0.0,0.13714,0.31086,0.08757,0.0,0.0,0.0,1.9648,1.0008196174936046,S3-Ventilador M23," Motor: Se detectan síntomas de una posible degradación del rodamiento lado libre.
 Ventilador: Activo en buen estado. ",3.0,1.0
1157,S3-M23,V-LOA-V,2019-07-16 12:21:10.254,11.472,4.180518465353341,2.5777,0.6878738064028578,0.592900742097969,0.0615493825404076,4.347607983890952,6.0,0.25875,0.0,0.0,0.0,0.12824,0.13306,0.14791,0.09879,0.0,0.0,2.4862,1.0202600372430302,S3-Ventilador M23," Motor: Se detectan síntomas de una posible degradación del rodamiento lado libre.
 Ventilador: Activo en buen estado. ",3.0,2.0
1158,S3-M24,V-LOA-A,2019-07-16 12:21:10.660,22.722,14.29883261743425,2.2389,0.7019727194503638,0.6076503114616696,0.2792467144975941,3.684520451597315,2.0,0.38869,0.0,0.0,0.0,0.0,0.16606,0.0,0.0,0.0,0.0,1.8357,0.8448249215665253,S3-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Se mantiene el comportamiento de pasadas inspecciones.",1.0,2.0
1159,S3-M23,V-LOA-A,2019-07-16 12:21:24.115,15.447,8.018896667635936,1.3204,0.5459240705632171,0.3700627422516782,0.1839724575417123,3.5680436024602584,3.0,0.31822,0.0,0.0,0.0,0.0,0.08761,0.0,0.0,0.0,0.0,1.1134,0.5187140425254331,S3-Ventilador M23," Motor: Se detectan síntomas de una posible degradación del rodamiento lado libre.
 Ventilador: Activo en buen estado. ",3.0,2.0
1160,S3-M01,M-LOA-H,2019-07-16 12:21:57.890,19.857,8.162042371504278,1.0369,0.5302962705144025,0.341717903269002,0.5856121608255846,3.034374231143948,2.0,0.25115,0.11973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69589,0.2932423785664605,S3-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2.0
1161,S3-M01,M-LOA-V,2019-07-16 12:22:07.756,19.733,7.278039841148971,0.96493,0.4732780556078232,0.2766365429061778,0.2879216626790026,3.4880785808809764,2.0,0.14591,0.09438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48626,0.2227286756465596,S3-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2.0
1162,S3-M01,M-LA-H,2019-07-16 12:22:19.181,18.245,7.306922936698569,1.0405,0.4907614833053769,0.2922619107827719,0.4738998648264663,3.560162859447556,1.0,0.23226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54038,0.205829156569774,S3-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2.0
1163,S3-M01,M-LA-V,2019-07-16 12:22:29.605,17.299,6.045829131350974,2.1737,0.4534139037246436,0.2780140712499898,3.587426225208108,7.818668998395455,1.0,0.11896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2677,0.324169037036924,S3-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2.0
1164,S3-M01,M-LA-A,2019-07-16 12:22:41.100,10.859,3.4247481649652234,0.93262,0.3814293723467913,0.1792602910748269,0.2453729102152628,5.202602285247351,1.0,0.0,0.0,0.0941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60291,0.228174014943743,S3-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2.0
1165,S3-M01,V-LA-H,2019-07-16 12:22:56.515,10.254,3.9531512662897352,2.1428,0.658173948259115,0.5442539180133834,0.003122250251097,3.937132887938728,2.0,0.08307,0.0,0.0,0.0,0.11892,0.0,0.0,0.0,0.0,0.0,3.2968,1.2650254586074312,S3-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2.0
1166,S3-M01,V-LA-V,2019-07-16 12:23:11.171,18.036,8.024823515355012,1.9971,0.6024274873903718,0.453670686523401,0.0251396174756948,4.402091780062555,1.0,0.19792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8882,0.8903713036806761,S3-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2.0
1167,S3-M01,V-LOA-H,2019-07-16 12:23:24.086,5.7728,1.874877847203108,1.9888,0.6103559192344507,0.4687211922991267,0.1195106713981632,4.243034095054945,3.0,0.0,0.0,0.0,0.0,0.09019,0.09105,0.09041,0.0,0.0,0.0,2.4949,1.146585469653196,S3-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1168,S3-M01,V-LOA-V,2019-07-16 12:23:35.041,9.3487,3.2195789883622195,2.1613,0.63639718058769,0.50852421639883,0.0735564036097051,4.250141744095262,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08167,0.0,0.0,2.3698,1.1480207004816705,S3-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1169,S3-M01,V-LOA-A,2019-07-16 12:23:54.056,7.5618,2.6041384922536537,1.2958,0.5106045563246112,0.3270667079097361,0.0190843534753133,3.9618829084787657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5893,0.8018100058247493,S3-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1170,S5-66-M1,M-LOA-H,2019-10-15 16:28:43.461,2.7322,0.7952722093327462,0.45036,0.27945534402949,0.0981076269891882,0.1551075174010567,4.590468792498985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33844,0.1741432681978296,S5-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1171,S5-66-M1,M-LOA-V,2019-10-15 16:29:04.720,2.9572,0.9980256758595576,0.37453,0.267487108151671,0.089969907263148,0.0471502899932554,4.162836345985752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38244,0.1656348586982881,S5-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1172,S5-66-M1,M-LA-H,2019-10-15 16:29:16.161,3.7372,0.9910428218714172,0.68662,0.3478835001656445,0.1525256574972575,0.1976316747199935,4.501668842255906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76568,0.2951973618088302,S5-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1173,S4-66-M1,M-LOA-H,2019-10-15 16:29:17.164,2.7263,1.010131691848208,0.36908,0.2528854214401319,0.0813114087743091,0.3264030967083107,4.539092429506809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31363,0.1420924114742648,S4-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1174,S5-66-M1,M-LA-V,2019-10-15 16:29:25.921,2.9412,1.226283319189916,1.3445,0.5781392059065447,0.4132084796057148,0.2873514040388421,3.25380544291571,2.0,0.0,0.0,0.27904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4034,0.6594267471141673,S5-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1175,S4-66-M1,M-LOA-V,2019-10-15 16:29:26.705,3.361,1.310567847591121,0.31122,0.2501699397995228,0.079144417046599,0.2399920103104356,3.932305165843327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35918,0.1394739688937276,S4-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1176,S5-66-M1,M-LA-A,2019-10-15 16:29:35.861,4.5738,1.4191198726001932,0.21941,0.2127579316970345,0.0568179853699427,0.0500553344192824,3.861629351541037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20168,0.0919805232917646,S5-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1177,S4-66-M1,M-LA-H,2019-10-15 16:29:41.135,2.3324,0.890201193513254,0.51891,0.2961646724097824,0.1131022368093976,0.6631225305995927,4.587972922891688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5609,0.2300252291360946,S4-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1178,S5-66-M1,V-LA-H,2019-10-15 16:29:47.751,2.6555,0.9455616000281024,1.4648,0.565871523452707,0.3965715130866635,0.1870930162906297,3.693659155189734,1.0,0.0,0.0,0.0,0.0,0.0,0.09405,0.0,0.0,0.0,0.0,1.4911,0.6772904744705854,S5-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1179,S4-66-M1,M-LA-V,2019-10-15 16:29:51.844,2.7229,1.2622360535601993,0.44681,0.2922149469060618,0.1087198523056004,0.2932111008262756,4.109737003174569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47994,0.2342538315407959,S4-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1180,S5-66-M1,V-LA-V,2019-10-15 16:29:59.542,2.6494,0.7433264803665586,1.1312,0.4733998695853617,0.2808481262803886,0.0048556636053596,4.027799704352134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1057,0.5274262006622967,S5-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1181,S4-66-M1,M-LA-A,2019-10-15 16:30:02.795,2.4796,0.8690906010216961,0.28665,0.2313355653565359,0.0680880414106771,0.3794504957145674,4.209990389810937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30459,0.1285816549728128,S4-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1182,S5-66-M1,V-LOA-H,2019-10-15 16:30:12.491,1.317,0.4534801619414981,1.7662,0.6421227489786197,0.5102798149305671,0.2296946914949198,3.4612382232683925,3.0,0.0,0.0,0.0,0.0,0.0,0.34971,0.0,0.0,0.0,0.0,1.9157,0.8517116654545431,S5-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1183,S4-66-M1,V-LA-H,2019-10-15 16:30:15.904,2.7301,0.9127668638424514,1.9167,0.5087937346834422,0.338675589605674,1.6036190176879694,5.659398134455594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0336,0.6484938094047838,S4-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1184,S5-66-M1,V-LOA-V,2019-10-15 16:30:24.461,2.0515,0.6429677564591351,1.9357,0.598581929169044,0.4515724374454904,0.1890567354986041,4.286576946436549,3.0,0.0,0.0,0.0,0.0,0.0,0.34396,0.0,0.0,0.0,0.0,1.799,0.7464807721708726,S5-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1185,S4-66-M1,V-LA-V,2019-10-15 16:30:30.738,3.0132,1.0911295786911723,1.7058,0.5465606362085861,0.3784133336004997,0.2665765844991097,4.507769279083742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6178,0.6738476804851882,S4-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1186,S5-66-M1,V-LOA-A,2019-10-15 16:30:35.790,1.933,0.7945887248250454,0.51671,0.3233101255077845,0.131679526573665,0.0969495459799398,3.9239964893930472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53865,0.2462075709149202,S5-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1187,S4-66-M1,V-LOA-H,2019-10-15 16:30:43.666,1.8737,0.5750966951961531,1.3576,0.5060783949121668,0.3214336900368003,0.1004191467701933,4.223577185840634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.499,0.589087799079625,S4-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1188,S5-66-M2,M-LOA-H,2019-10-15 16:30:53.072,3.4999,1.1815145010245427,0.50867,0.3102485418416076,0.1196510599878897,0.0675835906949493,4.251278676941801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38173,0.1773631916843406,S5-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1189,S4-66-M1,V-LOA-V,2019-10-15 16:30:53.506,2.1426,0.8880171420737585,1.0986,0.4518522872598446,0.2566488705481672,0.1208051034376738,4.28055653490132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0931,0.4852528015538168,S4-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1190,S5-66-M2,M-LOA-V,2019-10-15 16:31:03.621,3.7532,1.0517780746439729,0.423,0.2675536987026214,0.0903578691954901,0.1186849364709523,4.681385293458338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31791,0.1563168429722104,S5-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1191,S4-66-M1,V-LOA-A,2019-10-15 16:31:05.264,1.4565,0.5232486907594416,0.93925,0.4190106931063931,0.2248966022708842,0.3821681355841337,4.176363673421305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1002,0.3795482850196897,S4-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1192,S5-66-M2,M-LA-H,2019-10-15 16:31:14.272,3.5834,1.0584666879748927,0.76006,0.3621731352306691,0.1660115399391522,0.2652970531719836,4.578356421960682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74207,0.3482368028524546,S5-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1193,S4-66-M2,M-LOA-H,2019-10-15 16:31:23.216,1.9889,0.5941988204329269,0.29435,0.2442200045953059,0.0751700270477364,0.1395757457383362,3.915789465036035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30179,0.125961014444967,S4-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1194,S5-66-M2,M-LA-V,2019-10-15 16:31:24.571,2.893,0.9007062445697587,0.69184,0.3760369014082303,0.1774265807972438,0.0935285010077673,3.899303006862359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86893,0.3859419326184772,S5-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1195,S4-66-M2,M-LOA-V,2019-10-15 16:31:32.906,2.4691,1.0486797025624202,0.30237,0.2289732223913216,0.0657938946968662,0.0383467316926999,4.595715170733035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25694,0.1257255939147174,S4-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1196,S5-66-M2,M-LA-A,2019-10-15 16:31:39.572,2.7211,0.8577842787540254,0.66857,0.3686002973401117,0.1707583897831894,0.0319024069344009,3.9152981054042377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68903,0.3444024280093134,S5-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1197,S4-66-M2,M-LA-H,2019-10-15 16:31:42.206,2.1361,0.7320822708444826,0.25014,0.2306270827946262,0.0664609924728121,0.094839053569387,3.763711474852369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31321,0.1463384007782388,S4-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1198,S5-66-M2,V-LA-H,2019-10-15 16:31:51.021,2.502,0.824990376229587,1.1223,0.4834097287191399,0.2932347582600935,0.0751737543262121,3.827308899733305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3186,0.5316933008955987,S5-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1199,S4-66-M2,M-LA-V,2019-10-15 16:31:51.595,2.6154,1.0729432344965777,0.17916,0.1906428206321805,0.0455572829440919,0.0201141887435842,3.932631369168042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22167,0.1038898143007456,S4-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1200,S4-66-M2,M-LA-A,2019-10-15 16:32:03.255,2.5181,0.8558201905329487,0.16413,0.1689729357836448,0.0359284462161915,0.0686603485151358,4.56824653680774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14514,0.0594229544867733,S4-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1201,S4-66-M2,V-LA-H,2019-10-15 16:32:13.346,2.2431,0.8397220803285941,0.97179,0.4554015052740376,0.2607083459552459,0.0315278837051957,3.727498620879673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117,0.4531751793939944,S4-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1202,S5-66-M2,V-LA-V,2019-10-15 16:32:23.057,2.5228,0.5509054263480144,1.4988,0.5154770644790186,0.335353440959139,0.1328745779415236,4.4693145110224775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3847,0.6137780834027575,S5-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1203,S4-66-M2,V-LA-V,2019-10-15 16:32:25.335,2.5164,0.9625886780378828,1.1544,0.4726868301057992,0.2804042714604602,0.0084260118405508,4.11691303412538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0665,0.4816083902260795,S4-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
1204,S5-66-M2,V-LOA-H,2019-10-15 16:32:34.941,1.5609,0.3947461703853026,1.1209,0.4728736599674543,0.2827387876347037,0.103459213045062,3.964436607290663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1983,0.5244716128008007,S5-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,1.0
