// user:DESKTOP-0HM15HR_628165; date:2020-02-11 10:02:56.433; sample:8192; 
time[ms]; amplitude[g]; 
68.604; -0.35287; 
68.665; -0.36046; 
68.726; -0.3092; 
68.787; -0.25607; 
68.848; -0.21455; 
68.909; -0.13183; 
68.97; -0.00321; 
69.031; 0.08461; 
69.092; 0.05317; 
69.153; -0.03992; 
69.214; -0.14422; 
69.275; -0.26281; 
69.336; -0.3727; 
69.397; -0.49656; 
69.458; -0.64186; 
69.519; -0.75593; 
69.58; -0.78821; 
69.641; -0.73545; 
69.702; -0.68224; 
69.763; -0.66098; 
69.824; -0.6362; 
69.885; -0.62853; 
69.946; -0.6354; 
70.007; -0.63606; 
70.068; -0.63458; 
70.129; -0.61572; 
70.19; -0.57113; 
70.251; -0.49829; 
70.313; -0.40291; 
70.374; -0.29538; 
70.435; -0.17876; 
70.496; -0.07119; 
70.557; 0.01763; 
70.618; 0.08381; 
70.679; 0.12473; 
70.74; 0.12578; 
70.801; 0.08194; 
70.862; 0.0723; 
70.923; 0.12819; 
70.984; 0.17952; 
71.045; 0.20773; 
71.106; 0.2428; 
71.167; 0.29314; 
71.228; 0.29102; 
71.289; 0.1969; 
71.35; 0.09082; 
71.411; -0.02514; 
71.472; -0.1584; 
71.533; -0.23038; 
71.594; -0.24802; 
71.655; -0.2261; 
71.716; -0.16831; 
71.777; -0.09408; 
71.838; 0.00706; 
71.899; 0.07658; 
71.96; 0.11275; 
72.021; 0.16143; 
72.083; 0.17635; 
72.144; 0.18003; 
72.205; 0.18238; 
72.266; 0.13694; 
72.327; 0.08461; 
72.388; 0.03573; 
72.449; -0.00961; 
72.51; -0.03095; 
72.571; -0.07095; 
72.632; -0.13422; 
72.693; -0.21018; 
72.754; -0.31375; 
72.815; -0.4289; 
72.876; -0.53986; 
72.937; -0.60607; 
72.998; -0.62282; 
73.059; -0.63109; 
73.12; -0.58825; 
73.181; -0.47888; 
73.242; -0.34935; 
73.303; -0.20441; 
73.364; -0.05733; 
73.425; 0.07847; 
73.486; 0.19918; 
73.547; 0.29684; 
73.608; 0.36996; 
73.669; 0.39625; 
73.73; 0.38276; 
73.792; 0.34825; 
73.853; 0.29377; 
73.914; 0.27614; 
73.975; 0.32884; 
74.036; 0.40181; 
74.097; 0.48083; 
74.158; 0.59772; 
74.219; 0.72171; 
74.28; 0.77657; 
74.341; 0.75795; 
74.402; 0.71583; 
74.463; 0.63972; 
74.524; 0.50938; 
74.585; 0.38539; 
74.646; 0.29732; 
74.707; 0.21359; 
74.768; 0.14429; 
74.829; 0.08703; 
74.89; 0.0199; 
74.951; -0.04578; 
75.012; -0.1151; 
75.073; -0.17414; 
75.134; -0.19717; 
75.195; -0.21223; 
75.256; -0.23404; 
75.317; -0.25532; 
75.378; -0.25438; 
75.439; -0.1926; 
75.5; -0.10174; 
75.562; -0.00201; 
75.623; 0.13856; 
75.684; 0.27977; 
75.745; 0.38515; 
75.806; 0.4472; 
75.867; 0.45895; 
75.928; 0.46348; 
75.989; 0.44745; 
76.05; 0.38373; 
76.111; 0.30787; 
76.172; 0.22798; 
76.233; 0.15272; 
76.294; 0.08256; 
76.355; 0.02468; 
76.416; -0.00848; 
76.477; -0.04215; 
76.538; -0.02818; 
76.599; 0.0468; 
76.66; 0.12444; 
76.721; 0.22967; 
76.782; 0.36072; 
76.843; 0.50063; 
76.904; 0.65447; 
76.965; 0.7884; 
77.026; 0.90215; 
77.087; 0.98378; 
77.148; 1.0225; 
77.209; 1.0169; 
77.271; 0.93271; 
77.332; 0.8198; 
77.393; 0.72104; 
77.454; 0.61052; 
77.515; 0.5039; 
77.576; 0.42429; 
77.637; 0.40179; 
77.698; 0.42467; 
77.759; 0.438; 
77.82; 0.44728; 
77.881; 0.46077; 
77.942; 0.45848; 
78.003; 0.41087; 
78.064; 0.32943; 
78.125; 0.26739; 
78.186; 0.20342; 
78.247; 0.13347; 
78.308; 0.10394; 
78.369; 0.10059; 
78.43; 0.105; 
78.491; 0.10068; 
78.552; 0.08063; 
78.613; 0.07406; 
78.674; 0.06224; 
78.735; 0.01283; 
78.796; -0.04925; 
78.857; -0.09034; 
78.918; -0.09299; 
78.979; -0.0384; 
79.041; 0.05706; 
79.102; 0.15043; 
79.163; 0.24335; 
79.224; 0.34343; 
79.285; 0.42655; 
79.346; 0.45753; 
79.407; 0.41873; 
79.468; 0.3544; 
79.529; 0.29381; 
79.59; 0.2217; 
79.651; 0.17278; 
79.712; 0.16951; 
79.773; 0.15804; 
79.834; 0.15062; 
79.895; 0.21853; 
79.956; 0.29883; 
80.017; 0.32411; 
80.078; 0.34884; 
80.139; 0.36456; 
80.2; 0.33725; 
80.261; 0.28682; 
80.322; 0.23842; 
80.383; 0.212; 
80.444; 0.16256; 
80.505; 0.09957; 
80.566; 0.0787; 
80.627; 0.0466; 
80.688; -0.00649; 
80.75; -0.06305; 
80.811; -0.13726; 
80.872; -0.18757; 
80.933; -0.24845; 
80.994; -0.34627; 
81.055; -0.40535; 
81.116; -0.43145; 
81.177; -0.4432; 
81.238; -0.41375; 
81.299; -0.33764; 
81.36; -0.22201; 
81.421; -0.12494; 
81.482; -0.04588; 
81.543; 0.06272; 
81.604; 0.1351; 
81.665; 0.13502; 
81.726; 0.10421; 
81.787; 0.07314; 
81.848; 0.07073; 
81.909; 0.07628; 
81.97; 0.08174; 
82.031; 0.12596; 
82.092; 0.19743; 
82.153; 0.2617; 
82.214; 0.30615; 
82.275; 0.34043; 
82.336; 0.368; 
82.397; 0.36363; 
82.458; 0.35237; 
82.52; 0.38112; 
82.581; 0.40475; 
82.642; 0.38886; 
82.703; 0.38172; 
82.764; 0.37203; 
82.825; 0.30221; 
82.886; 0.1874; 
82.947; 0.07808; 
83.008; -0.00601; 
83.069; -0.06627; 
83.13; -0.10434; 
83.191; -0.12074; 
83.252; -0.0882; 
83.313; -0.01295; 
83.374; 0.0428; 
83.435; 0.09698; 
83.496; 0.17611; 
83.557; 0.2347; 
83.618; 0.2241; 
83.679; 0.10592; 
83.74; -0.04324; 
83.801; -0.12639; 
83.862; -0.17887; 
83.923; -0.20877; 
83.984; -0.19023; 
84.045; -0.12673; 
84.106; -0.02772; 
84.167; 0.06673; 
84.229; 0.14558; 
84.29; 0.19891; 
84.351; 0.20002; 
84.412; 0.15793; 
84.473; 0.05627; 
84.534; -0.07425; 
84.595; -0.13735; 
84.656; -0.13516; 
84.717; -0.10035; 
84.778; -0.01687; 
84.839; 0.06175; 
84.9; 0.07823; 
84.961; 0.08985; 
85.022; 0.11626; 
85.083; 0.09243; 
85.144; 0.04503; 
85.205; 0.05496; 
85.266; 0.08132; 
85.327; 0.02878; 
85.388; -0.08439; 
85.449; -0.19476; 
85.51; -0.27125; 
85.571; -0.26172; 
85.632; -0.19029; 
85.693; -0.13396; 
85.754; -0.04833; 
85.815; 0.10116; 
85.876; 0.22365; 
85.938; 0.25633; 
85.999; 0.23198; 
86.06; 0.1906; 
86.121; 0.12541; 
86.182; 0.03764; 
86.243; -0.03564; 
86.304; -0.07888; 
86.365; -0.09218; 
86.426; -0.07222; 
86.487; -0.04168; 
86.548; -0.02275; 
86.609; -0.04047; 
86.67; -0.12394; 
86.731; -0.2272; 
86.792; -0.28917; 
86.853; -0.30997; 
86.914; -0.28913; 
86.975; -0.23013; 
87.036; -0.13751; 
87.097; -0.00198; 
87.158; 0.13217; 
87.219; 0.19273; 
87.28; 0.16634; 
87.341; 0.10908; 
87.402; 0.06819; 
87.463; 0.01992; 
87.524; -0.03959; 
87.585; -0.05691; 
87.646; -0.02136; 
87.708; 0.05216; 
87.769; 0.15952; 
87.83; 0.25134; 
87.891; 0.29603; 
87.952; 0.31123; 
88.013; 0.27163; 
88.074; 0.17255; 
88.135; 0.04986; 
88.196; -0.1064; 
88.257; -0.28032; 
88.318; -0.41241; 
88.379; -0.45904; 
88.44; -0.40909; 
88.501; -0.31058; 
88.562; -0.18862; 
88.623; -0.01736; 
88.684; 0.1525; 
88.745; 0.22812; 
88.806; 0.19053; 
88.867; 0.06162; 
88.928; -0.1179; 
88.989; -0.30966; 
89.05; -0.48056; 
89.111; -0.53923; 
89.172; -0.47879; 
89.233; -0.39072; 
89.294; -0.2645; 
89.355; -0.12369; 
89.417; -0.06457; 
89.478; -0.0838; 
89.539; -0.15568; 
89.6; -0.26911; 
89.661; -0.39607; 
89.722; -0.5059; 
89.783; -0.56832; 
89.844; -0.59663; 
89.905; -0.59529; 
89.966; -0.53549; 
90.027; -0.42405; 
90.088; -0.29704; 
90.149; -0.17947; 
90.21; -0.0774; 
90.271; -0.032; 
90.332; -0.08465; 
90.393; -0.19539; 
90.454; -0.30705; 
90.515; -0.39533; 
90.576; -0.45031; 
90.637; -0.44774; 
90.698; -0.36851; 
90.759; -0.22865; 
90.82; -0.03275; 
90.881; 0.17011; 
90.942; 0.30387; 
91.003; 0.39221; 
91.064; 0.41181; 
91.125; 0.28894; 
91.187; 0.10541; 
91.248; -0.06307; 
91.309; -0.22016; 
91.37; -0.31246; 
91.431; -0.32928; 
91.492; -0.29212; 
91.553; -0.21091; 
91.614; -0.13757; 
91.675; -0.08171; 
91.736; -0.0669; 
91.797; -0.1288; 
91.858; -0.20695; 
91.919; -0.29833; 
91.98; -0.43521; 
92.041; -0.54144; 
92.102; -0.57308; 
92.163; -0.55192; 
92.224; -0.48157; 
92.285; -0.38583; 
92.346; -0.27286; 
92.407; -0.14278; 
92.468; -0.05475; 
92.529; -0.02584; 
92.59; -0.03919; 
92.651; -0.1125; 
92.712; -0.23019; 
92.773; -0.35811; 
92.834; -0.44752; 
92.896; -0.48937; 
92.957; -0.52416; 
93.018; -0.47244; 
93.079; -0.31366; 
93.14; -0.20459; 
93.201; -0.1778; 
93.262; -0.15995; 
93.323; -0.14763; 
93.384; -0.16965; 
93.445; -0.23015; 
93.506; -0.26445; 
93.567; -0.22882; 
93.628; -0.17671; 
93.689; -0.13592; 
93.75; -0.07948; 
93.811; -0.03697; 
93.872; -0.06016; 
93.933; -0.13033; 
93.994; -0.23215; 
94.055; -0.35648; 
94.116; -0.45881; 
94.177; -0.54014; 
94.238; -0.59064; 
94.299; -0.56826; 
94.36; -0.47276; 
94.421; -0.33182; 
94.482; -0.20486; 
94.543; -0.09808; 
94.604; -0.02341; 
94.666; -0.06677; 
94.727; -0.18369; 
94.788; -0.32678; 
94.849; -0.54112; 
94.91; -0.74849; 
94.971; -0.84864; 
95.032; -0.85757; 
95.093; -0.85072; 
95.154; -0.81228; 
95.215; -0.65995; 
95.276; -0.49165; 
95.337; -0.41328; 
95.398; -0.37715; 
95.459; -0.37557; 
95.52; -0.43148; 
95.581; -0.5226; 
95.642; -0.58952; 
95.703; -0.60082; 
95.764; -0.57285; 
95.825; -0.47936; 
95.886; -0.30867; 
95.947; -0.10575; 
96.008; 0.07679; 
96.069; 0.18793; 
96.13; 0.20812; 
96.191; 0.14129; 
96.252; 0.00812; 
96.313; -0.15017; 
96.375; -0.29319; 
96.436; -0.38359; 
96.497; -0.39741; 
96.558; -0.34471; 
96.619; -0.2669; 
96.68; -0.16782; 
96.741; -0.03351; 
96.802; 0.07695; 
96.863; 0.13563; 
96.924; 0.17984; 
96.985; 0.18904; 
97.046; 0.13723; 
97.107; 0.05717; 
97.168; -0.01705; 
97.229; -0.06967; 
97.29; -0.08384; 
97.351; -0.0393; 
97.412; 0.04935; 
97.473; 0.12626; 
97.534; 0.15914; 
97.595; 0.16395; 
97.656; 0.15698; 
97.717; 0.13022; 
97.778; 0.05909; 
97.839; -0.06329; 
97.9; -0.17005; 
97.961; -0.21888; 
98.022; -0.25176; 
98.083; -0.23937; 
98.145; -0.14112; 
98.206; -0.03898; 
98.267; 0.00686; 
98.328; 0.0314; 
98.389; 0.04802; 
98.45; 0.01436; 
98.511; -0.06413; 
98.572; -0.1317; 
98.633; -0.16675; 
98.694; -0.16262; 
98.755; -0.11497; 
98.816; -0.02011; 
98.877; 0.10815; 
98.938; 0.2256; 
98.999; 0.30967; 
99.06; 0.33498; 
99.121; 0.31813; 
99.182; 0.31594; 
99.243; 0.30275; 
99.304; 0.26688; 
99.365; 0.23553; 
99.426; 0.20452; 
99.487; 0.18749; 
99.548; 0.18639; 
99.609; 0.20531; 
99.67; 0.23755; 
99.731; 0.25128; 
99.792; 0.26448; 
99.854; 0.27528; 
99.915; 0.28173; 
99.976; 0.28766; 
100.04; 0.24882; 
100.1; 0.21066; 
100.16; 0.20224; 
100.22; 0.1799; 
100.28; 0.1912; 
100.34; 0.23212; 
100.4; 0.25914; 
100.46; 0.29393; 
100.52; 0.31204; 
100.59; 0.29819; 
100.65; 0.25663; 
100.71; 0.19097; 
100.77; 0.13171; 
100.83; 0.0976; 
100.89; 0.12615; 
100.95; 0.19444; 
101.01; 0.26295; 
101.07; 0.37143; 
101.14; 0.49609; 
101.2; 0.61437; 
101.26; 0.73029; 
101.32; 0.79904; 
101.38; 0.83659; 
101.44; 0.87245; 
101.5; 0.89047; 
101.56; 0.88474; 
101.62; 0.87259; 
101.68; 0.8596; 
101.75; 0.8219; 
101.81; 0.77543; 
101.87; 0.71921; 
101.93; 0.6388; 
101.99; 0.59379; 
102.05; 0.58606; 
102.11; 0.58495; 
102.17; 0.61936; 
102.23; 0.68174; 
102.29; 0.75595; 
102.36; 0.84566; 
102.42; 0.92677; 
102.48; 0.96006; 
102.54; 0.94413; 
102.6; 0.9266; 
102.66; 0.8843; 
102.72; 0.78453; 
102.78; 0.6798; 
102.84; 0.55876; 
102.91; 0.42073; 
102.97; 0.31465; 
103.03; 0.20466; 
103.09; 0.08901; 
103.15; 0.00415; 
103.21; -0.04397; 
103.27; -0.05339; 
103.33; -0.05801; 
103.39; -0.04531; 
103.45; -0.01209; 
103.52; -0.00183; 
103.58; 0.03402; 
103.64; 0.09706; 
103.7; 0.13199; 
103.76; 0.17045; 
103.82; 0.2228; 
103.88; 0.26265; 
103.94; 0.27229; 
104; 0.24566; 
104.06; 0.18915; 
104.13; 0.1118; 
104.19; 0.07348; 
104.25; 0.07466; 
104.31; 0.06452; 
104.37; 0.09638; 
104.43; 0.19716; 
104.49; 0.31706; 
104.55; 0.42628; 
104.61; 0.53092; 
104.68; 0.62441; 
104.74; 0.64766; 
104.8; 0.61407; 
104.86; 0.56511; 
104.92; 0.48495; 
104.98; 0.38528; 
105.04; 0.27328; 
105.1; 0.19059; 
105.16; 0.1644; 
105.22; 0.16231; 
105.29; 0.21567; 
105.35; 0.30691; 
105.41; 0.36384; 
105.47; 0.35388; 
105.53; 0.26192; 
105.59; 0.0926; 
105.65; -0.15595; 
105.71; -0.38617; 
105.77; -0.49797; 
105.83; -0.51812; 
105.9; -0.43884; 
105.96; -0.26453; 
106.02; -0.00531; 
106.08; 0.31786; 
106.14; 0.55756; 
106.2; 0.60346; 
106.26; 0.46923; 
106.32; 0.24204; 
106.38; -0.03152; 
106.45; -0.32422; 
106.51; -0.50476; 
106.57; -0.54972; 
106.63; -0.51038; 
106.69; -0.36737; 
106.75; -0.16641; 
106.81; 0.03887; 
106.87; 0.203; 
106.93; 0.30186; 
106.99; 0.34732; 
107.06; 0.29328; 
107.12; 0.16523; 
107.18; 0.03222; 
107.24; -0.07015; 
107.3; -0.10532; 
107.36; -0.11133; 
107.42; -0.08674; 
107.48; -0.00841; 
107.54; 0.10143; 
107.6; 0.26005; 
107.67; 0.40523; 
107.73; 0.46059; 
107.79; 0.4231; 
107.85; 0.30123; 
107.91; 0.15058; 
107.97; -0.01415; 
108.03; -0.15705; 
108.09; -0.19328; 
108.15; -0.14474; 
108.22; -0.04544; 
108.28; 0.10637; 
108.34; 0.28625; 
108.4; 0.38425; 
108.46; 0.3023; 
108.52; 0.13003; 
108.58; -0.07583; 
108.64; -0.32329; 
108.7; -0.55448; 
108.76; -0.7379; 
108.83; -0.78574; 
108.89; -0.67474; 
108.95; -0.50902; 
109.01; -0.32185; 
109.07; -0.15086; 
109.13; -0.02235; 
109.19; 0.04229; 
109.25; -0.00965; 
109.31; -0.15961; 
109.38; -0.36607; 
109.44; -0.49969; 
109.5; -0.48073; 
109.56; -0.41133; 
109.62; -0.29044; 
109.68; -0.08733; 
109.74; 0.1355; 
109.8; 0.29779; 
109.86; 0.32682; 
109.92; 0.26924; 
109.99; 0.15387; 
110.05; -0.02153; 
110.11; -0.19436; 
110.17; -0.34546; 
110.23; -0.39738; 
110.29; -0.33341; 
110.35; -0.25265; 
110.41; -0.12616; 
110.47; 0.0388; 
110.53; 0.14271; 
110.6; 0.14652; 
110.66; 0.0721; 
110.72; -0.0466; 
110.78; -0.23402; 
110.84; -0.41746; 
110.9; -0.47266; 
110.96; -0.45299; 
111.02; -0.4114; 
111.08; -0.29443; 
111.15; -0.11181; 
111.21; 0.03978; 
111.27; 0.1415; 
111.33; 0.19811; 
111.39; 0.13381; 
111.45; -0.00974; 
111.51; -0.15969; 
111.57; -0.35061; 
111.63; -0.52373; 
111.69; -0.55423; 
111.76; -0.44888; 
111.82; -0.33908; 
111.88; -0.24317; 
111.94; -0.09867; 
112; 0.01062; 
112.06; 0.0263; 
112.12; -0.02193; 
112.18; -0.10897; 
112.24; -0.21293; 
112.3; -0.34445; 
112.37; -0.44564; 
112.43; -0.47027; 
112.49; -0.41964; 
112.55; -0.26312; 
112.61; -0.06078; 
112.67; 0.14735; 
112.73; 0.34635; 
112.79; 0.49345; 
112.85; 0.60699; 
112.92; 0.61717; 
112.98; 0.51514; 
113.04; 0.3891; 
113.1; 0.22913; 
113.16; 0.08167; 
113.22; -0.04555; 
113.28; -0.163; 
113.34; -0.20753; 
113.4; -0.22603; 
113.46; -0.22091; 
113.53; -0.20711; 
113.59; -0.25061; 
113.65; -0.26959; 
113.71; -0.27363; 
113.77; -0.31355; 
113.83; -0.34648; 
113.89; -0.38527; 
113.95; -0.40025; 
114.01; -0.39586; 
114.07; -0.42035; 
114.14; -0.41637; 
114.2; -0.38485; 
114.26; -0.36816; 
114.32; -0.35003; 
114.38; -0.32005; 
114.44; -0.2791; 
114.5; -0.26729; 
114.56; -0.28095; 
114.62; -0.25301; 
114.69; -0.20872; 
114.75; -0.18784; 
114.81; -0.14655; 
114.87; -0.06565; 
114.93; 0.02165; 
114.99; 0.10029; 
115.05; 0.17815; 
115.11; 0.24217; 
115.17; 0.27735; 
115.23; 0.29135; 
115.3; 0.28231; 
115.36; 0.25987; 
115.42; 0.23937; 
115.48; 0.19771; 
115.54; 0.15464; 
115.6; 0.14191; 
115.66; 0.09412; 
115.72; -0.00885; 
115.78; -0.12483; 
115.84; -0.26193; 
115.91; -0.39568; 
115.97; -0.50378; 
116.03; -0.58895; 
116.09; -0.62205; 
116.15; -0.60157; 
116.21; -0.51484; 
116.27; -0.38706; 
116.33; -0.27157; 
116.39; -0.12139; 
116.46; 0.04521; 
116.52; 0.1655; 
116.58; 0.24875; 
116.64; 0.25903; 
116.7; 0.18767; 
116.76; 0.07231; 
116.82; -0.06592; 
116.88; -0.20603; 
116.94; -0.35632; 
117; -0.47592; 
117.07; -0.53555; 
117.13; -0.5873; 
117.19; -0.59441; 
117.25; -0.50656; 
117.31; -0.39914; 
117.37; -0.33592; 
117.43; -0.29966; 
117.49; -0.25655; 
117.55; -0.20253; 
117.61; -0.1777; 
117.68; -0.17704; 
117.74; -0.13779; 
117.8; -0.08061; 
117.86; -0.04768; 
117.92; -0.03207; 
117.98; -0.05023; 
118.04; -0.06688; 
118.1; -0.04136; 
118.16; -0.01606; 
118.23; 0.00036; 
118.29; 0.0234; 
118.35; 0.05878; 
118.41; 0.1164; 
118.47; 0.16038; 
118.53; 0.16376; 
118.59; 0.1277; 
118.65; 0.05043; 
118.71; -0.04155; 
118.77; -0.14555; 
118.84; -0.27183; 
118.9; -0.38298; 
118.96; -0.45915; 
119.02; -0.5032; 
119.08; -0.53367; 
119.14; -0.5841; 
119.2; -0.61457; 
119.26; -0.58689; 
119.32; -0.5532; 
119.38; -0.54695; 
119.45; -0.56058; 
119.51; -0.5711; 
119.57; -0.55373; 
119.63; -0.55013; 
119.69; -0.55962; 
119.75; -0.50947; 
119.81; -0.43009; 
119.87; -0.36496; 
119.93; -0.29951; 
120; -0.2577; 
120.06; -0.25022; 
120.12; -0.27588; 
120.18; -0.3227; 
120.24; -0.38268; 
120.3; -0.46582; 
120.36; -0.48834; 
120.42; -0.43174; 
120.48; -0.37442; 
120.54; -0.29764; 
120.61; -0.2048; 
120.67; -0.11125; 
120.73; -0.0252; 
120.79; -0.01112; 
120.85; -0.0283; 
120.91; -0.03257; 
120.97; -0.06642; 
121.03; -0.11829; 
121.09; -0.15342; 
121.15; -0.13816; 
121.22; -0.0833; 
121.28; -0.02881; 
121.34; 0.06725; 
121.4; 0.20213; 
121.46; 0.29394; 
121.52; 0.34074; 
121.58; 0.347; 
121.64; 0.25607; 
121.7; 0.09383; 
121.77; -0.04765; 
121.83; -0.14435; 
121.89; -0.21725; 
121.95; -0.2349; 
122.01; -0.15495; 
122.07; -0.05009; 
122.13; 0.02244; 
122.19; 0.07752; 
122.25; 0.06147; 
122.31; -0.02387; 
122.38; -0.13509; 
122.44; -0.26002; 
122.5; -0.35968; 
122.56; -0.45259; 
122.62; -0.46715; 
122.68; -0.33472; 
122.74; -0.19403; 
122.8; -0.07276; 
122.86; 0.07033; 
122.92; 0.17983; 
122.99; 0.22308; 
123.05; 0.1837; 
123.11; 0.10869; 
123.17; 0.0197; 
123.23; -0.07886; 
123.29; -0.09667; 
123.35; -0.03912; 
123.41; 0.06006; 
123.47; 0.2085; 
123.54; 0.3544; 
123.6; 0.4749; 
123.66; 0.57192; 
123.72; 0.65116; 
123.78; 0.69556; 
123.84; 0.65334; 
123.9; 0.56011; 
123.96; 0.47414; 
124.02; 0.42446; 
124.08; 0.43172; 
124.15; 0.46815; 
124.21; 0.53111; 
124.27; 0.62551; 
124.33; 0.73819; 
124.39; 0.84826; 
124.45; 0.88936; 
124.51; 0.86665; 
124.57; 0.81162; 
124.63; 0.68528; 
124.69; 0.50093; 
124.76; 0.31554; 
124.82; 0.17931; 
124.88; 0.10678; 
124.94; 0.08844; 
125; 0.14245; 
125.06; 0.22411; 
125.12; 0.29703; 
125.18; 0.38456; 
125.24; 0.43348; 
125.31; 0.40353; 
125.37; 0.32257; 
125.43; 0.21213; 
125.49; 0.10058; 
125.55; 0.00969; 
125.61; -0.04013; 
125.67; -0.03521; 
125.73; 0.005; 
125.79; 0.06317; 
125.85; 0.142; 
125.92; 0.24964; 
125.98; 0.35403; 
126.04; 0.38988; 
126.1; 0.35219; 
126.16; 0.28266; 
126.22; 0.2; 
126.28; 0.1241; 
126.34; 0.07035; 
126.4; 0.04205; 
126.46; 0.06737; 
126.53; 0.15082; 
126.59; 0.26023; 
126.65; 0.36449; 
126.71; 0.4397; 
126.77; 0.50447; 
126.83; 0.56247; 
126.89; 0.57913; 
126.95; 0.55499; 
127.01; 0.50327; 
127.08; 0.46431; 
127.14; 0.46726; 
127.2; 0.4751; 
127.26; 0.49396; 
127.32; 0.53858; 
127.38; 0.5758; 
127.44; 0.5982; 
127.5; 0.58782; 
127.56; 0.51141; 
127.62; 0.38051; 
127.69; 0.24814; 
127.75; 0.1659; 
127.81; 0.1481; 
127.87; 0.19998; 
127.93; 0.31015; 
127.99; 0.42886; 
128.05; 0.50942; 
128.11; 0.5343; 
128.17; 0.50769; 
128.23; 0.42381; 
128.3; 0.28637; 
128.36; 0.13546; 
128.42; 0.02036; 
128.48; -0.01556; 
128.54; 0.03169; 
128.6; 0.14043; 
128.66; 0.29167; 
128.72; 0.43804; 
128.78; 0.51994; 
128.85; 0.50267; 
128.91; 0.39967; 
128.97; 0.25119; 
129.03; 0.09303; 
129.09; -0.02843; 
129.15; -0.09038; 
129.21; -0.09481; 
129.27; -0.01627; 
129.33; 0.16041; 
129.39; 0.36586; 
129.46; 0.51207; 
129.52; 0.62156; 
129.58; 0.70871; 
129.64; 0.68948; 
129.7; 0.57417; 
129.76; 0.44338; 
129.82; 0.30342; 
129.88; 0.18498; 
129.94; 0.13818; 
130; 0.13665; 
130.07; 0.15322; 
130.13; 0.19211; 
130.19; 0.23683; 
130.25; 0.26392; 
130.31; 0.25728; 
130.37; 0.20371; 
130.43; 0.11313; 
130.49; 0.02211; 
130.55; -0.05079; 
130.62; -0.12381; 
130.68; -0.19038; 
130.74; -0.20424; 
130.8; -0.15599; 
130.86; -0.09188; 
130.92; -0.04644; 
130.98; -0.02841; 
131.04; -0.05019; 
131.1; -0.07952; 
131.16; -0.07178; 
131.23; -0.06029; 
131.29; -0.04873; 
131.35; 0.0055; 
131.41; 0.05791; 
131.47; 0.06664; 
131.53; 0.07771; 
131.59; 0.1072; 
131.65; 0.10814; 
131.71; 0.07639; 
131.77; 0.05182; 
131.84; 0.02685; 
131.9; -0.01748; 
131.96; -0.07272; 
132.02; -0.11714; 
132.08; -0.11118; 
132.14; -0.06929; 
132.2; -0.02297; 
132.26; 0.03547; 
132.32; 0.08707; 
132.39; 0.13485; 
132.45; 0.1603; 
132.51; 0.08693; 
132.57; -0.05582; 
132.63; -0.18286; 
132.69; -0.26544; 
132.75; -0.29391; 
132.81; -0.26829; 
132.87; -0.1812; 
132.93; -0.05141; 
133; 0.06699; 
133.06; 0.14355; 
133.12; 0.14738; 
133.18; 0.07061; 
133.24; -0.04841; 
133.3; -0.1979; 
133.36; -0.35605; 
133.42; -0.46543; 
133.48; -0.51777; 
133.54; -0.52012; 
133.61; -0.45514; 
133.67; -0.34548; 
133.73; -0.23; 
133.79; -0.09853; 
133.85; 0.0555; 
133.91; 0.16144; 
133.97; 0.17959; 
134.03; 0.17983; 
134.09; 0.14038; 
134.16; -0.07353; 
134.22; -0.41651; 
134.28; -0.6569; 
134.34; -0.69462; 
134.4; -0.64064; 
134.46; -0.56033; 
134.52; -0.40422; 
134.58; -0.19051; 
134.64; 0.0025; 
134.7; 0.11822; 
134.77; 0.1174; 
134.83; 0.01163; 
134.89; -0.14952; 
134.95; -0.30471; 
135.01; -0.40679; 
135.07; -0.45751; 
135.13; -0.45028; 
135.19; -0.38009; 
135.25; -0.27785; 
135.31; -0.18111; 
135.38; -0.14273; 
135.44; -0.15504; 
135.5; -0.1774; 
135.56; -0.2416; 
135.62; -0.33559; 
135.68; -0.41415; 
135.74; -0.46741; 
135.8; -0.45306; 
135.86; -0.38056; 
135.93; -0.33261; 
135.99; -0.3356; 
136.05; -0.32416; 
136.11; -0.27391; 
136.17; -0.28605; 
136.23; -0.36412; 
136.29; -0.39978; 
136.35; -0.40391; 
136.41; -0.42288; 
136.47; -0.43774; 
136.54; -0.40765; 
136.6; -0.3301; 
136.66; -0.26611; 
136.72; -0.23489; 
136.78; -0.21685; 
136.84; -0.21848; 
136.9; -0.26552; 
136.96; -0.3602; 
137.02; -0.42733; 
137.08; -0.4441; 
137.15; -0.45842; 
137.21; -0.43683; 
137.27; -0.34868; 
137.33; -0.2185; 
137.39; -0.07085; 
137.45; 0.04464; 
137.51; 0.09355; 
137.57; 0.09119; 
137.63; 0.07861; 
137.7; 0.05431; 
137.76; -0.026; 
137.82; -0.08739; 
137.88; -0.05146; 
137.94; -0.01075; 
138; 0.00303; 
138.06; 0.05054; 
138.12; 0.12294; 
138.18; 0.18206; 
138.24; 0.18722; 
138.31; 0.1529; 
138.37; 0.10249; 
138.43; 0.01769; 
138.49; -0.05933; 
138.55; -0.12198; 
138.61; -0.18531; 
138.67; -0.21426; 
138.73; -0.22248; 
138.79; -0.20338; 
138.85; -0.16525; 
138.92; -0.14462; 
138.98; -0.12233; 
139.04; -0.14515; 
139.1; -0.23077; 
139.16; -0.30977; 
139.22; -0.38569; 
139.28; -0.47144; 
139.34; -0.53996; 
139.4; -0.54875; 
139.47; -0.47865; 
139.53; -0.3695; 
139.59; -0.23653; 
