machine,point,time,max_mms,rms_mms
S1-M3,V-LA-H,2020-04-28 10:28:45.494,11.211,4.048264438793982
S1-M3,V-LA-H,2020-02-11 09:42:56.934,9.6596,4.171469790285652
S1-M3,V-LA-H,2021-04-06 16:34:17.330,14.207,5.067328064831649
S1-M3,V-LA-H,2019-07-16 10:43:15.366,9.0224,4.048334760411113
S1-M3,V-LA-H,2020-10-14 11:50:25.405,14.441,5.972030395730421
S1-M3,V-LA-H,2020-07-09 08:49:20.403,10.274,4.190918114067206
S1-M3,V-LA-H,2019-07-16 10:46:11.745,6.2807,2.613316351940589
S1-M3,V-LA-H,2020-07-09 08:51:22.664,5.7046,1.9607072020927931
S1-M3,V-LA-H,2021-04-06 16:36:12.561,9.7761,2.7439705681196918
S1-M3,V-LA-H,2020-04-28 10:30:45.032,8.7207,4.134934247760558
S1-M3,V-LA-H,2019-11-26 17:39:16.156,5.8903,2.3497770526997734
S1-M3,V-LA-H,2020-10-14 11:52:11.651,5.6324,1.9575909999240066
S1-M3,V-LA-H,2020-02-11 09:45:01.973,7.8393,3.519966088708635
S1-M3,V-LA-H,2020-07-09 08:47:18.404,9.4915,4.997801574585125
S1-M3,V-LA-H,2021-04-06 16:32:25.631,13.093,6.3688654652632115
S1-M3,V-LA-H,2020-04-28 10:26:54.032,7.8482,3.3567137505976645
S1-M3,V-LA-H,2020-02-11 09:40:53.535,8.2713,2.9951748438871713
S1-M3,V-LA-H,2020-10-14 11:48:24.553,7.5944,3.178581505507119
S1-M3,V-LA-H,2019-07-16 10:40:20.036,9.6933,3.5403689186611333
S1-M3,V-LA-H,2020-07-09 08:45:11.564,9.5097,4.299287863469834
S1-M3,V-LA-H,2020-04-28 10:24:46.945,11.329,5.3851673008421725
S1-M3,V-LA-H,2020-10-14 11:46:42.030,8.4814,2.7253032007496807
S1-M3,V-LA-H,2019-07-16 10:36:39.415,10.463,3.506355978474245
S1-M3,V-LA-H,2021-04-06 16:30:34.220,9.2506,3.7239366746952127
S1-M3,V-LA-H,2020-02-11 09:38:38.864,10.172,5.123214553472476
S1-M3,V-LA-H,2019-07-16 10:31:06.695,12.855,7.1068629145897795
S1-M3,V-LA-H,2020-02-11 09:34:18.314,13.279,6.720284390267418
S1-M3,V-LA-H,2019-06-18 12:57:56.662,11.62,5.608501329352208
S1-M3,V-LA-H,2020-07-09 08:41:23.914,13.76,6.9268334973244965
S1-M3,V-LA-H,2021-04-06 16:25:38.841,7.1937,2.267302409810262
S1-M3,V-LA-H,2020-10-14 11:42:54.313,14.202,6.68585479646271
S1-M3,V-LA-H,2019-11-26 17:00:43.940,14.879,7.311743559651186
S1-M3,V-LA-H,2020-04-28 10:20:31.115,10.667,5.3816642325491335
S1-M3,V-LA-H,2021-04-06 16:27:31.600,6.2496,2.225005517853334
S1-M3,V-LA-H,2020-04-28 10:22:43.155,5.2028,1.8210810829437662
S1-M3,V-LA-H,2020-07-09 08:43:19.913,4.8878,1.382870935624682
S1-M3,V-LA-H,2020-02-11 09:36:37.661,5.4556,1.2875727969708228
S1-M3,V-LA-H,2019-07-16 10:34:11.906,8.4154,2.880358401903183
S1-M3,V-LA-H,2019-11-26 17:36:30.232,7.704,2.8539184649092166
S1-M3,V-LA-H,2020-10-14 11:44:55.483,7.9106,2.7642453824944555
S1-M3,V-LA-H,2020-07-09 08:53:27.874,4.6978,1.6177160823436587
S1-M3,V-LA-H,2020-02-11 09:47:10.393,3.7865,1.4922195233115743
S1-M3,V-LA-H,2020-04-28 10:32:46.065,4.47,1.5697615768118232
S1-M3,V-LA-H,2021-04-06 16:38:11.041,7.7184,2.38019961135967
S1-M3,V-LA-H,2020-10-14 11:54:02.593,8.0144,2.6781480543099736
S1-M3,V-LA-H,2019-07-16 10:49:24.186,6.602,2.046393391922119
S1-M3,V-LA-H,2020-07-09 08:07:40.904,2.7572,0.808188082427873
S1-M3,V-LA-H,2020-02-11 08:37:56.324,3.0952,0.9971867236877805
S1-M3,V-LA-H,2019-07-16 09:42:22.475,3.2862,1.1050565875005096
S1-M3,V-LA-H,2021-04-06 15:48:31.711,3.8182,1.1108553969017114
S1-M3,V-LA-H,2020-04-28 09:34:04.364,3.2502,0.9352835538453715
S1-M3,V-LA-H,2020-10-14 11:09:12.247,2.9863,0.894376782524511
S3-M33,V-LOA-H,2020-02-11 12:50:05.574,5.2839,1.9116602772887807
S3-M33,V-LOA-H,2020-10-14 08:48:07.214,5.6942,1.7905328462824708
S3-M33,V-LOA-H,2021-04-06 11:26:20.643,5.9458,2.1471876445816322
S3-M33,V-LOA-H,2019-07-16 12:02:04.999,4.5519,1.5883810398278246
S3-M33,V-LOA-H,2020-04-28 17:15:26.254,5.5076,1.9975232791069348
S3-M33,V-LOA-H,2020-07-09 11:09:25.243,5.9498,2.165459437647253
S6-77-M1,M-LA-V,2019-06-18 16:28:59.755,7.9054,3.6509903097468173
S6-77-M1,M-LA-V,2021-04-06 17:46:57.310,14.416,6.488384189716955
S6-77-M1,M-LA-V,2020-10-15 12:01:23.404,17.152,9.122135214088127
S6-77-M1,M-LA-V,2019-10-16 08:41:53.406,18.288,10.017970059369391
S4-67-M2,M-LA-V,2019-10-15 16:35:51.737,5.8879,3.112476439456518
S4-67-M2,M-LA-V,2020-10-13 15:41:23.241,6.1155,2.7316007558665816
S4-67-M2,M-LA-V,2021-04-07 09:40:25.123,6.4385,2.9241970344995356
S4-67-M2,V-LA-H,2020-10-13 15:41:47.591,6.3244,2.6857049051214394
S4-67-M2,V-LA-H,2021-04-07 09:40:46.253,6.7852,2.9046078411157366
S4-67-M2,V-LA-H,2019-10-15 16:36:14.265,5.1847,1.9135803806574625
S6-77-M1,M-LA-A,2019-06-18 16:29:09.359,24.968,15.489599538115787
S6-77-M1,M-LA-A,2021-04-06 17:47:05.601,22.254,13.08630751178681
S6-77-M1,M-LA-A,2020-10-15 12:01:31.312,24.547,14.870841340209406
S6-77-M1,M-LA-A,2019-10-16 08:42:11.155,31.74,19.57955476550427
S3-M33,M-LA-H,2020-04-28 17:14:31.764,5.3547,2.1836897412040743
S3-M33,M-LA-H,2020-07-09 11:08:41.753,6.3335,2.325644873316139
S3-M33,M-LA-H,2019-07-16 12:01:06.498,5.7359,2.4069469779947736
S3-M33,M-LA-H,2021-04-06 11:25:26.234,7.5537,2.7551601099413108
S3-M33,M-LA-H,2020-02-11 12:49:14.354,4.6327,2.07463931703237
S3-M33,M-LA-H,2020-10-14 08:47:17.284,4.4882,1.6182837285252683
S4-70-M2,V-LOA-V,2021-04-07 09:52:32.944,2.8858,0.9076356512075988
S4-70-M2,V-LOA-V,2019-10-15 16:49:28.116,3.0344,1.2508437993011348
S4-70-M2,V-LOA-V,2020-10-13 15:53:31.632,2.7277,0.8362123491903258
S6-77-M1,V-LA-V,2020-10-15 12:01:49.803,18.735,7.998407719100376
S6-77-M1,V-LA-V,2019-10-16 08:42:39.762,16.922,8.35195278702072
S6-77-M1,V-LA-V,2021-04-06 17:47:28.842,11.394,4.47752814438734
S6-77-M1,V-LA-V,2019-06-18 16:29:33.826,12.298,4.714824445713825
S4-70-M2,V-LOA-H,2019-10-15 16:49:14.865,2.0067,0.6622058237790753
S4-70-M2,V-LOA-H,2020-10-13 15:53:22.612,2.9173,0.7838026523192495
S4-70-M2,V-LOA-H,2021-04-07 09:52:22.454,2.1461,0.6723476077135399
S4-70-M2,M-LOA-H,2020-10-13 15:52:15.021,3.8053,1.238826971953086
S4-70-M2,M-LOA-H,2021-04-07 09:51:09.364,5.6654,1.7033242759138472
S4-70-M2,M-LOA-H,2019-10-15 16:47:40.995,3.6625,1.1229805269879638
S6-77-M1,V-LOA-V,2021-04-06 17:47:50.500,12.688,5.3839901821971035
S6-77-M1,V-LOA-V,2019-06-18 16:30:00.195,10.396,4.2205717719565845
S6-77-M1,V-LOA-V,2020-10-15 12:02:08.294,13.242,5.778488122034582
S6-77-M1,V-LOA-V,2019-10-16 08:43:09.585,13.411,7.545058351452767
S3-M33,M-LOA-V,2020-02-11 12:49:03.113,5.2657,2.1319680788726774
S3-M33,M-LOA-V,2021-04-06 11:25:15.304,6.3121,2.452743385344017
S3-M33,M-LOA-V,2020-07-09 11:08:32.373,7.4931,2.654810008022883
S3-M33,M-LOA-V,2020-10-14 08:47:08.045,5.6193,2.444102450070501
S3-M33,M-LOA-V,2019-07-16 12:00:55.124,8.2371,3.678501656645014
S3-M33,M-LOA-V,2020-04-28 17:14:20.056,6.9199,2.4204246518422
S4-70-M2,M-LA-H,2020-10-13 15:52:35.291,4.0742,1.1677641353322747
S4-70-M2,M-LA-H,2021-04-07 09:51:30.404,6.9999,2.0846331883704954
S4-70-M2,M-LA-H,2019-10-15 16:48:08.215,5.097,1.686159181926319
S6-77-M1,M-LOA-V,2019-06-18 16:28:37.147,10.568,4.1872063943679345
S6-77-M1,M-LOA-V,2019-10-16 08:41:27.945,13.665,5.744471958822333
S6-77-M1,M-LOA-V,2020-10-15 12:01:03.853,10.027,4.667507245158868
S6-77-M1,M-LOA-V,2021-04-06 17:46:40.411,11.897,5.063794502040002
S4-70-M2,M-LOA-V,2021-04-07 09:51:20.024,4.0322,1.1987507109429714
S4-70-M2,M-LOA-V,2020-10-13 15:52:24.971,4.2003,1.5374497833962768
S4-70-M2,M-LOA-V,2019-10-15 16:47:53.335,2.7279,0.9494407137102145
S3-M33,M-LA-V,2020-07-09 11:08:49.464,8.7482,3.6477956305241714
S3-M33,M-LA-V,2020-10-14 08:47:25.744,7.2189,3.0466904108306783
S3-M33,M-LA-V,2021-04-06 11:25:35.674,5.6772,2.586559373383055
S3-M33,M-LA-V,2020-02-11 12:49:24.364,6.7854,2.937575419251849
S3-M33,M-LA-V,2020-04-28 17:14:40.834,6.56,2.954347221332526
S3-M33,M-LA-V,2019-07-16 12:01:17.265,7.7868,3.84116414017251
S4-70-M2,M-LA-A,2019-10-15 16:48:37.175,3.8502,1.1950385710995786
S4-70-M2,M-LA-A,2021-04-07 09:51:46.294,4.8459,1.7463473019477374
S4-70-M2,M-LA-A,2020-10-13 15:52:52.602,5.1168,1.7562421229911487
S6-77-M1,M-LOA-H,2021-04-06 17:46:31.021,17.667,10.10873928214407
S6-77-M1,M-LOA-H,2019-10-16 08:41:18.005,21.147,12.207936915366147
S6-77-M1,M-LOA-H,2020-10-15 12:00:54.744,15.466,7.819945771336164
S6-77-M1,M-LOA-H,2019-06-18 16:28:24.657,21.041,12.246534117827238
S4-70-M2,V-LA-V,2021-04-07 09:52:10.524,3.3105,1.04809902323743
S4-70-M2,V-LA-V,2020-10-13 15:53:11.342,3.3033,1.2174321899370102
S4-70-M2,V-LA-V,2019-10-15 16:48:59.986,4.2131,1.2190387706999632
S3-M33,M-LOA-H,2021-04-06 11:25:06.314,7.1772,2.5167068675223394
S3-M33,M-LOA-H,2020-02-11 12:48:53.035,6.2463,2.4108047584076893
S3-M33,M-LOA-H,2019-07-16 12:00:45.916,9.0482,3.7614358340360607
S3-M33,M-LOA-H,2020-04-28 17:14:07.033,5.4971,2.172626610794652
S3-M33,M-LOA-H,2020-07-09 11:08:24.394,6.6439,2.589327873852908
S3-M33,M-LOA-H,2020-10-14 08:46:58.364,6.4927,2.3735785549821635
S6-77-M1,V-LOA-A,2021-04-06 17:48:01.891,19.578,12.005857129703287
S6-77-M1,V-LOA-A,2019-06-18 16:30:11.537,20.608,13.409700213607822
S6-77-M1,V-LOA-A,2020-10-15 12:02:17.743,20.645,12.559718046827035
S6-77-M1,V-LOA-A,2019-10-16 08:43:23.585,25.702,16.01637812725444
S4-70-M2,V-LOA-A,2021-04-07 09:52:43.614,2.902,0.8334222668692336
S4-70-M2,V-LOA-A,2019-10-15 16:49:40.204,3.3947,0.9886354892823146
S4-70-M2,V-LOA-A,2020-10-13 15:53:43.062,2.6854,0.8805379780191248
S6-77-M1,M-LA-H,2020-10-15 12:01:15.304,13.33,6.135478041086128
S6-77-M1,M-LA-H,2019-06-18 16:28:48.737,13.851,6.953166312365922
S6-77-M1,M-LA-H,2021-04-06 17:46:49.131,13.917,5.419727465067468
S6-77-M1,M-LA-H,2019-10-16 08:41:41.475,18.406,8.675891681798031
S4-70-M2,M-LA-V,2019-10-15 16:48:19.436,3.9041,1.513885610267427
S4-70-M2,M-LA-V,2020-10-13 15:52:44.012,4.601,1.5117817947135328
S4-70-M2,M-LA-V,2021-04-07 09:51:38.644,3.5072,1.12415214371405
S3-M33,V-LA-H,2019-07-16 12:01:40.285,13.875,5.297729937071874
S3-M33,V-LA-H,2020-02-11 12:49:43.176,10.044,4.263027364656086
S3-M33,V-LA-H,2020-07-09 11:09:05.614,13.82,5.196879179181035
S3-M33,V-LA-H,2020-10-14 08:47:44.165,12.938,4.901180786026176
S3-M33,V-LA-H,2020-04-28 17:15:02.104,12.884,4.962757483402492
S3-M33,V-LA-H,2021-04-06 11:25:56.143,11.627,4.220643148833917
S1-M2,M-LA-V,2020-04-28 09:30:35.145,2.7791,0.9706710302423062
S1-M2,M-LA-V,2020-02-11 08:35:33.145,2.7485,1.119031572829715
S1-M2,M-LA-V,2020-07-09 08:05:20.119,3.083,1.3067257376696275
S1-M2,M-LA-V,2021-04-06 15:45:35.259,4.8946,2.1063028144931346
S1-M2,M-LA-V,2020-10-14 11:07:12.948,3.8909,1.5580158661778023
S1-M2,M-LA-V,2019-07-16 09:36:42.495,4.8416,2.0603405925696685
S1-M2,M-LA-V,2019-07-16 10:11:20.294,6.2278,2.274188877101231
S1-M2,M-LA-V,2020-02-11 09:01:38.634,5.2635,2.243500184406861
S1-M2,M-LA-V,2020-04-28 09:58:11.057,7.3837,3.6426254628856123
S1-M2,M-LA-V,2020-10-14 11:29:28.264,8.9518,4.693340660147341
S1-M2,M-LA-V,2020-07-09 08:28:16.984,8.628,4.617013097199019
S1-M2,M-LA-V,2019-11-26 17:31:14.635,7.4291,3.7366002647260133
S1-M2,M-LA-V,2021-04-06 16:10:17.221,7.1895,3.2001678049292415
S1-M2,M-LA-V,2019-07-16 10:16:19.106,9.4277,3.738485965627806
S1-M2,M-LA-V,2020-07-09 08:31:40.883,7.7394,3.5122932710947756
S1-M2,M-LA-V,2020-04-28 10:03:00.615,7.1575,2.8111536159722874
S1-M2,M-LA-V,2020-10-14 11:32:54.507,9.4269,4.405099436968919
S1-M2,M-LA-V,2021-04-06 16:14:18.321,7.3244,2.838787680975955
S1-M2,M-LA-V,2020-02-11 09:07:26.356,7.1255,2.9537381485044247
S1-M2,M-LA-V,2020-10-14 11:38:16.252,7.7662,3.6914101952521245
S1-M2,M-LA-V,2020-02-11 09:29:28.284,7.5685,2.8695596263004077
S1-M2,M-LA-V,2020-04-28 10:16:08.466,9.7603,4.919329852131338
S1-M2,M-LA-V,2021-04-06 16:20:28.831,6.5096,2.0256996873443462
S1-M2,M-LA-V,2019-07-16 10:23:13.195,19.906,11.688034855294529
S1-M2,M-LA-V,2020-07-09 08:37:22.044,11.028,6.549853262725678
S1-M2,M-LA-V,2019-11-26 16:57:28.574,11.25,5.4706611513854435
S1-M2,M-LA-V,2020-04-28 10:13:54.435,7.8527,4.101834211443053
S1-M2,M-LA-V,2021-04-06 16:18:35.861,14.338,6.802534390594306
S1-M2,M-LA-V,2020-07-09 08:35:29.204,7.8652,3.5831618640513123
S1-M2,M-LA-V,2019-07-16 10:21:04.105,9.4305,4.1563636063764084
S1-M2,M-LA-V,2020-10-14 11:36:22.092,9.4789,3.5505233321598175
S1-M2,M-LA-V,2020-02-11 09:11:53.954,6.6567,3.3032193207352414
S1-M2,M-LA-V,2020-10-14 11:34:42.194,7.5305,3.179487437710885
S1-M2,M-LA-V,2020-02-11 09:09:39.334,9.122,4.310717430214534
S1-M2,M-LA-V,2019-07-16 10:18:48.826,5.6591,2.145589386186415
S1-M2,M-LA-V,2021-04-06 16:16:24.469,7.4011,3.6050518212905054
S1-M2,M-LA-V,2020-04-28 10:09:09.888,6.7428,2.848801134023182
S1-M2,M-LA-V,2020-07-09 08:33:45.783,7.3741,3.5635145165674555
S1-M2,M-LA-V,2019-11-26 16:53:58.057,8.5476,4.153040930684217
S1-M2,M-LA-V,2021-04-06 16:12:14.540,9.5525,4.950746028966524
S1-M2,M-LA-V,2020-10-14 11:31:16.294,8.3071,4.604544516246388
S1-M2,M-LA-V,2020-07-09 08:30:05.753,9.5471,5.108695104947044
S1-M2,M-LA-V,2019-07-16 10:13:48.576,5.7919,2.8999947969455953
S1-M2,M-LA-V,2020-04-28 10:00:16.443,11.196,4.877217023892844
S1-M2,M-LA-V,2020-02-11 09:04:37.747,6.3188,2.5856159378695183
S1-M2,M-LA-V,2020-07-09 08:39:07.655,14.516,8.449748188839267
S1-M2,M-LA-V,2019-07-16 10:25:28.825,16.506,9.525771480785908
S1-M2,M-LA-V,2020-04-28 10:18:05.544,9.6504,5.546770099535689
S1-M2,M-LA-V,2021-04-06 16:22:55.170,13.055,7.625373930615267
S1-M2,M-LA-V,2020-02-11 09:31:49.805,9.7267,5.813811913113577
S1-M2,M-LA-V,2020-10-14 11:40:17.664,9.7284,5.1550479445984605
S1-M2,M-LA-V,2019-11-26 17:33:47.456,11.034,5.251589164726614
S4-70-M2,V-LA-H,2020-10-13 15:53:01.812,4.4163,1.3663972208602748
S4-70-M2,V-LA-H,2019-10-15 16:48:48.345,3.0518,0.784409034117548
S4-70-M2,V-LA-H,2021-04-07 09:51:59.544,3.1204,1.1048768287317086
S6-71-M2,M-LA-A,2020-10-15 11:42:28.313,6.1193,2.282949579274752
S6-71-M2,M-LA-A,2019-10-16 09:07:58.625,15.28,6.3127862280081315
S6-71-M2,M-LA-A,2021-04-06 17:26:25.241,7.6526,2.8671595946396713
S4-72-M1,M-LOA-V,2019-10-15 16:54:48.785,7.1109,2.7262346334490704
S4-72-M1,M-LOA-V,2020-10-13 15:57:59.131,6.883,2.542215651072276
S4-72-M1,M-LOA-V,2021-04-07 09:56:39.204,4.9404,1.479597904114026
S3-M33,V-LOA-A,2020-04-28 17:15:49.924,6.0505,1.8311552075036337
S3-M33,V-LOA-A,2019-07-16 12:02:27.877,7.4922,3.6599573338368177
S3-M33,V-LOA-A,2020-10-14 08:48:31.814,5.5343,2.2615765014842246
S3-M33,V-LOA-A,2020-02-11 12:50:27.204,5.0051,2.226656811698444
S3-M33,V-LOA-A,2021-04-06 11:26:42.614,5.1018,2.1057624736891936
S3-M33,V-LOA-A,2020-07-09 11:09:44.724,4.9645,2.1825781556721315
S6-71-M2,V-LA-V,2020-10-15 11:42:47.624,3.3352,1.1806087590705139
S6-71-M2,V-LA-V,2021-04-06 17:26:47.471,4.8845,1.894937247472645
S6-71-M2,V-LA-V,2019-10-16 09:08:21.695,4.7177,1.9235487946739933
S4-72-M1,V-LA-V,2019-10-15 16:55:56.135,6.5747,2.5360744925652687
S4-72-M1,V-LA-V,2021-04-07 09:57:24.415,4.4811,1.683295689811062
S4-72-M1,V-LA-V,2020-10-13 15:58:43.782,10.219,4.018503126275168
S6-71-M2,M-LOA-V,2019-10-16 09:07:16.144,7.0147,2.7835492054182938
S6-71-M2,M-LOA-V,2020-10-15 11:42:02.463,6.5988,2.0904067053108633
S6-71-M2,M-LOA-V,2021-04-06 17:25:53.941,4.7487,1.4266055793559451
S4-72-M1,V-LOA-V,2021-04-07 09:57:45.815,4.2264,1.5207926626134836
S4-72-M1,V-LOA-V,2020-10-13 15:59:03.510,7.9621,2.8613465419521287
S4-72-M1,V-LOA-V,2019-10-15 16:56:19.265,7.2198,2.976286431655026
S3-M33,V-LA-V,2019-07-16 12:01:52.029,12.968,4.960176425999672
S3-M33,V-LA-V,2021-04-06 11:26:07.763,10.653,3.9201395035487914
S3-M33,V-LA-V,2020-04-28 17:15:13.110,10.547,3.9949619582351494
S3-M33,V-LA-V,2020-02-11 12:49:54.465,11.15,4.1114857555996505
S3-M33,V-LA-V,2020-07-09 11:09:15.104,12.178,4.9064762461202625
S3-M33,V-LA-V,2020-10-14 08:47:54.584,10.76,4.6922022331158555
S6-71-M2,V-LOA-H,2021-04-06 17:26:59.400,4.5729,1.4293813738509353
S6-71-M2,V-LOA-H,2020-10-15 11:42:57.633,4.8507,1.7704512760995925
S6-71-M2,V-LOA-H,2019-10-16 09:08:32.954,4.9302,2.077680118506911
S4-72-M1,M-LA-V,2019-10-15 16:55:14.575,7.6753,3.422221939725359
S4-72-M1,M-LA-V,2020-10-13 15:58:16.261,7.6369,3.2261307049435723
S4-72-M1,M-LA-V,2021-04-07 09:56:58.204,6.4633,2.9206056800718483
S6-71-M2,M-LOA-H,2020-10-15 11:41:52.082,7.3451,2.176193171795927
S6-71-M2,M-LOA-H,2021-04-06 17:25:43.230,7.0369,2.314619897315381
S6-71-M2,M-LOA-H,2019-10-16 09:07:04.804,8.7638,3.3427563434454726
S4-72-M1,V-LOA-A,2021-04-07 09:57:56.154,4.9969,2.0777309326326647
S4-72-M1,V-LOA-A,2019-10-15 16:56:29.955,8.0118,3.800167766872916
S4-72-M1,V-LOA-A,2020-10-13 15:59:14.141,8.8827,4.625169520321964
S3-M33,V-LOA-V,2019-07-16 12:02:16.646,8.6345,2.8256353141801265
S3-M33,V-LOA-V,2020-02-11 12:50:16.628,6.5502,2.304021280834851
S3-M33,V-LOA-V,2020-04-28 17:15:37.693,6.562,2.2681669650027927
S3-M33,V-LOA-V,2020-07-09 11:09:33.384,6.7209,2.4991878118019217
S3-M33,V-LOA-V,2020-10-14 08:48:17.865,6.9062,2.3397611300930823
S3-M33,V-LOA-V,2021-04-06 11:26:31.144,6.6106,2.3511289180771184
S6-71-M2,V-LOA-V,2021-04-06 17:27:10.101,5.6193,2.486148192665498
S6-71-M2,V-LOA-V,2019-10-16 09:08:52.315,6.713,3.074791057326258
S6-71-M2,V-LOA-V,2020-10-15 11:43:06.393,3.8522,1.4757217039039472
S4-72-M1,M-LA-H,2020-10-13 15:58:07.742,10.138,4.004566319777171
S4-72-M1,M-LA-H,2019-10-15 16:55:02.335,7.33,3.245728322494204
S4-72-M1,M-LA-H,2021-04-07 09:56:48.524,5.2743,1.959740608474936
S6-71-M2,V-LA-H,2019-10-16 09:08:09.236,6.266,1.9445394288375482
S6-71-M2,V-LA-H,2020-10-15 11:42:39.533,4.388,1.7950521598289741
S6-71-M2,V-LA-H,2021-04-06 17:26:36.630,5.7782,2.151791574404557
S4-72-M1,M-LA-A,2019-10-15 16:55:26.716,14.119,6.419917551202526
S4-72-M1,M-LA-A,2021-04-07 09:57:06.293,5.7143,2.099667654656428
S4-72-M1,M-LA-A,2020-10-13 15:58:24.007,10.399,4.98925221129482
S6-71-M2,V-LOA-A,2020-10-15 11:43:17.835,4.9301,2.3215358916971875
S6-71-M2,V-LOA-A,2019-10-16 09:09:02.815,4.8991,2.5189454166764875
S6-71-M2,V-LOA-A,2021-04-06 17:27:20.831,6.2103,3.396541427021995
S1-M3,V-LOA-V,2020-07-09 09:01:58.444,13.804,5.975683916668406
S1-M3,V-LOA-V,2021-04-06 16:48:41.511,13.319,6.794147353572307
S1-M3,V-LOA-V,2020-04-28 10:41:47.475,15.408,5.5097606693969094
S1-M3,V-LOA-V,2019-07-16 11:02:44.126,13.648,5.310391503826148
S1-M3,V-LOA-V,2020-02-11 09:59:03.594,13.996,4.672262948225707
S1-M3,V-LOA-V,2020-10-14 12:02:27.643,11.834,5.171575751780378
S1-M3,V-LOA-V,2019-07-16 10:43:58.615,10.011,4.6555650990204835
S1-M3,V-LOA-V,2020-02-11 09:43:38.984,5.0783,1.651916041305789
S1-M3,V-LOA-V,2020-04-28 10:29:20.315,17.299,6.958186807193415
S1-M3,V-LOA-V,2020-07-09 08:49:51.004,15.907,6.494646195218545
S1-M3,V-LOA-V,2021-04-06 16:34:48.921,17.368,7.263409568489641
S1-M3,V-LOA-V,2020-10-14 11:50:54.125,8.7734,3.1482221192600157
S1-M3,V-LOA-V,2020-02-11 09:45:38.544,11.658,6.707154944197971
S1-M3,V-LOA-V,2020-10-14 11:52:40.793,10.741,5.120897405118126
S1-M3,V-LOA-V,2019-07-16 10:47:20.855,12.415,6.305938928484783
S1-M3,V-LOA-V,2021-04-06 16:36:44.891,13.702,6.863994930070489
S1-M3,V-LOA-V,2019-11-26 17:39:57.129,12.397,6.7642990949062245
S1-M3,V-LOA-V,2020-04-28 10:31:18.265,10.438,5.363659516046329
S1-M3,V-LOA-V,2020-07-09 08:51:56.624,12.289,6.577155478803174
S1-M3,V-LOA-V,2020-07-09 08:47:50.934,6.8376,3.1072982014805826
S1-M3,V-LOA-V,2019-07-16 10:41:00.236,9.2763,3.320744700130779
S1-M3,V-LOA-V,2020-02-11 09:41:28.014,10.721,6.523165255502395
S1-M3,V-LOA-V,2020-04-28 10:27:25.655,7.4113,3.3655610091962704
S1-M3,V-LOA-V,2020-10-14 11:48:54.133,9.9882,5.064005557297153
S1-M3,V-LOA-V,2021-04-06 16:32:57.630,6.374,2.1476610064552357
S1-M3,V-LOA-V,2019-07-16 10:37:14.866,11.299,4.9964725618916646
S1-M3,V-LOA-V,2020-10-14 11:47:12.295,11.523,5.060634040574695
S1-M3,V-LOA-V,2020-07-09 08:45:42.593,5.7946,2.0826363504720393
S1-M3,V-LOA-V,2021-04-06 16:31:06.951,12.357,6.426588846733434
S1-M3,V-LOA-V,2020-04-28 10:25:19.374,5.1716,1.9879048855508525
S1-M3,V-LOA-V,2020-02-11 09:39:16.264,5.8429,3.031774582306415
S1-M3,V-LOA-V,2020-02-11 09:34:57.613,7.3963,3.3827726209948428
S1-M3,V-LOA-V,2020-04-28 10:21:04.874,7.999,3.666081502313369
S1-M3,V-LOA-V,2020-10-14 11:43:32.248,7.3526,2.8265435699785884
S1-M3,V-LOA-V,2019-07-16 10:31:46.426,10.102,5.351161330510691
S1-M3,V-LOA-V,2021-04-06 16:26:11.240,12.968,4.912488683595693
S1-M3,V-LOA-V,2020-07-09 08:41:55.734,9.7795,4.36473709135976
S1-M3,V-LOA-V,2019-11-26 17:01:26.667,9.6065,4.787204705408918
S1-M3,V-LOA-V,2019-06-18 12:58:36.524,9.1003,4.619637454393706
S1-M3,V-LOA-V,2020-04-28 10:23:20.125,13.519,4.605208339156776
S1-M3,V-LOA-V,2021-04-06 16:28:04.671,15.075,7.27709793150512
S1-M3,V-LOA-V,2019-07-16 10:34:47.007,8.5998,3.057753853874423
S1-M3,V-LOA-V,2019-11-26 17:37:03.168,7.1801,2.6040618754461367
S1-M3,V-LOA-V,2020-07-09 08:43:52.755,17.277,6.000809742231922
S1-M3,V-LOA-V,2020-02-11 09:37:13.753,16.553,6.5675342017926495
S1-M3,V-LOA-V,2020-10-14 11:45:28.803,13.876,5.078486546635268
S1-M3,V-LOA-V,2020-10-14 11:54:34.562,7.0555,2.071613522536563
S1-M3,V-LOA-V,2020-02-11 09:47:56.164,4.6227,1.2874770889928844
S1-M3,V-LOA-V,2020-04-28 10:33:18.193,4.1948,1.3290428285452078
S1-M3,V-LOA-V,2021-04-06 16:38:44.581,6.3771,1.872870067661061
S1-M3,V-LOA-V,2020-07-09 08:54:10.075,4.116,1.3959019365648393
S1-M3,V-LOA-V,2019-07-16 10:50:09.385,4.3248,1.1333531727556887
S1-M3,V-LOA-V,2020-10-14 11:09:42.612,5.2862,1.3165117119936884
S1-M3,V-LOA-V,2019-07-16 09:42:56.756,5.4153,1.605508427866403
S1-M3,V-LOA-V,2021-04-06 15:49:02.820,6.1646,1.7860481615437498
S1-M3,V-LOA-V,2020-04-28 09:34:43.444,4.0977,1.1748726413691069
S1-M3,V-LOA-V,2020-02-11 08:38:35.566,4.4652,1.2771840062120847
S1-M3,V-LOA-V,2020-07-09 08:08:09.075,6.244,1.5009086809128174
S3-M38,V-LOA-V,2020-07-09 11:14:30.214,8.3984,3.2095995670830955
