time,machine,point,max_mms,rms_mms,max_acc,med_acc,rms_acc,kur_acc,cf_acc,num_peaks,a_range,b_range,c_range,d_range,e_range,f_range,g_range,h_range,i_range,j_range,max_dem,rms_dem,Id_Estado_Activo,Id_Estado_Activo_fixed,prev_diag,pct_change_acc,mean_mms_prev,element_type,prediction
2021-04-06 11:13:20.863,S3-M24,M-LOA-V,17.268,6.6315146178062045,1.2359,0.4703412483427092,0.2788948928045009,0.0998697032886459,4.431418544714399,2.0,0.26044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83322,0.1491991473007687,1.0,0,0,0.5884174945698972,0.7677494140713418,M,1
2021-04-06 11:13:32.034,S3-M24,M-LA-H,12.959,4.7643933460898005,0.88896,0.4147626965897751,0.2153444238874131,0.0501928839128931,4.128084600253072,1.0,0.11187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45451,0.1780364966554133,1.0,0,0,0.11392912635958097,1.0232708284462972,M,1
2021-04-06 11:13:43.734,S3-M24,M-LA-V,15.412,8.011298860404928,0.84166,0.4728365216654728,0.2674591529008165,0.6538181908655085,3.1468730491048764,1.0,0.21308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40114,0.1554971484153424,1.0,0,0,-0.13489567273101044,1.1048717760431876,M,1
2021-04-06 11:13:57.674,S3-M24,M-LA-A,34.384,21.13898336932704,1.18,0.721983765649428,0.5855909437543971,1.3450371827260463,2.015058485082898,1.0,0.56192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24904,0.0840002414081919,1.0,0,0,0.03128823632232103,0.8621461387511331,M,1
2021-04-06 11:14:09.944,S3-M24,V-LA-H,13.246,5.135982799012479,2.2725,0.6137964436348178,0.4759665667299052,0.3056027289824667,4.774495014666789,2.0,0.30506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0044,1.8767001221453383,1.0,0,0,-0.11949320004649544,0.6235403652534762,V,1
2021-04-06 11:14:20.923,S3-M24,V-LA-V,38.601,12.319731113690484,3.3196,0.6744251720866746,0.5773076635270639,0.4514954470882939,5.750140193391663,2.0,0.20585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5806,2.920696625071656,1.0,0,0,0.5962685131756105,0.24925592402941932,V,1
2021-04-06 11:14:45.193,S3-M24,V-LOA-V,11.637,5.006576288827116,2.2674,0.6515679097122546,0.535501382423339,0.2402405874660806,4.234162738738765,2.0,0.36911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4731,1.4816710894506582,1.0,0,0,-0.2800990601981205,1.4683518372601958,V,1
2021-04-06 11:14:55.934,S3-M24,V-LOA-A,20.736,12.660878767965473,1.1671,0.5816835150405432,0.4002187890306399,0.7870886893666809,2.9161549432169447,1.0,0.33837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3098,0.6433752291480812,1.0,0,0,-0.19220653377630126,1.010493698892405,V,1
2021-04-06 11:15:19.544,S3-M26,M-LOA-H,21.086,9.050807359448193,2.1383,0.5026338914731296,0.3153573772794955,1.3048498312733603,6.78056121105061,1.0,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4428,0.2778688330491034,1.0,0,0,1.9188621037975375,1.0856355270707498,M,1
2021-04-06 11:15:29.063,S3-M26,M-LOA-V,12.934,6.36786553715354,0.57168,0.4159410467190069,0.2083250026757027,0.7098457415114887,2.744173731704821,1.0,0.16045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25562,0.1143229651990334,1.0,0,0,-0.09190837754550951,0.5280199479466718,M,1
2021-04-06 11:15:40.343,S3-M26,M-LA-H,17.332,6.697646207658786,3.2033,0.5210569268754824,0.3844244891968388,6.926409333787067,8.332715760883271,2.0,0.2355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3358,0.4018347784171799,1.0,0,0,2.729364099937132,0.9681275655759037,M,1
2021-04-06 11:15:49.584,S3-M26,M-LA-V,13.378,5.929751637788609,0.9474,0.4987921788634145,0.3081340005353799,0.2327972406320357,3.074636354163778,2.0,0.14957,0.1059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88431,0.3709238833767859,1.0,0,0,0.14167962112721888,0.8638648036851532,M,1
2021-04-06 11:15:59.625,S3-M26,M-LA-A,19.54,10.702307867883846,0.87701,0.5259803648790334,0.3288236073013194,0.8509291722064289,2.6671138583926144,2.0,0.42292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3838,0.1109009018664068,1.0,0,0,0.4771938689573858,0.9738040428610455,M,1
2021-04-06 11:16:12.554,S3-M26,V-LA-H,13.257,4.66833082013394,3.6486,0.8365872744802335,0.8766187496023609,0.039355115477683,4.162128635344641,7.0,0.20099,0.0,0.0,0.09022,0.0,0.4921,0.11962,0.0,0.0,0.0,4.475,2.071496493930414,1.0,0,0,0.352886647632467,1.0882205307881028,V,1
2021-04-06 11:16:22.203,S3-M26,V-LA-V,24.194,7.210323465172469,3.6781,0.8683606767309182,0.9477617664730148,0.006091114168965,3.8808275772588106,10.0,0.34297,0.0,0.0,0.09748,0.14777,0.35653,0.3293,0.0,0.0,0.0,4.4026,2.339550107275145,1.0,0,0,-0.05950189219597013,0.8167545343569381,V,1
2021-04-06 11:16:48.512,S3-M26,V-LOA-H,7.3721,3.081465779357305,3.2008,0.8277787225614045,0.8587420273685118,0.0039702394679568,3.727312624733623,8.0,0.12325,0.0,0.0,0.1254,0.2383699999999999,0.3396099999999999,0.10909,0.0,0.0,0.0,3.5621,1.7524757570300291,1.0,0,0,-0.1194497936726272,0.733832878232907,V,1
2021-04-06 11:16:59.122,S3-M26,V-LOA-V,29.123,7.245861626446982,4.7851,0.9999485930390136,1.2463376550616696,0.1182146301841298,3.839328756991804,13.0,0.42556,0.0,0.0,0.09242,0.13671,1.07512,0.4184,0.08625,0.0,0.0,4.4908,2.357656185961698,1.0,0,0,0.2604973394447079,0.817548240343466,V,1
2021-04-06 11:17:11.532,S3-M26,V-LOA-A,12.005,6.520450352508491,1.6834,0.607519827311152,0.4617050688891418,0.0738389468940416,3.646050505900325,1.0,0.17224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7074,1.0362329030751656,1.0,0,0,-0.14081559740723726,0.5353679585969555,V,1
2021-04-06 11:29:04.534,S3-M36,M-LOA-H,5.8672,2.6773229633312243,0.39358,0.3004041385939531,0.112194793837692,0.2163158200939494,3.508005911302597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36931,0.1454346751867067,1.0,0,1,-0.011577387679248652,1.1854556392348727,M,1
2021-04-06 11:29:14.464,S3-M36,M-LOA-V,10.612,3.274353304881624,0.67567,0.3618376036511623,0.164964460173397,0.2393845937807408,4.095851914344408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51547,0.1614411966449964,1.0,0,1,0.41448249874392906,0.8368078732352066,M,1
2021-04-06 11:29:24.034,S3-M36,M-LA-H,5.0028,1.6840958958329473,0.52037,0.3338009090386064,0.1377037841978115,0.252432368299099,3.778908495735224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43653,0.1847539869087798,1.0,0,1,0.48949507671170145,1.0192667590535418,M,1
2021-04-06 11:29:33.313,S3-M36,M-LA-V,8.1626,3.3573076498579484,0.5533,0.3490274696360544,0.1512601459760817,0.132985429229516,3.6579364407561226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48346,0.1831803362225519,1.0,0,1,0.3252694610778444,0.9649104240298213,M,1
2021-04-06 11:29:43.063,S3-M36,M-LA-A,7.3902,3.6400811471372303,0.57171,0.3754100037271749,0.1752453996230374,0.2496153644885068,3.2623395605806484,2.0,0.09029,0.0,0.09677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49236,0.2101314587041715,1.0,0,1,0.5740914096916301,1.2802957921848614,M,1
2021-04-06 11:29:55.123,S3-M36,V-LA-H,12.989,5.319175607276939,4.5583,0.8952929405858681,1.0030174497042623,0.0147806746004861,4.544586937489477,17.0,0.12129,0.16089,0.13342,0.2352099999999999,0.28151,0.87536,0.40602,0.0,0.1353,0.0,5.0428,1.7983959281319932,1.0,0,1,0.32504869044504514,1.01029858123245,V,1
2021-04-06 11:30:05.104,S3-M36,V-LA-V,11.363,4.800149653370304,4.5997,0.9304829016031306,1.0875193182544332,0.0391369613058047,4.229534062330897,18.0,0.31279,0.19888,0.0,0.4689399999999999,0.08177,0.10789,0.4253599999999999,0.11494,0.34279,0.0,4.6623,2.118917708968585,1.0,0,1,0.49374857922255067,0.8796868847331015,V,1
2021-04-06 11:30:16.264,S3-M36,V-LOA-H,4.4676,1.6027002949107048,4.2202,0.9184586478670648,1.0591009057354963,0.0454173405533144,3.9847005862668654,18.0,0.1,0.0,0.25243,0.21761,0.0,0.61144,0.59524,0.3301,0.2547,0.0,5.6949,2.118513088139495,1.0,0,1,-0.007292058712834004,1.1685544314726029,V,1
2021-04-06 11:30:26.934,S3-M36,V-LOA-V,4.5485,1.6053615803680117,5.7319,0.9949107202702128,1.2460448773633974,0.219099118800278,4.600075088891317,14.0,0.0,0.0,0.19275,0.20805,0.09322,0.94589,0.68455,0.0,0.11638,0.0,5.6146,2.145218658774739,1.0,0,1,0.6498949368181688,1.4078571042943735,V,1
2021-04-06 11:30:39.794,S3-M36,V-LOA-A,5.1076,2.288707249918817,2.8401,0.761167552172627,0.7337226135150626,0.2644206936561617,3.8708088692998905,7.0,0.0,0.0,0.0,0.0,0.0,0.62985,0.30072,0.0,0.0,0.0,3.2402,1.3147711808428053,1.0,0,1,0.2675622601088994,1.1082522043103544,V,1
2021-04-06 11:45:52.753,S3-M01,M-LOA-H,13.827,5.31545849878139,1.1287,0.5355519636428558,0.3517600375159362,0.3806073814332658,3.208721513593951,3.0,0.11804,0.0,0.2732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0552,0.4573109523340992,1.0,0,0,0.11708234362628667,1.0970358222580945,M,1
2021-04-06 11:46:02.303,S3-M01,M-LOA-V,20.525,8.36502809827683,1.2882,0.5209864722781917,0.3386485306277556,0.1099611530777684,3.803943863604112,3.0,0.16996,0.11228,0.21123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0782,0.5051930919236906,1.0,0,0,0.3469823079175207,0.7042654443925147,M,1
2021-04-06 11:46:11.913,S3-M01,M-LA-H,18.466,8.71993135527498,2.4674,0.7564547041842108,0.7265429924560384,0.0999746821962577,3.396082579585677,4.0,0.23463,0.10648,0.38803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6284,0.9498435778038264,1.0,0,0,0.760542276132715,0.7053178337981562,M,1
2021-04-06 11:46:21.119,S3-M01,M-LA-V,15.3,5.853208179176254,1.3354,0.5244967326016108,0.344558008587806,0.0286112249165664,3.875689917855126,3.0,0.09818,0.0,0.28196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0657,0.4676176613774072,1.0,0,0,0.5784869976359337,1.0058514415112634,M,1
2021-04-06 11:46:30.784,S3-M01,M-LA-A,16.257,5.823931694334791,1.0307,0.4948949898972413,0.2996643338115632,0.3486921583269282,3.439515096408273,3.0,0.11589,0.17289,0.08986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74706,0.3497892831397979,1.0,0,0,0.41815379958447396,0.691931577123259,M,1
2021-04-06 11:46:49.644,S3-M01,V-LA-H,15.009,5.363075292994788,1.9125,0.6404022926532563,0.5140766183086788,0.0095782110287765,3.720262567654135,2.0,0.09697,0.0,0.0,0.0,0.17074,0.0,0.0,0.0,0.0,0.0,2.757,1.235595132945175,1.0,0,0,-0.2508226261360075,0.5952057762997588,V,1
2021-04-06 11:47:06.923,S3-M01,V-LA-V,22.663,9.05249886314478,1.7993,0.6363802349749691,0.504402103528361,0.1699101896924988,3.567193688158025,2.0,0.24895,0.0,0.0,0.0,0.0,0.10891,0.0,0.0,0.0,0.0,1.7623,0.8131632201168666,1.0,0,0,-0.2169807215283519,0.7706698927503899,V,1
2021-04-06 11:47:29.783,S3-M01,V-LOA-V,10.375,4.237953158897679,2.3355,0.6731765001407854,0.5707836955607234,0.0656242883803495,4.091742665679447,3.0,0.10127,0.0,0.0,0.0,0.1034,0.0,0.0,0.08352,0.0,0.0,2.7278,1.264318951930587,1.0,0,0,0.3483632584723746,1.024464063730386,V,1
2021-04-06 12:27:18.384,S2-M24,M-LOA-H,25.593,15.280336740277791,1.0152,0.620805412630691,0.4351694831996517,1.2947116778741616,2.3328841731630243,1.0,0.40841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31206,0.1318336183669862,1.0,0,0,-0.028702640642938926,1.1090028704918662,M,1
2021-04-06 12:27:27.543,S2-M24,M-LOA-V,12.432,5.443540287521067,1.1841,0.4284120103194324,0.233717100614145,0.9170791984358252,5.066381522312688,1.0,0.14144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97397,0.1488117175113053,1.0,0,0,0.47010987646657143,1.2240510274765062,M,1
2021-04-06 12:27:59.784,S2-M24,M-LA-A,20.993,12.428432154881747,0.77963,0.5516822871429403,0.3437159335073991,1.2830216311761755,2.2682393336973923,1.0,0.33504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24198,0.0927900679129167,1.0,0,0,-0.04195288595057567,0.8120176587176888,M,1
2021-04-06 12:28:09.994,S2-M24,V-LA-H,17.382,6.233659443035323,2.5097,0.7082187213878341,0.6267613000694492,0.0894818880811239,4.004235742892724,9.0,0.25689,0.0,0.0,0.0,0.0,0.54267,0.09314,0.10979,0.0,0.08819,2.2918,1.0930671788670745,1.0,0,0,0.10205067404382384,1.2143860379049138,V,1
2021-04-06 12:28:19.064,S2-M24,V-LA-V,18.863,9.798633537706138,2.2218,0.7104409220413317,0.6291176725049007,0.1220592118769836,3.531612760381792,5.0,0.37419,0.0,0.0,0.11203,0.0,0.23181,0.0,0.0,0.0,0.0,2.2594,0.9737609836379696,1.0,0,0,-0.18156702398055036,1.2782841906804558,V,1
2021-04-06 12:28:30.043,S2-M24,V-LOA-H,11.547,5.827632692727901,2.3766,0.7339360165682126,0.6698351997026077,0.1797723411687783,3.5480368918431857,11.0,0.2865,0.0,0.0,0.09748,0.0,0.69084,0.4047999999999999,0.0,0.0,0.0,2.2383,1.1443567133180077,1.0,0,0,0.1717779311704959,1.1228027637608893,V,1
2021-04-06 12:28:39.954,S2-M24,V-LOA-V,13.091,6.65392321961474,2.0457,0.6601864000141716,0.5422818005656012,0.1315505422857259,3.7723928737168206,6.0,0.28475,0.0,0.08572,0.0,0.0845,0.21076,0.0,0.0,0.0,0.0,1.6946,0.8538983123691007,1.0,0,0,-0.024277401507202145,0.5578118518178946,V,1
2021-04-06 12:28:49.784,S2-M24,V-LOA-A,18.715,11.383986814856945,2.3154,0.7016883056396795,0.6147047935663983,0.1550454407757278,3.766686097511127,5.0,0.30563,0.0,0.0,0.0,0.0,0.5582199999999999,0.08142,0.0,0.0,0.0,1.9422,0.9068941168750064,1.0,0,0,0.08525896414342626,0.9569857555397899,V,1
2021-04-06 12:35:11.900,S2-M30,M-LOA-H,29.311,17.899309397823533,1.2086,0.6703050598727535,0.5139176211379137,1.1598443565155143,2.3517387812543262,1.0,0.47392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47227,0.1923850662774869,1.0,0,1,-0.20476378470851442,0.9525249841135759,M,1
2021-04-06 12:35:21.988,S2-M30,M-LOA-V,16.852,7.6429277091670915,0.74731,0.4628450518177627,0.2610020421007033,0.4649979791092082,2.863234302633015,1.0,0.19711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39047,0.143476804917581,1.0,0,1,-0.3023618371919342,0.9624839892908481,M,1
2021-04-06 12:35:32.694,S2-M30,M-LA-H,12.196,5.280843669979319,0.7759,0.4077087676381076,0.2059782456257386,0.1208604750189041,3.7669026534472287,1.0,0.13048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59427,0.2168222867994123,1.0,0,1,-0.24117359413202932,0.9642454448270749,M,1
2021-04-06 12:35:56.132,S2-M30,M-LA-V,6.4804,1.832805458778808,0.87454,0.4101303310262902,0.2076851736587227,0.2239101604329367,4.210892788317581,1.0,0.0,0.0,0.0,0.0,0.13053,0.0,0.0,0.0,0.0,0.0,0.88677,0.2784215346722383,1.0,0,1,0.23204147471929892,1.7010751710868568,M,1
2021-04-06 12:36:06.103,S2-M30,M-LA-A,18.985,9.81665417420901,1.4564,0.5117043676413963,0.317882889770721,0.1365105791097369,4.581561470799689,2.0,0.34329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59677,0.1685296883423586,1.0,0,1,0.4614713054298414,1.4432121713217716,M,1
2021-04-06 12:36:18.703,S2-M30,V-LA-H,20.953,5.362912933286549,2.7686,0.7242398661970096,0.6635286276625774,0.1962750007632054,4.172540391743143,4.0,0.0,0.0,0.0,0.0,0.0,0.19374,0.19462,0.0,0.0,0.0,4.5881,1.423489636529239,1.0,0,1,-0.6705851557480427,1.0614830206352355,V,1
2021-04-06 12:36:28.394,S2-M30,V-LA-V,10.69,4.781724766371935,2.4375,0.6947883250677077,0.6109606618450817,0.1789430395081916,3.989618566666514,5.0,0.12548,0.0,0.10864,0.0,0.14202,0.26917,0.0,0.0,0.0,0.0,3.5287,1.2748814807255535,1.0,0,1,-0.4380144329421529,1.5624675597319924,V,1
2021-04-06 12:36:40.374,S2-M30,V-LOA-H,12.569,6.973007049291317,3.4048,0.7209624567296634,0.6567700739542586,0.2511495431417914,5.184158254197695,6.0,0.18424,0.0,0.0,0.08861,0.0,0.30968,0.14439,0.0,0.08688,0.0,3.6754,1.2491836050120173,1.0,0,1,-0.34336187610892543,1.2380218614105154,V,1
2021-04-06 12:36:50.334,S2-M30,V-LOA-V,6.6269,2.494298240399963,3.4235,0.748789949144253,0.7143271197375312,0.3363590819570392,4.7926221830383735,9.0,0.1529,0.0,0.08107,0.08405,0.0,0.2595699999999999,0.198,0.0,0.09004,0.08194,3.8563,1.476531682556377,1.0,0,1,-0.33865857899007057,1.4396112358537665,V,1
2021-04-06 12:36:59.987,S2-M30,V-LOA-A,21.81,9.75893326021307,2.5676,0.6741951020621043,0.5748845434101142,0.145281604120413,4.4662881085120985,3.0,0.25211,0.0,0.0,0.0,0.0,0.08035,0.15793,0.0,0.0,0.0,2.5178,1.0819356363624435,1.0,0,1,-0.39133320690309115,1.16534869454523,V,1
2021-04-06 12:38:54.084,S2-M33,M-LOA-H,34.042,17.1810851253494,3.425,0.6839391966447246,0.6017572777464153,2.458432040352172,5.691663610329145,2.0,0.5687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4107,0.5668579288096278,1.0,0,0,2.1839732267360783,1.0336934413763574,M,1
2021-04-06 12:39:03.574,S2-M33,M-LOA-V,10.326,4.838464434941049,0.55198,0.3786764493224847,0.1745049077677243,0.4232758340070215,3.163120207110255,1.0,0.12131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28936,0.1090292562528754,1.0,0,0,0.01597644027240941,0.6804584441566058,M,1
2021-04-06 12:39:34.753,S2-M33,M-LA-A,23.011,12.438159489834872,0.82443,0.5538117867264902,0.3492252017899544,1.1525455732352234,2.360740278119628,1.0,0.32871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1748,0.0690727358037179,1.0,0,0,0.0680666934407752,1.0237686881197048,M,1
2021-04-06 12:39:45.393,S2-M33,V-LA-H,30.62,7.740334863285597,1.796,0.560995817607446,0.3946804553018528,0.078963277948802,4.550516692361708,1.0,0.11123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5771,0.6211302094665289,1.0,0,0,0.27087461081234077,0.5607698229003001,V,1
2021-04-06 12:39:53.684,S2-M33,V-LA-V,35.693,9.145743357258675,1.8474,0.6111917849163376,0.4723210876299061,0.1193284836703449,3.911322294056784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08041,0.0,0.0,0.0,1.7525,0.8079132419981044,1.0,0,0,0.17302685884818092,0.32284246105648273,V,1
2021-04-06 12:40:03.464,S2-M33,V-LOA-H,13.518,6.511229321830265,1.4788,0.5877147515167461,0.4325574310062063,0.0695143496714356,3.4187367826742574,3.0,0.36888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3276,0.5467069339468269,1.0,0,0,-0.0641690925199343,0.737741680844698,V,1
2021-04-06 12:40:11.683,S2-M33,V-LOA-V,12.613,4.461298095582158,1.9635,0.6518537568446622,0.5283240823576221,0.1322076616114427,3.716468859867169,2.0,0.31085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4156,0.5865657107719212,1.0,0,0,0.011904761904761862,0.8013323759555948,V,1
2021-04-06 12:40:22.433,S2-M33,V-LOA-A,19.539,12.19263109497632,0.96036,0.559041534900709,0.3663791542039045,0.9694203840448092,2.621218999445371,1.0,0.32248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67139,0.320453444885984,1.0,0,0,-0.06470588235294117,0.7199126962723525,V,1
2021-04-06 12:44:15.084,S2-M38,M-LOA-H,6.596,1.971476274963026,0.48181,0.3243067595157062,0.1322487748698551,0.0187877046169573,3.643209553163308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43262,0.1669570850672057,1.0,0,1,-0.21900732671983403,0.8972843519653828,M,1
2021-04-06 12:44:24.133,S2-M38,M-LOA-V,5.473,1.8789398392911203,0.49688,0.3553668243294305,0.1568767140829771,0.2107405572624494,3.167327942228469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34223,0.1574036459317694,1.0,0,1,0.11773968596751705,0.752438350705174,M,1
2021-04-06 12:44:36.103,S2-M38,M-LA-H,7.8499,2.658340074533624,0.72899,0.3726185941404679,0.1775646041552992,0.5009138114179419,4.105491651716917,1.0,0.09223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83233,0.2355209901212107,1.0,0,1,0.4525474724530256,0.7530087737322413,M,1
2021-04-06 12:44:44.904,S2-M38,M-LA-V,4.644,1.6064928405228265,0.65071,0.2968199640597868,0.1127678782993421,0.8636183322609678,5.770348877831071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72972,0.1858284403421016,1.0,0,1,0.6842064395900198,0.9040901680290993,M,1
2021-04-06 12:44:54.164,S2-M38,M-LA-A,6.4352,1.8447827782329995,0.54156,0.3483439458906554,0.1497678305656013,0.225107828329437,3.615996826252924,1.0,0.10216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26048,0.114032277741238,1.0,0,1,0.251149358900312,0.8853986576600735,M,1
2021-04-06 12:45:03.502,S2-M38,V-LA-H,11.641,3.684130507264308,4.2893,0.8715585433197208,0.9790577054549032,0.5638632104126842,4.381049223249866,7.0,0.0,0.0,0.0,0.0,0.0,0.1101,0.0,0.08742,0.0981,0.21056,5.7835,2.2598515259713685,1.0,0,1,0.18286360377254418,0.3781135467881008,V,1
2021-04-06 12:45:14.344,S2-M38,V-LA-V,6.7118,1.859840957151391,3.6165,0.8300987666551154,0.8677693513222358,0.0572125871470019,4.167582082139077,7.0,0.17619,0.0,0.08204,0.17494,0.0,0.22135,0.22755,0.0,0.0,0.0,4.2134,1.7990934492482589,1.0,0,1,-0.3180275315858948,0.9578262373748,V,1
