,machine,point,prediction,score,filename
0,S3-M11,V-LA-V,class_b,82.41214752197266,20210406105504184_S3-M11_V-LA-V.png
1,S3-M11,M-LA-H,class_b,72.90064692497253,20210406105358263_S3-M11_M-LA-H.png
2,S3-M14,M-LA-H,class_b,70.19079923629761,20210406105841894_S3-M14_M-LA-H.png
3,S3-M14,V-LA-H,class_a,61.54358386993408,20210406105936773_S3-M14_V-LA-H.png
4,S3-M14,V-LOA-H,class_a,56.54680132865906,20210406110000864_S3-M14_V-LOA-H.png
5,S3-M14,M-LOA-H,class_b,61.687374114990234,20210406105820933_S3-M14_M-LOA-H.png
6,S3-M14,V-LOA-A,class_a,82.93179869651794,20210406110023084_S3-M14_V-LOA-A.png
7,S3-M14,V-LOA-V,class_a,83.0338716506958,20210406110012774_S3-M14_V-LOA-V.png
8,S3-M14,V-LA-V,class_a,77.82407402992249,20210406105949682_S3-M14_V-LA-V.png
9,S3-M14,M-LA-A,class_a,59.343647956848145,20210406105914123_S3-M14_M-LA-A.png
10,S3-M14,M-LOA-V,class_a,56.77759647369385,20210406105831034_S3-M14_M-LOA-V.png
11,S3-M27,M-LA-H,class_b,78.46303582191467,20210406111749393_S3-M27_M-LA-H.png
12,S3-M14,M-LA-V,class_a,54.8599898815155,20210406105903654_S3-M14_M-LA-V.png
13,S3-M27,M-LOA-H,class_b,72.84589409828186,20210406111729093_S3-M27_M-LOA-H.png
14,S3-M27,V-LOA-V,class_b,79.8940360546112,20210406111854853_S3-M27_V-LOA-V.png
15,S3-M27,V-LA-V,class_b,76.5285074710846,20210406111830804_S3-M27_V-LA-V.png
16,S3-M27,M-LA-V,class_b,79.4805645942688,20210406111800173_S3-M27_M-LA-V.png
17,S3-M27,V-LOA-H,class_a,79.21577095985413,20210406111842003_S3-M27_V-LOA-H.png
18,S3-M27,V-LOA-A,class_a,65.12623429298401,20210406111907073_S3-M27_V-LOA-A.png
19,S3-M27,M-LA-A,class_b,63.67499828338623,20210406111809133_S3-M27_M-LA-A.png
20,S3-M27,M-LOA-V,class_b,84.64969396591187,20210406111738503_S3-M27_M-LOA-V.png
21,S3-M27,V-LA-H,class_b,77.7703583240509,20210406111819715_S3-M27_V-LA-H.png
22,S3-M37,M-LA-V,class_b,72.26511240005493,20210406114134374_S3-M37_M-LA-V.png
23,S3-M37,M-LOA-H,class_b,78.21932435035706,20210406114104954_S3-M37_M-LOA-H.png
24,S3-M37,V-LOA-A,class_a,67.24265813827515,20210406114256124_S3-M37_V-LOA-A.png
